id,quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,simd,simdqf,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf
28171,2020Q1,,S08000024,,S314H,,All Inpatients,d,2,,4884,19840,4.06224406224406,,2585,23310,9.0174081237911,
28172,2020Q2,,S08000024,,S314H,,All Inpatients,d,2,,3918,12754,3.25523226135784,,1916,15404,8.03966597077244,
28173,2020Q3,,S08000024,,S314H,,All Inpatients,d,2,,4904,16024,3.26753670473083,,2540,19238,7.5740157480315,
28174,2020Q4,,S08000024,,S314H,,All Inpatients,d,2,,4880,18069,3.70266393442623,,2525,22488,8.90613861386139,
28175,2021Q1,,S08000024,,S314H,,All Inpatients,d,2,,4890,18295,3.74130879345603,,2484,21788,8.77133655394525,
28176,2021Q2,p,S08000024,,S314H,,All Inpatients,d,2,,5245,17135,3.26692087702574,,2711,20666,7.6230173367761,
28177,2016Q2,,S08000024,,S314H,,All Inpatients,d,3,,3429,12796,3.73170020414115,,2018,16261,8.0579781962339,
28178,2016Q3,,S08000024,,S314H,,All Inpatients,d,3,,3378,11785,3.48875074008289,,1974,15541,7.87284701114488,
28179,2016Q4,,S08000024,,S314H,,All Inpatients,d,3,,3361,11785,3.50639690568283,,1904,14677,7.70850840336134,
28180,2017Q1,,S08000024,,S314H,,All Inpatients,d,3,,3470,12046,3.47146974063401,,1939,15806,8.15162454873646,
28181,2017Q2,,S08000024,,S314H,,All Inpatients,d,3,,3493,12163,3.48210707128543,,2000,16173,8.0865,
28182,2017Q3,,S08000024,,S314H,,All Inpatients,d,3,,3462,12086,3.49104563835933,,1957,15279,7.80735820132856,
28183,2017Q4,,S08000024,,S314H,,All Inpatients,d,3,,3745,14086,3.76128170894526,,2096,18078,8.625,
28184,2018Q1,,S08000024,,S314H,,All Inpatients,d,3,,3806,13250,3.48134524435102,,2064,15711,7.61191860465116,
28185,2018Q2,,S08000024,,S314H,,All Inpatients,d,3,,3403,12080,3.54980899206582,,2004,15877,7.92265469061876,
28186,2018Q3,,S08000024,,S314H,,All Inpatients,d,3,,3356,11854,3.53218116805721,,1877,14036,7.47789025039957,
28187,2018Q4,,S08000024,,S314H,,All Inpatients,d,3,,3519,11011,3.12901392441034,,2012,16003,7.9537773359841,
28188,2019Q1,,S08000024,,S314H,,All Inpatients,d,3,,3677,12002,3.26407397334784,,2003,14838,7.40788816774838,
28189,2019Q2,,S08000024,,S314H,,All Inpatients,d,3,,3783,14238,3.76367961934972,,2097,16988,8.10109680495947,
28190,2019Q3,,S08000024,,S314H,,All Inpatients,d,3,,3442,11439,3.32335851249274,,1923,12461,6.47997919916797,
28191,2019Q4,,S08000024,,S314H,,All Inpatients,d,3,,3773,11650,3.08772859793268,,1982,13117,6.61806256306761,
28192,2020Q1,,S08000024,,S314H,,All Inpatients,d,3,,3408,12289,3.60592723004695,,1818,15875,8.73212321232123,
28193,2020Q2,,S08000024,,S314H,,All Inpatients,d,3,,2593,8218,3.16930196683378,,1308,9775,7.47324159021407,
28194,2020Q3,,S08000024,,S314H,,All Inpatients,d,3,,3362,10858,3.2296252230815,,1729,11913,6.89010989010989,
28195,2020Q4,,S08000024,,S314H,,All Inpatients,d,3,,3448,12741,3.69518561484919,,1719,13377,7.78184991273996,
29562,2019Q4,,S08000028,,S08000028,d,All Inpatients,d,5,,0,0, ,z,0,0, ,z
28196,2021Q1,,S08000024,,S314H,,All Inpatients,d,3,,3382,12251,3.6224127735068,,1753,14143,8.06788362806617,
28197,2021Q2,p,S08000024,,S314H,,All Inpatients,d,3,,3734,12570,3.3663631494376,,1957,16475,8.41849770056209,
28198,2016Q2,,S08000024,,S314H,,All Inpatients,d,4,,2976,10951,3.67977150537634,,1735,14288,8.23515850144092,
28199,2016Q3,,S08000024,,S314H,,All Inpatients,d,4,,2974,10478,3.52320107599193,,1794,14704,8.19620958751394,
28200,2016Q4,,S08000024,,S314H,,All Inpatients,d,4,,3137,11511,3.66942939113803,,1780,15293,8.59157303370787,
28201,2017Q1,,S08000024,,S314H,,All Inpatients,d,4,,2971,10378,3.4930999663413,,1733,16354,9.43681477207155,
28202,2017Q2,,S08000024,,S314H,,All Inpatients,d,4,,3069,10435,3.40013033561421,,1752,14526,8.29109589041096,
28203,2017Q3,,S08000024,,S314H,,All Inpatients,d,4,,3122,10533,3.37379884689302,,1774,11993,6.76042841037204,
28204,2017Q4,,S08000024,,S314H,,All Inpatients,d,4,,3372,11392,3.37841043890866,,1850,13442,7.26594594594595,
28205,2018Q1,,S08000024,,S314H,,All Inpatients,d,4,,3211,10846,3.37776393646839,,1737,13897,8.00057570523892,
28206,2018Q2,,S08000024,,S314H,,All Inpatients,d,4,,3414,12720,3.72583479789104,,1893,14999,7.92340200739567,
28207,2018Q3,,S08000024,,S314H,,All Inpatients,d,4,,3209,10935,3.40760361483328,,1849,14429,7.80367766360195,
28208,2018Q4,,S08000024,,S314H,,All Inpatients,d,4,,3360,11072,3.2952380952381,,1897,14355,7.56721138639958,
28209,2019Q1,,S08000024,,S314H,,All Inpatients,d,4,,3243,10985,3.3872957138452,,1766,14338,8.11891279728199,
28210,2019Q2,,S08000024,,S314H,,All Inpatients,d,4,,3216,10725,3.33488805970149,,1819,13991,7.69158878504673,
28211,2019Q3,,S08000024,,S314H,,All Inpatients,d,4,,3311,11189,3.37934158864391,,1792,13313,7.42912946428571,
28212,2019Q4,,S08000024,,S314H,,All Inpatients,d,4,,3340,11364,3.40239520958084,,1777,14771,8.31232414181204,
28213,2020Q1,,S08000024,,S314H,,All Inpatients,d,4,,3018,11431,3.78760768721007,,1611,15700,9.74549968963377,
28214,2020Q2,,S08000024,,S314H,,All Inpatients,d,4,,2519,8248,3.27431520444621,,1210,9524,7.87107438016529,
28215,2020Q3,,S08000024,,S314H,,All Inpatients,d,4,,3152,10801,3.42671319796954,,1591,11196,7.03708359522313,
28216,2020Q4,,S08000024,,S314H,,All Inpatients,d,4,,3154,11360,3.60177552314521,,1621,12760,7.87168414558914,
28217,2021Q1,,S08000024,,S314H,,All Inpatients,d,4,,2873,10708,3.72711451444483,,1457,13497,9.26355525051476,
28218,2021Q2,p,S08000024,,S314H,,All Inpatients,d,4,,3299,11405,3.45710821461049,,1719,13108,7.62536358347877,
28219,2016Q2,,S08000024,,S314H,,All Inpatients,d,5,,4004,15080,3.76623376623377,,2399,21909,9.1325552313464,
28220,2016Q3,,S08000024,,S314H,,All Inpatients,d,5,,3933,15877,4.03686753114671,,2406,21503,8.93724023275145,
28221,2016Q4,,S08000024,,S314H,,All Inpatients,d,5,,4242,16828,3.96699669966997,,2519,23057,9.15323541087733,
28222,2017Q1,,S08000024,,S314H,,All Inpatients,d,5,,4321,17189,3.97801434853043,,2513,25892,10.3032232391564,
28223,2017Q2,,S08000024,,S314H,,All Inpatients,d,5,,4336,17010,3.9229704797048,,2587,25141,9.71820641669888,
28224,2017Q3,,S08000024,,S314H,,All Inpatients,d,5,,4426,15522,3.50700406687754,,2550,20497,8.03803921568627,
28225,2017Q4,,S08000024,,S314H,,All Inpatients,d,5,,4650,17598,3.78451612903226,,2651,24276,9.15729913240287,
28226,2018Q1,,S08000024,,S314H,,All Inpatients,d,5,,4392,16467,3.74931693989071,,2461,22835,9.27874847622918,
28227,2018Q2,,S08000024,,S314H,,All Inpatients,d,5,,4329,15901,3.67313467313467,,2539,23217,9.14415124064592,
28228,2018Q3,,S08000024,,S314H,,All Inpatients,d,5,,4321,16865,3.9030317056237,,2503,22375,8.93927287255294,
28229,2018Q4,,S08000024,,S314H,,All Inpatients,d,5,,4499,16922,3.76128028450767,,2570,23089,8.984046692607,
28230,2019Q1,,S08000024,,S314H,,All Inpatients,d,5,,4288,15614,3.64132462686567,,2490,23198,9.31646586345382,
28231,2019Q2,,S08000024,,S314H,,All Inpatients,d,5,,4305,16303,3.7869918699187,,2454,20656,8.41727791361043,
28232,2019Q3,,S08000024,,S314H,,All Inpatients,d,5,,4524,16000,3.53669319186561,,2473,21258,8.59603720177922,
28233,2019Q4,,S08000024,,S314H,,All Inpatients,d,5,,4469,16030,3.58693219959723,,2404,23656,9.84026622296173,
28234,2020Q1,,S08000024,,S314H,,All Inpatients,d,5,,4194,18100,4.31568907963758,,2235,23474,10.5029082774049,
28235,2020Q2,,S08000024,,S314H,,All Inpatients,d,5,,3403,12218,3.59036144578313,,1610,16241,10.0875776397516,
28236,2020Q3,,S08000024,,S314H,,All Inpatients,d,5,,4408,15320,3.47549909255898,,2318,17990,7.76100086281277,
28237,2020Q4,,S08000024,,S314H,,All Inpatients,d,5,,4215,15893,3.770581257414,,2208,20378,9.22916666666667,
28238,2021Q1,,S08000024,,S314H,,All Inpatients,d,5,,4216,16542,3.92362428842505,,2216,21327,9.62409747292419,
28239,2021Q2,p,S08000024,,S314H,,All Inpatients,d,5,,4495,16084,3.57819799777531,,2347,20567,8.76310183212612,
28240,2016Q2,,S08000024,,S314H,,All Inpatients,d, ,:,308,684,2.22077922077922,,218,703,3.22477064220183,
28241,2016Q3,,S08000024,,S314H,,All Inpatients,d, ,:,452,982,2.17256637168142,,316,1077,3.40822784810127,
28242,2016Q4,,S08000024,,S314H,,All Inpatients,d, ,:,291,656,2.25429553264605,,208,799,3.84134615384615,
28243,2017Q1,,S08000024,,S314H,,All Inpatients,d, ,:,309,762,2.46601941747573,,201,822,4.08955223880597,
29563,2020Q1,,S08000028,,S08000028,d,All Inpatients,d,5,,0,0, ,z,0,0, ,z
28244,2017Q2,,S08000024,,S314H,,All Inpatients,d, ,:,357,887,2.48459383753501,,262,1147,4.37786259541985,
28245,2017Q3,,S08000024,,S314H,,All Inpatients,d, ,:,479,1107,2.31106471816284,,335,1226,3.65970149253731,
28246,2017Q4,,S08000024,,S314H,,All Inpatients,d, ,:,323,687,2.12693498452012,,233,878,3.76824034334764,
28247,2018Q1,,S08000024,,S314H,,All Inpatients,d, ,:,219,461,2.10502283105023,,154,561,3.64285714285714,
28248,2018Q2,,S08000024,,S314H,,All Inpatients,d, ,:,324,770,2.37654320987654,,225,708,3.14666666666667,
28249,2018Q3,,S08000024,,S314H,,All Inpatients,d, ,:,471,1130,2.39915074309979,,300,1187,3.95666666666667,
28250,2018Q4,,S08000024,,S314H,,All Inpatients,d, ,:,352,1006,2.85795454545455,,223,1102,4.94170403587444,
28751,2018Q3,,S08000026,,Z102H,,All Inpatients,d,1,,5,8,1.6,,5,9,1.8,
28752,2018Q4,,S08000026,,Z102H,,All Inpatients,d,1,,0,5, ,z,0,5, ,z
28753,2019Q1,,S08000026,,Z102H,,All Inpatients,d,1,,5,18,3.6,,5,18,3.6,
28754,2019Q2,,S08000026,,Z102H,,All Inpatients,d,1,,5,10,2,,5,10,2,
28755,2019Q3,,S08000026,,Z102H,,All Inpatients,d,1,,5,0,0,,5,30,6,
28756,2019Q4,,S08000026,,Z102H,,All Inpatients,d,1,,5,15,3,,5,15,3,
28757,2020Q2,,S08000026,,Z102H,,All Inpatients,d,1,,0,8, ,z,0,8, ,z
28758,2020Q3,,S08000026,,Z102H,,All Inpatients,d,1,,5,5,1,,0,13, ,z
28759,2020Q4,,S08000026,,Z102H,,All Inpatients,d,1,,0,0, ,z,0,0, ,z
28760,2021Q1,,S08000026,,Z102H,,All Inpatients,d,1,,5,11,2.2,,5,22,4.4,
28761,2021Q2,p,S08000026,,Z102H,,All Inpatients,d,1,,0,0, ,z,0,0, ,z
28762,2016Q2,,S08000026,,Z102H,,All Inpatients,d,2,,42,136,3.23809523809524,,39,152,3.8974358974359,
28763,2016Q3,,S08000026,,Z102H,,All Inpatients,d,2,,32,41,1.28125,,29,56,1.93103448275862,
28764,2016Q4,,S08000026,,Z102H,,All Inpatients,d,2,,27,65,2.40740740740741,,26,78,3,
28765,2017Q1,,S08000026,,Z102H,,All Inpatients,d,2,,47,174,3.70212765957447,,40,125,3.125,
28766,2017Q2,,S08000026,,Z102H,,All Inpatients,d,2,,65,347,5.33846153846154,,60,289,4.81666666666667,
28767,2017Q3,,S08000026,,Z102H,,All Inpatients,d,2,,73,342,4.68493150684932,,69,520,7.53623188405797,
28768,2017Q4,,S08000026,,Z102H,,All Inpatients,d,2,,49,179,3.6530612244898,,48,184,3.83333333333333,
28769,2018Q1,,S08000026,,Z102H,,All Inpatients,d,2,,49,222,4.53061224489796,,43,265,6.16279069767442,
28770,2018Q2,,S08000026,,Z102H,,All Inpatients,d,2,,52,269,5.17307692307692,,46,356,7.73913043478261,
28771,2018Q3,,S08000026,,Z102H,,All Inpatients,d,2,,67,156,2.32835820895522,,64,184,2.875,
28772,2018Q4,,S08000026,,Z102H,,All Inpatients,d,2,,66,190,2.87878787878788,,64,189,2.953125,
28255,2020Q1,,S08000024,,S314H,,All Inpatients,d, ,:,232,579,2.49568965517241,,141,1077,7.63829787234043,
28256,2020Q2,,S08000024,,S314H,,All Inpatients,d, ,:,164,425,2.59146341463415,,120,422,3.51666666666667,
28257,2020Q3,,S08000024,,S314H,,All Inpatients,d, ,:,254,412,1.62204724409449,,176,377,2.14204545454545,
28258,2020Q4,,S08000024,,S314H,,All Inpatients,d, ,:,175,425,2.42857142857143,,115,359,3.12173913043478,
28259,2021Q1,,S08000024,,S314H,,All Inpatients,d, ,:,154,499,3.24025974025974,,96,603,6.28125,
28260,2021Q2,p,S08000024,,S314H,,All Inpatients,d, ,:,220,400,1.81818181818182,,136,556,4.08823529411765,
28261,2016Q2,,S08000024,,S308H,,All Inpatients,d,1,,1048,4102,3.91412213740458,,775,3903,5.03612903225806,
28262,2016Q3,,S08000024,,S308H,,All Inpatients,d,1,,1036,4300,4.15057915057915,,762,3964,5.20209973753281,
28263,2016Q4,,S08000024,,S308H,,All Inpatients,d,1,,1116,4453,3.99014336917563,,809,4381,5.41532756489493,
28264,2017Q1,,S08000024,,S308H,,All Inpatients,d,1,,1124,3865,3.43861209964413,,803,3720,4.63262764632628,
28265,2017Q2,,S08000024,,S308H,,All Inpatients,d,1,,1057,4160,3.9356669820246,,763,4904,6.42726081258191,
28266,2017Q3,,S08000024,,S308H,,All Inpatients,d,1,,1068,4308,4.03370786516854,,768,4182,5.4453125,
28267,2017Q4,,S08000024,,S308H,,All Inpatients,d,1,,1078,4559,4.2291280148423,,730,4419,6.05342465753425,
28268,2018Q1,,S08000024,,S308H,,All Inpatients,d,1,,1076,4337,4.03066914498141,,724,4061,5.60911602209945,
28269,2018Q2,,S08000024,,S308H,,All Inpatients,d,1,,1046,4657,4.45219885277247,,728,3778,5.18956043956044,
28270,2018Q3,,S08000024,,S308H,,All Inpatients,d,1,,985,3456,3.50862944162437,,698,3641,5.2163323782235,
28271,2018Q4,,S08000024,,S308H,,All Inpatients,d,1,,1084,4041,3.72785977859779,,750,4276,5.70133333333333,
28272,2019Q1,,S08000024,,S308H,,All Inpatients,d,1,,1119,4293,3.83646112600536,,776,3992,5.14432989690722,
28273,2019Q2,,S08000024,,S308H,,All Inpatients,d,1,,1074,3555,3.31005586592179,,815,3934,4.82699386503067,
28274,2019Q3,,S08000024,,S308H,,All Inpatients,d,1,,1050,4053,3.86,,748,3971,5.30882352941176,
28275,2019Q4,,S08000024,,S308H,,All Inpatients,d,1,,1124,3719,3.30871886120996,,819,3831,4.67765567765568,
28276,2020Q1,,S08000024,,S308H,,All Inpatients,d,1,,1033,4200,4.06582768635044,,707,3619,5.11881188118812,
28277,2020Q2,,S08000024,,S308H,,All Inpatients,d,1,,962,2539,2.63929313929314,,578,2659,4.60034602076125,
28278,2020Q3,,S08000024,,S308H,,All Inpatients,d,1,,1219,3415,2.80147662018048,,756,3805,5.03306878306878,
28279,2020Q4,,S08000024,,S308H,,All Inpatients,d,1,,1105,3419,3.09411764705882,,697,3499,5.02008608321377,
28280,2021Q1,,S08000024,,S308H,,All Inpatients,d,1,,1145,3425,2.99126637554585,,715,3521,4.92447552447552,
28281,2021Q2,p,S08000024,,S308H,,All Inpatients,d,1,,1245,3769,3.02730923694779,,794,3783,4.76448362720403,
28282,2016Q2,,S08000024,,S308H,,All Inpatients,d,2,,1497,7152,4.77755511022044,,1081,6830,6.31822386679001,
28283,2016Q3,,S08000024,,S308H,,All Inpatients,d,2,,1481,6930,4.67927076299797,,1066,6613,6.20356472795497,
28284,2016Q4,,S08000024,,S308H,,All Inpatients,d,2,,1565,7123,4.55143769968051,,1089,6713,6.1643709825528,
28285,2017Q1,,S08000024,,S308H,,All Inpatients,d,2,,1714,7541,4.39964994165694,,1170,7113,6.07948717948718,
28286,2017Q2,,S08000024,,S308H,,All Inpatients,d,2,,1747,7340,4.20148826559817,,1214,6983,5.75205930807249,
28287,2017Q3,,S08000024,,S308H,,All Inpatients,d,2,,1653,7170,4.33756805807622,,1158,7301,6.30483592400691,
28288,2017Q4,,S08000024,,S308H,,All Inpatients,d,2,,1709,7809,4.56933879461674,,1154,7788,6.74870017331023,
28289,2018Q1,,S08000024,,S308H,,All Inpatients,d,2,,1810,8354,4.61546961325967,,1170,7946,6.79145299145299,
28290,2018Q2,,S08000024,,S308H,,All Inpatients,d,2,,1653,6826,4.12946158499698,,1111,6162,5.54635463546355,
28291,2018Q3,,S08000024,,S308H,,All Inpatients,d,2,,1674,7291,4.35543608124253,,1150,6591,5.73130434782609,
28292,2018Q4,,S08000024,,S308H,,All Inpatients,d,2,,1836,7136,3.88671023965142,,1291,7007,5.4275755228505,
28293,2019Q1,,S08000024,,S308H,,All Inpatients,d,2,,1816,7184,3.95594713656388,,1283,6746,5.25798908807483,
28294,2019Q2,,S08000024,,S308H,,All Inpatients,d,2,,1908,6826,3.57756813417191,,1339,6885,5.14189693801344,
28295,2019Q3,,S08000024,,S308H,,All Inpatients,d,2,,1760,7106,4.0375,,1239,6446,5.20258272800646,
28296,2019Q4,,S08000024,,S308H,,All Inpatients,d,2,,1955,7684,3.9304347826087,,1366,7374,5.39824304538799,
28297,2020Q1,,S08000024,,S308H,,All Inpatients,d,2,,1891,8560,4.52670544685352,,1227,8213,6.69356153219234,
28298,2020Q2,,S08000024,,S308H,,All Inpatients,d,2,,1592,4355,2.7355527638191,,929,4868,5.24004305705059,
28299,2020Q3,,S08000024,,S308H,,All Inpatients,d,2,,2020,6000,2.97029702970297,,1173,5940,5.06393861892583,
28300,2020Q4,,S08000024,,S308H,,All Inpatients,d,2,,1835,6708,3.65558583106267,,1076,6381,5.93029739776952,
28301,2021Q1,,S08000024,,S308H,,All Inpatients,d,2,,1848,6409,3.46807359307359,,1174,6430,5.47700170357751,
28302,2021Q2,p,S08000024,,S308H,,All Inpatients,d,2,,2102,5541,2.6360608943863,,1337,5916,4.42483171278983,
28303,2016Q2,,S08000024,,S308H,,All Inpatients,d,3,,1146,5533,4.82809773123909,,795,5341,6.71823899371069,
28304,2016Q3,,S08000024,,S308H,,All Inpatients,d,3,,1087,5140,4.72861085556578,,781,5313,6.80281690140845,
28305,2016Q4,,S08000024,,S308H,,All Inpatients,d,3,,1092,5100,4.67032967032967,,767,5029,6.55671447196871,
28306,2017Q1,,S08000024,,S308H,,All Inpatients,d,3,,1138,5494,4.82776801405975,,781,4899,6.27272727272727,
28307,2017Q2,,S08000024,,S308H,,All Inpatients,d,3,,1076,4398,4.08736059479554,,772,4656,6.03108808290155,
28308,2017Q3,,S08000024,,S308H,,All Inpatients,d,3,,1047,4076,3.89302769818529,,763,3864,5.06422018348624,
28309,2017Q4,,S08000024,,S308H,,All Inpatients,d,3,,1225,5184,4.23183673469388,,813,5223,6.42435424354244,
28310,2018Q1,,S08000024,,S308H,,All Inpatients,d,3,,1226,5066,4.13213703099511,,794,4492,5.65743073047859,
28311,2018Q2,,S08000024,,S308H,,All Inpatients,d,3,,1198,5534,4.61936560934891,,783,4784,6.10983397190294,
28312,2018Q3,,S08000024,,S308H,,All Inpatients,d,3,,1194,5453,4.56700167504188,,820,5303,6.46707317073171,
28313,2018Q4,,S08000024,,S308H,,All Inpatients,d,3,,1206,5195,4.30762852404643,,870,5205,5.98275862068965,
28314,2019Q1,,S08000024,,S308H,,All Inpatients,d,3,,1132,4386,3.87455830388693,,831,4107,4.94223826714801,
28315,2019Q2,,S08000024,,S308H,,All Inpatients,d,3,,1263,4497,3.56057007125891,,887,4219,4.7564825253664,
28316,2019Q3,,S08000024,,S308H,,All Inpatients,d,3,,1248,4827,3.86778846153846,,888,4789,5.39301801801802,
28317,2019Q4,,S08000024,,S308H,,All Inpatients,d,3,,1243,4516,3.6331456154465,,895,4315,4.82122905027933,
28318,2020Q1,,S08000024,,S308H,,All Inpatients,d,3,,1277,5854,4.58418167580266,,863,5753,6.66628041714948,
28319,2020Q2,,S08000024,,S308H,,All Inpatients,d,3,,1062,2826,2.66101694915254,,612,2987,4.88071895424837,
28320,2020Q3,,S08000024,,S308H,,All Inpatients,d,3,,1292,3793,2.93575851393189,,767,3691,4.8122555410691,
28321,2020Q4,,S08000024,,S308H,,All Inpatients,d,3,,1104,3702,3.35326086956522,,680,3761,5.53088235294118,
28322,2021Q1,,S08000024,,S308H,,All Inpatients,d,3,,1222,3830,3.1342062193126,,786,3853,4.90203562340967,
28323,2021Q2,p,S08000024,,S308H,,All Inpatients,d,3,,1364,3948,2.89442815249267,,856,4114,4.80607476635514,
28324,2016Q2,,S08000024,,S308H,,All Inpatients,d,4,,697,2412,3.46054519368723,,550,2368,4.30545454545455,
28325,2016Q3,,S08000024,,S308H,,All Inpatients,d,4,,771,2950,3.82619974059663,,587,3019,5.14310051107325,
28326,2016Q4,,S08000024,,S308H,,All Inpatients,d,4,,708,2913,4.11440677966102,,534,2665,4.99063670411985,
28327,2017Q1,,S08000024,,S308H,,All Inpatients,d,4,,844,3913,4.63625592417062,,622,3190,5.12861736334405,
28328,2017Q2,,S08000024,,S308H,,All Inpatients,d,4,,869,3213,3.69735327963176,,631,2970,4.7068145800317,
28329,2017Q3,,S08000024,,S308H,,All Inpatients,d,4,,810,3054,3.77037037037037,,582,3252,5.58762886597938,
28330,2017Q4,,S08000024,,S308H,,All Inpatients,d,4,,786,3179,4.04452926208651,,559,2848,5.09481216457961,
28331,2018Q1,,S08000024,,S308H,,All Inpatients,d,4,,883,3293,3.72933182332956,,614,2996,4.87947882736156,
28332,2018Q2,,S08000024,,S308H,,All Inpatients,d,4,,814,3173,3.8980343980344,,607,3282,5.40691927512356,
28333,2018Q3,,S08000024,,S308H,,All Inpatients,d,4,,832,3013,3.62139423076923,,601,2972,4.9450915141431,
28334,2018Q4,,S08000024,,S308H,,All Inpatients,d,4,,891,4086,4.58585858585859,,664,3281,4.94126506024096,
28335,2019Q1,,S08000024,,S308H,,All Inpatients,d,4,,904,3569,3.94800884955752,,653,3757,5.75344563552833,
28336,2019Q2,,S08000024,,S308H,,All Inpatients,d,4,,970,3488,3.59587628865979,,692,3332,4.8150289017341,
28337,2019Q3,,S08000024,,S308H,,All Inpatients,d,4,,1052,4009,3.81083650190114,,764,3914,5.12303664921466,
28338,2019Q4,,S08000024,,S308H,,All Inpatients,d,4,,1032,4187,4.05717054263566,,734,4425,6.02861035422343,
28339,2020Q1,,S08000024,,S308H,,All Inpatients,d,4,,965,4234,4.38756476683938,,671,3619,5.39344262295082,
28340,2020Q2,,S08000024,,S308H,,All Inpatients,d,4,,782,2074,2.65217391304348,,481,2395,4.97920997920998,
28341,2020Q3,,S08000024,,S308H,,All Inpatients,d,4,,989,2421,2.4479271991911,,612,2372,3.87581699346405,
28342,2020Q4,,S08000024,,S308H,,All Inpatients,d,4,,854,2601,3.04566744730679,,547,2291,4.18829981718464,
28343,2021Q1,,S08000024,,S308H,,All Inpatients,d,4,,970,3240,3.34020618556701,,616,2909,4.7224025974026,
28344,2021Q2,p,S08000024,,S308H,,All Inpatients,d,4,,948,2476,2.61181434599156,,644,2680,4.16149068322981,
28345,2016Q2,,S08000024,,S308H,,All Inpatients,d,5,,713,2652,3.7194950911641,,560,2597,4.6375,
28346,2016Q3,,S08000024,,S308H,,All Inpatients,d,5,,779,2814,3.61232349165597,,597,2595,4.34673366834171,
28347,2016Q4,,S08000024,,S308H,,All Inpatients,d,5,,866,3361,3.8810623556582,,656,2918,4.44817073170732,
28348,2017Q1,,S08000024,,S308H,,All Inpatients,d,5,,708,2626,3.7090395480226,,562,2956,5.25978647686833,
28349,2017Q2,,S08000024,,S308H,,All Inpatients,d,5,,758,2839,3.74538258575198,,598,2453,4.10200668896321,
28350,2017Q3,,S08000024,,S308H,,All Inpatients,d,5,,793,2454,3.09457755359395,,615,2365,3.84552845528455,
28351,2017Q4,,S08000024,,S308H,,All Inpatients,d,5,,813,2638,3.24477244772448,,645,3123,4.84186046511628,
28352,2018Q1,,S08000024,,S308H,,All Inpatients,d,5,,851,2873,3.37602820211516,,620,2810,4.53225806451613,
28353,2018Q2,,S08000024,,S308H,,All Inpatients,d,5,,848,3357,3.95872641509434,,626,2854,4.5591054313099,
28354,2018Q3,,S08000024,,S308H,,All Inpatients,d,5,,805,2919,3.62608695652174,,605,2759,4.5603305785124,
28355,2018Q4,,S08000024,,S308H,,All Inpatients,d,5,,918,3038,3.30936819172113,,689,3134,4.54862119013062,
28356,2019Q1,,S08000024,,S308H,,All Inpatients,d,5,,848,3085,3.63797169811321,,627,3016,4.81020733652313,
28357,2019Q2,,S08000024,,S308H,,All Inpatients,d,5,,942,2787,2.95859872611465,,737,2770,3.7584803256445,
28358,2019Q3,,S08000024,,S308H,,All Inpatients,d,5,,933,2822,3.02465166130761,,697,2735,3.92395982783357,
28359,2019Q4,,S08000024,,S308H,,All Inpatients,d,5,,892,3386,3.79596412556054,,695,3044,4.37985611510791,
28360,2020Q1,,S08000024,,S308H,,All Inpatients,d,5,,866,2927,3.37990762124711,,628,3170,5.04777070063694,
28361,2020Q2,,S08000024,,S308H,,All Inpatients,d,5,,663,1599,2.41176470588235,,431,1465,3.39907192575406,
28362,2020Q3,,S08000024,,S308H,,All Inpatients,d,5,,841,2456,2.92033293697979,,554,2384,4.30324909747292,
28363,2020Q4,,S08000024,,S308H,,All Inpatients,d,5,,793,2340,2.95081967213115,,521,2158,4.14203454894434,
28364,2021Q1,,S08000024,,S308H,,All Inpatients,d,5,,777,2372,3.05276705276705,,533,2567,4.81613508442777,
28365,2021Q2,p,S08000024,,S308H,,All Inpatients,d,5,,817,2385,2.91921664626683,,572,2357,4.12062937062937,
28366,2016Q2,,S08000024,,S308H,,All Inpatients,d, ,:,55,148,2.69090909090909,,43,165,3.83720930232558,
28367,2016Q3,,S08000024,,S308H,,All Inpatients,d, ,:,48,69,1.4375,,41,92,2.24390243902439,
28368,2016Q4,,S08000024,,S308H,,All Inpatients,d, ,:,26,70,2.69230769230769,,26,77,2.96153846153846,
28369,2017Q1,,S08000024,,S308H,,All Inpatients,d, ,:,38,91,2.39473684210526,,29,79,2.72413793103448,
28370,2017Q2,,S08000024,,S308H,,All Inpatients,d, ,:,36,119,3.30555555555556,,31,77,2.48387096774194,
28371,2017Q3,,S08000024,,S308H,,All Inpatients,d, ,:,50,90,1.8,,43,96,2.23255813953488,
28372,2017Q4,,S08000024,,S308H,,All Inpatients,d, ,:,49,148,3.02040816326531,,41,140,3.41463414634146,
28373,2018Q1,,S08000024,,S308H,,All Inpatients,d, ,:,35,100,2.85714285714286,,30,101,3.36666666666667,
28374,2018Q2,,S08000024,,S308H,,All Inpatients,d, ,:,38,93,2.44736842105263,,31,81,2.61290322580645,
28375,2018Q3,,S08000024,,S308H,,All Inpatients,d, ,:,63,167,2.65079365079365,,50,134,2.68,
28376,2018Q4,,S08000024,,S308H,,All Inpatients,d, ,:,47,70,1.48936170212766,,40,97,2.425,
28377,2019Q1,,S08000024,,S308H,,All Inpatients,d, ,:,37,83,2.24324324324324,,31,85,2.74193548387097,
