id,quarter,quarter_qf,hb,hbqf,location,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,all_staffed_beds,all_staffed_beds_qf,total_occupied_beds,total_occupied_beds_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf
2574,2020Q2,,S08000016,,S08000016,d,A8,,Endocrinology & Diabetes,,2,,2,,0.02197802197802198,,0.02197802197802198,,100,
2575,2020Q3,,S08000016,,B120H,,A8,,Endocrinology & Diabetes,,28,,28,,0.30434782608695654,,0.30434782608695654,,100,
2576,2020Q3,,S08000016,,S08000016,d,A8,,Endocrinology & Diabetes,,28,,28,,0.30434782608695654,,0.30434782608695654,,100,
2577,2020Q4,,S08000016,,B120H,,A8,,Endocrinology & Diabetes,,11,,11,,0.11956521739130437,,0.11956521739130437,,100,
2578,2020Q4,,S08000016,,S08000016,d,A8,,Endocrinology & Diabetes,,11,,11,,0.11956521739130437,,0.11956521739130437,,100,
2579,2021Q1,,S08000016,,B120H,,A8,,Endocrinology & Diabetes,,14,,14,,0.15555555555555556,,0.15555555555555556,,100,
2580,2021Q1,,S08000016,,S08000016,d,A8,,Endocrinology & Diabetes,,14,,14,,0.15555555555555556,,0.15555555555555556,,100,
2581,2021Q2,p,S08000016,,B120H,,A8,,Endocrinology & Diabetes,,3,,3,,0.03296703296703297,,0.03296703296703297,,100,
2582,2021Q2,p,S08000016,,S08000016,d,A8,,Endocrinology & Diabetes,,3,,3,,0.03296703296703297,,0.03296703296703297,,100,
2583,2016Q2,,S08000016,,B120H,,A9,,Gastroenterology,,36,,36,,0.3956043956043956,,0.3956043956043956,,100,
2584,2016Q2,,S08000016,,S08000016,d,A9,,Gastroenterology,,36,,36,,0.3956043956043956,,0.3956043956043956,,100,
2585,2016Q3,,S08000016,,B120H,,A9,,Gastroenterology,,23,,23,,0.25,,0.25,,100,
2586,2016Q3,,S08000016,,S08000016,d,A9,,Gastroenterology,,23,,23,,0.25,,0.25,,100,
2587,2016Q4,,S08000016,,B120H,,A9,,Gastroenterology,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2588,2016Q4,,S08000016,,S08000016,d,A9,,Gastroenterology,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2589,2017Q1,,S08000016,,B120H,,A9,,Gastroenterology,,6,,6,,0.06666666666666667,,0.06666666666666667,,100,
2590,2017Q1,,S08000016,,S08000016,d,A9,,Gastroenterology,,6,,6,,0.06666666666666667,,0.06666666666666667,,100,
2591,2017Q2,,S08000016,,B120H,,A9,,Gastroenterology,,4,,4,,0.04395604395604396,,0.04395604395604396,,100,
2592,2017Q2,,S08000016,,S08000016,d,A9,,Gastroenterology,,4,,4,,0.04395604395604396,,0.04395604395604396,,100,
2593,2017Q3,,S08000016,,B120H,,A9,,Gastroenterology,,4,,4,,0.04347826086956521,,0.04347826086956521,,100,
2594,2017Q3,,S08000016,,S08000016,d,A9,,Gastroenterology,,4,,4,,0.04347826086956521,,0.04347826086956521,,100,
2595,2017Q4,,S08000016,,B120H,,A9,,Gastroenterology,,20,,20,,0.21739130434782608,,0.21739130434782608,,100,
2596,2017Q4,,S08000016,,S08000016,d,A9,,Gastroenterology,,20,,20,,0.21739130434782608,,0.21739130434782608,,100,
2597,2018Q1,,S08000016,,B120H,,A9,,Gastroenterology,,43,,43,,0.4777777777777778,,0.4777777777777778,,100,
2598,2018Q1,,S08000016,,S08000016,d,A9,,Gastroenterology,,43,,43,,0.4777777777777778,,0.4777777777777778,,100,
2599,2018Q2,,S08000016,,B120H,,A9,,Gastroenterology,,14,,14,,0.15384615384615383,,0.15384615384615383,,100,
2600,2018Q2,,S08000016,,S08000016,d,A9,,Gastroenterology,,14,,14,,0.15384615384615383,,0.15384615384615383,,100,
2601,2018Q3,,S08000016,,B120H,,A9,,Gastroenterology,,18,,18,,0.1956521739130435,,0.1956521739130435,,100,
2602,2018Q3,,S08000016,,S08000016,d,A9,,Gastroenterology,,18,,18,,0.1956521739130435,,0.1956521739130435,,100,
2603,2018Q4,,S08000016,,B120H,,A9,,Gastroenterology,,7,,7,,0.07608695652173914,,0.07608695652173914,,100,
2604,2018Q4,,S08000016,,S08000016,d,A9,,Gastroenterology,,7,,7,,0.07608695652173914,,0.07608695652173914,,100,
2605,2019Q1,,S08000016,,B120H,,A9,,Gastroenterology,,5,,5,,0.05555555555555555,,0.05555555555555555,,100,
2606,2019Q1,,S08000016,,S08000016,d,A9,,Gastroenterology,,5,,5,,0.05555555555555555,,0.05555555555555555,,100,
2607,2019Q2,,S08000016,,B120H,,A9,,Gastroenterology,,15,,15,,0.16483516483516483,,0.16483516483516483,,100,
2608,2019Q2,,S08000016,,S08000016,d,A9,,Gastroenterology,,15,,15,,0.16483516483516483,,0.16483516483516483,,100,
2609,2019Q3,,S08000016,,B120H,,A9,,Gastroenterology,,37,,37,,0.4021739130434782,,0.4021739130434782,,100,
2610,2019Q3,,S08000016,,S08000016,d,A9,,Gastroenterology,,37,,37,,0.4021739130434782,,0.4021739130434782,,100,
2611,2019Q4,,S08000016,,B120H,,A9,,Gastroenterology,,17,,17,,0.18478260869565216,,0.18478260869565216,,100,
2612,2019Q4,,S08000016,,S08000016,d,A9,,Gastroenterology,,17,,17,,0.18478260869565216,,0.18478260869565216,,100,
2613,2020Q1,,S08000016,,B120H,,A9,,Gastroenterology,,6,,6,,0.06593406593406594,,0.06593406593406594,,100,
2614,2020Q1,,S08000016,,S08000016,d,A9,,Gastroenterology,,6,,6,,0.06593406593406594,,0.06593406593406594,,100,
2615,2020Q2,,S08000016,,B120H,,A9,,Gastroenterology,,9,,9,,0.0989010989010989,,0.0989010989010989,,100,
2616,2020Q2,,S08000016,,S08000016,d,A9,,Gastroenterology,,9,,9,,0.0989010989010989,,0.0989010989010989,,100,
2617,2020Q3,,S08000016,,B120H,,A9,,Gastroenterology,,50,,50,,0.5434782608695652,,0.5434782608695652,,100,
2618,2020Q3,,S08000016,,S08000016,d,A9,,Gastroenterology,,50,,50,,0.5434782608695652,,0.5434782608695652,,100,
2619,2020Q4,,S08000016,,B120H,,A9,,Gastroenterology,,80,,80,,0.8695652173913043,,0.8695652173913043,,100,
2620,2020Q4,,S08000016,,S08000016,d,A9,,Gastroenterology,,80,,80,,0.8695652173913043,,0.8695652173913043,,100,
2621,2021Q1,,S08000016,,B120H,,A9,,Gastroenterology,,13,,13,,0.14444444444444443,,0.14444444444444443,,100,
2622,2021Q1,,S08000016,,S08000016,d,A9,,Gastroenterology,,13,,13,,0.14444444444444443,,0.14444444444444443,,100,
2623,2021Q2,p,S08000016,,B120H,,A9,,Gastroenterology,,29,,29,,0.31868131868131866,,0.31868131868131866,,100,
2624,2021Q2,p,S08000016,,S08000016,d,A9,,Gastroenterology,,29,,29,,0.31868131868131866,,0.31868131868131866,,100,
2625,2016Q2,,S08000016,,B120H,,A1,,General Medicine,,10749,,9875,,118.12087912087912,,108.51648351648352,,91.86901107079728,
2626,2016Q2,,S08000016,,S08000016,d,A1,,General Medicine,,10749,,9875,,118.12087912087912,,108.51648351648352,,91.86901107079728,
2627,2016Q3,,S08000016,,B120H,,A1,,General Medicine,,9910,,8533,,107.71739130434784,,92.75,,86.10494450050454,
2628,2016Q3,,S08000016,,S08000016,d,A1,,General Medicine,,9910,,8533,,107.71739130434784,,92.75,,86.10494450050454,
2629,2016Q4,,S08000016,,B120H,,A1,,General Medicine,,9672,,8931,,105.1304347826087,,97.07608695652172,,92.33870967741936,
2630,2016Q4,,S08000016,,S08000016,d,A1,,General Medicine,,9672,,8931,,105.1304347826087,,97.07608695652172,,92.33870967741936,
2631,2017Q1,,S08000016,,B120H,,A1,,General Medicine,,8642,,8368,,96.02222222222224,,92.97777777777776,,96.8294376301782,
2632,2017Q1,,S08000016,,S08000016,d,A1,,General Medicine,,8642,,8368,,96.02222222222224,,92.97777777777776,,96.8294376301782,
2633,2017Q2,,S08000016,,B120H,,A1,,General Medicine,,7779,,7090,,85.48351648351648,,77.91208791208791,,91.14282041393496,
2634,2017Q2,,S08000016,,S08000016,d,A1,,General Medicine,,7779,,7090,,85.48351648351648,,77.91208791208791,,91.14282041393496,
2635,2017Q3,,S08000016,,B120H,,A1,,General Medicine,,7927,,7020,,86.16304347826087,,76.30434782608695,,88.55809259492872,
2636,2017Q3,,S08000016,,S08000016,d,A1,,General Medicine,,7927,,7020,,86.16304347826087,,76.30434782608695,,88.55809259492872,
2637,2017Q4,,S08000016,,B120H,,A1,,General Medicine,,8437,,8056,,91.70652173913044,,87.56521739130434,,95.48417684010904,
2638,2017Q4,,S08000016,,S08000016,d,A1,,General Medicine,,8437,,8056,,91.70652173913044,,87.56521739130434,,95.48417684010904,
2639,2018Q1,,S08000016,,B120H,,A1,,General Medicine,,9597,,9371,,106.63333333333334,,104.12222222222222,,97.64509742627904,
2640,2018Q1,,S08000016,,S08000016,d,A1,,General Medicine,,9597,,9371,,106.63333333333334,,104.12222222222222,,97.64509742627904,
2641,2018Q2,,S08000016,,B120H,,A1,,General Medicine,,8586,,8161,,94.35164835164836,,89.68131868131869,,95.05008152806896,
2824,2020Q1,,S08000016,,S08000016,d,F2,,Gynaecology,,129,,129,,1.4175824175824177,,1.4175824175824177,,100,
2642,2018Q2,,S08000016,,S08000016,d,A1,,General Medicine,,8586,,8161,,94.35164835164836,,89.68131868131869,,95.05008152806896,
2643,2018Q3,,S08000016,,B120H,,A1,,General Medicine,,8197,,7386,,89.09782608695652,,80.28260869565217,,90.1061363913627,
2644,2018Q3,,S08000016,,S08000016,d,A1,,General Medicine,,8197,,7386,,89.09782608695652,,80.28260869565217,,90.1061363913627,
2645,2018Q4,,S08000016,,B120H,,A1,,General Medicine,,7644,,7107,,83.08695652173913,,77.25,,92.97488226059654,
2646,2018Q4,,S08000016,,S08000016,d,A1,,General Medicine,,7644,,7107,,83.08695652173913,,77.25,,92.97488226059654,
2647,2019Q1,,S08000016,,B120H,,A1,,General Medicine,,8715,,7844,,96.83333333333331,,87.15555555555555,,90.0057372346529,
2648,2019Q1,,S08000016,,S08000016,d,A1,,General Medicine,,8715,,7844,,96.83333333333331,,87.15555555555555,,90.0057372346529,
2649,2019Q2,,S08000016,,B120H,,A1,,General Medicine,,7687,,6278,,84.47252747252747,,68.98901098901099,,81.67035254325485,
2650,2019Q2,,S08000016,,S08000016,d,A1,,General Medicine,,7687,,6278,,84.47252747252747,,68.98901098901099,,81.67035254325485,
2651,2019Q3,,S08000016,,B120H,,A1,,General Medicine,,7713,,6705,,83.83695652173913,,72.8804347826087,,86.9311551925321,
2652,2019Q3,,S08000016,,S08000016,d,A1,,General Medicine,,7713,,6705,,83.83695652173913,,72.8804347826087,,86.9311551925321,
2653,2019Q4,,S08000016,,B120H,,A1,,General Medicine,,7621,,7120,,82.83695652173913,,77.3913043478261,,93.42605957223464,
2654,2019Q4,,S08000016,,S08000016,d,A1,,General Medicine,,7621,,7120,,82.83695652173913,,77.3913043478261,,93.42605957223464,
2655,2020Q1,,S08000016,,B120H,,A1,,General Medicine,,8090,,6586,,88.9010989010989,,72.37362637362638,,81.40914709517924,
2656,2020Q1,,S08000016,,S08000016,d,A1,,General Medicine,,8090,,6586,,88.9010989010989,,72.37362637362638,,81.40914709517924,
2657,2020Q2,,S08000016,,B120H,,A1,,General Medicine,,10280,,6363,,112.96703296703296,,69.92307692307692,,61.89688715953308,
2658,2020Q2,,S08000016,,S08000016,d,A1,,General Medicine,,10280,,6363,,112.96703296703296,,69.92307692307692,,61.89688715953308,
2659,2020Q3,,S08000016,,B120H,,A1,,General Medicine,,8127,,6774,,88.33695652173913,,73.6304347826087,,83.35179032853452,
2660,2020Q3,,S08000016,,S08000016,d,A1,,General Medicine,,8127,,6774,,88.33695652173913,,73.6304347826087,,83.35179032853452,
2661,2020Q4,,S08000016,,B120H,,A1,,General Medicine,,8085,,7220,,87.8804347826087,,78.47826086956522,,89.30117501546071,
2662,2020Q4,,S08000016,,S08000016,d,A1,,General Medicine,,8085,,7220,,87.8804347826087,,78.47826086956522,,89.30117501546071,
2663,2021Q1,,S08000016,,B120H,,A1,,General Medicine,,9893,,8633,,109.92222222222222,,95.92222222222222,,87.26372182351157,
2664,2021Q1,,S08000016,,S08000016,d,A1,,General Medicine,,9893,,8633,,109.92222222222222,,95.92222222222222,,87.26372182351157,
2665,2021Q2,p,S08000016,,B120H,,A1,,General Medicine,,7627,,7341,,83.81318681318682,,80.67032967032966,,96.2501638914383,
2666,2021Q2,p,S08000016,,S08000016,d,A1,,General Medicine,,7627,,7341,,83.81318681318682,,80.67032967032966,,96.2501638914383,
2667,2016Q2,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2498,,2121,,27.45054945054945,,23.307692307692307,,84.90792634107287,
2668,2016Q3,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,3005,,2415,,32.66304347826087,,26.25,,80.36605657237938,
2669,2016Q4,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,3161,,2234,,34.358695652173914,,24.282608695652176,,70.67383739323,
2670,2017Q1,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2726,,2288,,30.288888888888888,,25.42222222222222,,83.93250183418928,
2671,2017Q2,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2765,,2302,,30.384615384615383,,25.296703296703296,,83.25497287522604,
2672,2017Q3,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2766,,2192,,30.065217391304348,,23.82608695652174,,79.24801156905278,
2673,2017Q4,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2788,,2150,,30.304347826086957,,23.369565217391305,,77.11621233859397,
2674,2018Q1,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2657,,2018,,29.522222222222226,,22.42222222222222,,75.95031990967256,
2675,2018Q2,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2791,,1516,,30.67032967032967,,16.65934065934066,,54.317448943031174,
2676,2018Q3,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2852,,1871,,31,,20.33695652173913,,65.60308555399719,
2677,2018Q4,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2834,,2188,,30.804347826086957,,23.782608695652176,,77.20536344389556,
2678,2019Q1,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2772,,2073,,30.8,,23.033333333333335,,74.78354978354979,
2679,2019Q2,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2771,,1901,,30.45054945054945,,20.89010989010989,,68.60339227715626,
2680,2019Q3,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2681,,1888,,29.14130434782609,,20.52173913043478,,70.42148452070123,
2681,2019Q4,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2803,,1889,,30.467391304347824,,20.532608695652176,,67.39207991437746,
2682,2020Q1,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2538,,1765,,27.89010989010989,,19.39560439560439,,69.54294720252166,
2683,2020Q2,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2599,,1572,,28.56043956043956,,17.274725274725274,,60.484801846864165,
2684,2020Q3,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2649,,2022,,28.793478260869566,,21.97826086956522,,76.33069082672706,
2685,2020Q4,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2677,,1740,,29.097826086956523,,18.91304347826087,,64.99813223757937,
2686,2021Q1,,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2694,,1751,,29.933333333333337,,19.455555555555556,,64.99628804751299,
2687,2021Q2,p,S08000016,,S08000016,d,G1,,General Psychiatry (Mental Illness),,2649,,1755,,29.10989010989011,,19.285714285714285,,66.25141562853906,
2688,2016Q2,,S08000016,,B120H,,C1,,General Surgery,,2270,,2001,,24.945054945054945,,21.98901098901099,,88.14977973568283,
2689,2016Q2,,S08000016,,S08000016,d,C1,,General Surgery,,2270,,2001,,24.945054945054945,,21.98901098901099,,88.14977973568283,
2690,2016Q3,,S08000016,,B120H,,C1,,General Surgery,,2442,,2144,,26.543478260869566,,23.304347826086957,,87.79688779688779,
2691,2016Q3,,S08000016,,S08000016,d,C1,,General Surgery,,2442,,2144,,26.543478260869566,,23.304347826086957,,87.79688779688779,
2692,2016Q4,,S08000016,,B120H,,C1,,General Surgery,,2191,,1958,,23.815217391304348,,21.282608695652176,,89.36558649018713,
2693,2016Q4,,S08000016,,S08000016,d,C1,,General Surgery,,2191,,1958,,23.815217391304348,,21.282608695652176,,89.36558649018713,
2694,2017Q1,,S08000016,,B120H,,C1,,General Surgery,,2086,,2071,,23.177777777777777,,23.011111111111113,,99.28092042186005,
2695,2017Q1,,S08000016,,S08000016,d,C1,,General Surgery,,2086,,2071,,23.177777777777777,,23.011111111111113,,99.28092042186005,
2696,2017Q2,,S08000016,,B120H,,C1,,General Surgery,,2394,,2351,,26.307692307692307,,25.835164835164836,,98.20384294068504,
2697,2017Q2,,S08000016,,S08000016,d,C1,,General Surgery,,2394,,2351,,26.307692307692307,,25.835164835164836,,98.20384294068504,
2698,2017Q3,,S08000016,,B120H,,C1,,General Surgery,,2048,,1988,,22.26086956521739,,21.60869565217391,,97.0703125,
2699,2017Q3,,S08000016,,S08000016,d,C1,,General Surgery,,2048,,1988,,22.26086956521739,,21.60869565217391,,97.0703125,
2700,2017Q4,,S08000016,,B120H,,C1,,General Surgery,,1807,,1807,,19.64130434782609,,19.64130434782609,,100,
2701,2017Q4,,S08000016,,S08000016,d,C1,,General Surgery,,1807,,1807,,19.64130434782609,,19.64130434782609,,100,
2702,2018Q1,,S08000016,,B120H,,C1,,General Surgery,,1850,,1841,,20.555555555555557,,20.455555555555556,,99.5135135135135,
2703,2018Q1,,S08000016,,S08000016,d,C1,,General Surgery,,1850,,1841,,20.555555555555557,,20.455555555555556,,99.5135135135135,
2704,2018Q2,,S08000016,,B120H,,C1,,General Surgery,,2061,,2014,,22.64835164835165,,22.13186813186813,,97.71955361475013,
2705,2018Q2,,S08000016,,S08000016,d,C1,,General Surgery,,2061,,2014,,22.64835164835165,,22.13186813186813,,97.71955361475013,
2706,2018Q3,,S08000016,,B120H,,C1,,General Surgery,,2252,,2252,,24.47826086956522,,24.47826086956522,,100,
2707,2018Q3,,S08000016,,S08000016,d,C1,,General Surgery,,2252,,2252,,24.47826086956522,,24.47826086956522,,100,
2708,2018Q4,,S08000016,,B120H,,C1,,General Surgery,,2078,,1940,,22.58695652173913,,21.08695652173913,,93.3589990375361,
2709,2018Q4,,S08000016,,S08000016,d,C1,,General Surgery,,2078,,1940,,22.58695652173913,,21.08695652173913,,93.3589990375361,
2710,2019Q1,,S08000016,,B120H,,C1,,General Surgery,,1971,,1949,,21.9,,21.655555555555555,,98.88381532217149,
2711,2019Q1,,S08000016,,S08000016,d,C1,,General Surgery,,1971,,1949,,21.9,,21.655555555555555,,98.88381532217149,
2712,2019Q2,,S08000016,,B120H,,C1,,General Surgery,,2011,,1922,,22.0989010989011,,21.12087912087912,,95.574341123819,
2713,2019Q2,,S08000016,,S08000016,d,C1,,General Surgery,,2011,,1922,,22.0989010989011,,21.12087912087912,,95.574341123819,
2714,2019Q3,,S08000016,,B120H,,C1,,General Surgery,,1919,,1836,,20.85869565217391,,19.956521739130434,,95.67483064095882,
2715,2019Q3,,S08000016,,S08000016,d,C1,,General Surgery,,1919,,1836,,20.85869565217391,,19.956521739130434,,95.67483064095882,
2716,2019Q4,,S08000016,,B120H,,C1,,General Surgery,,1754,,1674,,19.065217391304348,,18.195652173913043,,95.43899657924744,
2717,2019Q4,,S08000016,,S08000016,d,C1,,General Surgery,,1754,,1674,,19.065217391304348,,18.195652173913043,,95.43899657924744,
2718,2020Q1,,S08000016,,B120H,,C1,,General Surgery,,1748,,1671,,19.208791208791208,,18.36263736263736,,95.5949656750572,
2719,2020Q1,,S08000016,,S08000016,d,C1,,General Surgery,,1748,,1671,,19.208791208791208,,18.36263736263736,,95.5949656750572,
2720,2020Q2,,S08000016,,B120H,,C1,,General Surgery,,1763,,1387,,19.373626373626372,,15.24175824175824,,78.67271695972774,
2721,2020Q2,,S08000016,,S08000016,d,C1,,General Surgery,,1763,,1387,,19.373626373626372,,15.24175824175824,,78.67271695972774,
2722,2020Q3,,S08000016,,B120H,,C1,,General Surgery,,1973,,1564,,21.445652173913043,,17,,79.27014698428789,
2723,2020Q3,,S08000016,,S08000016,d,C1,,General Surgery,,1973,,1564,,21.445652173913043,,17,,79.27014698428789,
2724,2020Q4,,S08000016,,B120H,,C1,,General Surgery,,2364,,1821,,25.695652173913043,,19.793478260869566,,77.03045685279189,
2725,2020Q4,,S08000016,,S08000016,d,C1,,General Surgery,,2364,,1821,,25.695652173913043,,19.793478260869566,,77.03045685279189,
2726,2021Q1,,S08000016,,B120H,,C1,,General Surgery,,2119,,1642,,23.544444444444444,,18.244444444444444,,77.48938178386031,
2727,2021Q1,,S08000016,,S08000016,d,C1,,General Surgery,,2119,,1642,,23.544444444444444,,18.244444444444444,,77.48938178386031,
2728,2021Q2,p,S08000016,,B120H,,C1,,General Surgery,,2305,,1927,,25.32967032967033,,21.175824175824175,,83.60086767895879,
2729,2021Q2,p,S08000016,,S08000016,d,C1,,General Surgery,,2305,,1927,,25.32967032967033,,21.175824175824175,,83.60086767895879,
2730,2016Q2,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8007,,7651,,87.98901098901099,,84.07692307692308,,95.5538903459473,
2731,2016Q3,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8004,,6904,,87,,75.04347826086956,,86.25687156421789,
2732,2016Q4,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8010,,7693,,87.06521739130434,,83.6195652173913,,96.04244694132336,
2733,2017Q1,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8263,,7874,,91.81111111111112,,87.4888888888889,,95.29226673121144,
2734,2017Q2,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8494,,7896,,93.34065934065934,,86.76923076923077,,92.95973628443608,
2735,2017Q3,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8402,,7890,,91.32608695652172,,85.76086956521739,,93.90621280647466,
2736,2017Q4,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8502,,6806,,92.41304347826087,,73.97826086956522,,80.05175252881675,
2737,2018Q1,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8521,,6939,,94.67777777777778,,77.1,,81.43410397840628,
2738,2018Q2,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8398,,7024,,92.28571428571428,,77.18681318681318,,83.63896165753751,
2739,2018Q3,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8517,,7985,,92.57608695652172,,86.79347826086956,,93.7536691323236,
2740,2018Q4,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8464,,7532,,92,,81.8695652173913,,88.98865784499054,
2741,2019Q1,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8358,,6000,,92.86666666666666,,66.66666666666667,,71.78750897343863,
2742,2019Q2,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8372,,7401,,92,,81.32967032967034,,88.40181557572862,
2743,2019Q3,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8464,,7800,,92,,84.78260869565217,,92.15500945179583,
2744,2019Q4,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8464,,7760,,92,,84.34782608695652,,91.68241965973534,
2745,2020Q1,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8400,,7967,,92.3076923076923,,87.54945054945055,,94.8452380952381,
2746,2020Q2,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8372,,6094,,92,,66.96703296703296,,72.79025322503583,
2747,2020Q3,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8464,,7117,,92,,77.3586956521739,,84.08553875236294,
2748,2020Q4,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8464,,7580,,92,,82.3913043478261,,89.55576559546314,
2749,2021Q1,,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8280,,7203,,92,,80.03333333333333,,86.9927536231884,
2750,2021Q2,p,S08000016,,S08000016,d, ,z,Geriatric Medicine - long stay unit,,8392,,7319,,92.21978021978022,,80.42857142857143,,87.21401334604386,
2751,2016Q2,,S08000016,,B120H,, ,z,Geriatric Medicine - units other than long stay,,2656,,2642,,29.186813186813183,,29.032967032967033,,99.47289156626506,
2752,2016Q2,,S08000016,,S08000016,d, ,z,Geriatric Medicine - units other than long stay,,2656,,2642,,29.186813186813183,,29.032967032967033,,99.47289156626506,
2753,2016Q3,,S08000016,,B120H,, ,z,Geriatric Medicine - units other than long stay,,2982,,2975,,32.41304347826087,,32.33695652173913,,99.76525821596246,
2754,2016Q3,,S08000016,,S08000016,d, ,z,Geriatric Medicine - units other than long stay,,2982,,2975,,32.41304347826087,,32.33695652173913,,99.76525821596246,
2755,2016Q4,,S08000016,,B120H,, ,z,Geriatric Medicine - units other than long stay,,3405,,3399,,37.01086956521739,,36.94565217391305,,99.82378854625551,
2756,2016Q4,,S08000016,,S08000016,d, ,z,Geriatric Medicine - units other than long stay,,3405,,3399,,37.01086956521739,,36.94565217391305,,99.82378854625551,
2757,2017Q1,,S08000016,,B120H,, ,z,Geriatric Medicine - units other than long stay,,4687,,4668,,52.077777777777776,,51.86666666666667,,99.59462342649884,
2758,2017Q1,,S08000016,,S08000016,d, ,z,Geriatric Medicine - units other than long stay,,4687,,4668,,52.077777777777776,,51.86666666666667,,99.59462342649884,
2759,2017Q2,,S08000016,,B120H,, ,z,Geriatric Medicine - units other than long stay,,5144,,5130,,56.527472527472526,,56.37362637362637,,99.72783825816484,
2760,2017Q2,,S08000016,,S08000016,d, ,z,Geriatric Medicine - units other than long stay,,5144,,5130,,56.527472527472526,,56.37362637362637,,99.72783825816484,
2761,2017Q3,,S08000016,,B120H,, ,z,Geriatric Medicine - units other than long stay,,5033,,4975,,54.70652173913044,,54.07608695652174,,98.84760580170872,
2762,2017Q3,,S08000016,,S08000016,d, ,z,Geriatric Medicine - units other than long stay,,5033,,4975,,54.70652173913044,,54.07608695652174,,98.84760580170872,
2763,2017Q4,,S08000016,,B120H,, ,z,Geriatric Medicine - units other than long stay,,5072,,5021,,55.130434782608695,,54.57608695652174,,98.99447949526814,
2764,2017Q4,,S08000016,,S08000016,d, ,z,Geriatric Medicine - units other than long stay,,5072,,5021,,55.130434782608695,,54.57608695652174,,98.99447949526814,
2765,2018Q1,,S08000016,,B120H,, ,z,Geriatric Medicine - units other than long stay,,5115,,5074,,56.833333333333336,,56.37777777777778,,99.19843597262953,
2766,2018Q1,,S08000016,,S08000016,d, ,z,Geriatric Medicine - units other than long stay,,5115,,5074,,56.833333333333336,,56.37777777777778,,99.19843597262953,
2767,2018Q2,,S08000016,,B120H,, ,z,Geriatric Medicine - units other than long stay,,5035,,4981,,55.32967032967033,,54.73626373626374,,98.92750744786495,
2768,2018Q2,,S08000016,,S08000016,d, ,z,Geriatric Medicine - units other than long stay,,5035,,4981,,55.32967032967033,,54.73626373626374,,98.92750744786495,
2769,2018Q3,,S08000016,,B120H,, ,z,Geriatric Medicine - units other than long stay,,5194,,5124,,56.45652173913044,,55.69565217391305,,98.6522911051213,
2770,2018Q3,,S08000016,,S08000016,d, ,z,Geriatric Medicine - units other than long stay,,5194,,5124,,56.45652173913044,,55.69565217391305,,98.6522911051213,
