id,week_ending,hb,hbqf,admission_type,admission_type_qf,specialty,specialty_qf,number_admissions,average20182019,percent_variation
27173,20200517,S08000032,,Planned,,Cardiology,,5,1.5,233.3
27174,20200517,S08000032,,Planned,,Medical (excl. Cardiology & Cancer),,22,15,46.7
27175,20200517,S08000032,,Planned,,Medical (incl. Cardiology & Cancer),,27,16.5,63.6
27176,20200517,S08000032,,Planned,,Paediatrics (medical & surgical),,94,93,1.1
27177,20200517,S08000032,,Planned,,Paediatrics (medical),,94,91.5,2.7
27178,20200517,S08000032,,Planned,,Surgery,,7,126,-94.4
27179,20200517,S92000003,d,Planned,,All,d,1365,3763,-63.7
27180,20200517,S92000003,d,Planned,,Cancer,,89,129.5,-31.3
27181,20200517,S92000003,d,Planned,,Cardiology,,64,142.5,-55.1
27182,20200517,S92000003,d,Planned,,Community,,20,54.5,-63.3
27183,20200517,S92000003,d,Planned,,Gynaecology,,69,243,-71.6
27184,20200517,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,437,779.5,-43.9
27185,20200517,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,590,1051.5,-43.9
27186,20200517,S92000003,d,Planned,,Paediatrics (medical & surgical),,186,279,-33.3
27187,20200517,S92000003,d,Planned,,Paediatrics (medical),,170,230.5,-26.2
27188,20200517,S92000003,d,Planned,,Paediatrics (surgical),,16,48.5,-67
27189,20200517,S92000003,d,Planned,,Surgery,,496,2121,-76.6
27190,20200524,S08000015,,Planned,,All,d,27,89.5,-69.8
27191,20200524,S08000015,,Planned,,Medical (incl. Cardiology & Cancer),,6,10.5,-42.9
27192,20200524,S08000015,,Planned,,Surgery,,17,74,-77
27193,20200524,S08000016,,Planned,,All,d,21,38.5,-45.5
27194,20200524,S08000016,,Planned,,Community,,8,11,-27.3
27195,20200524,S08000016,,Planned,,Medical (excl. Cardiology & Cancer),,6,5.5,9.1
27196,20200524,S08000016,,Planned,,Medical (incl. Cardiology & Cancer),,6,7,-14.3
27197,20200524,S08000016,,Planned,,Surgery,,7,19,-63.2
27198,20200524,S08000017,,Planned,,All,d,45,112.5,-60
27199,20200524,S08000017,,Planned,,Medical (excl. Cardiology & Cancer),,27,23.5,14.9
27200,20200524,S08000017,,Planned,,Medical (incl. Cardiology & Cancer),,27,30,-10
27201,20200524,S08000017,,Planned,,Surgery,,11,56,-80.4
27202,20200524,S08000019,,Planned,,All,d,115,168,-31.5
27203,20200524,S08000019,,Planned,,Gynaecology,,8,15,-46.7
27204,20200524,S08000019,,Planned,,Medical (excl. Cardiology & Cancer),,71,73.5,-3.4
27205,20200524,S08000019,,Planned,,Medical (incl. Cardiology & Cancer),,73,81,-9.9
27206,20200524,S08000019,,Planned,,Paediatrics (medical & surgical),,20,10.5,90.5
27207,20200524,S08000019,,Planned,,Paediatrics (medical),,20,7,185.7
27208,20200524,S08000019,,Planned,,Surgery,,13,61,-78.7
27209,20200524,S08000020,,Planned,,All,d,117,359.5,-67.5
27210,20200524,S08000020,,Planned,,Cancer,,5,9,-44.4
27211,20200524,S08000020,,Planned,,Community,,5,9.5,-47.4
27212,20200524,S08000020,,Planned,,Medical (excl. Cardiology & Cancer),,21,83.5,-74.9
27213,20200524,S08000020,,Planned,,Medical (incl. Cardiology & Cancer),,29,98,-70.4
27214,20200524,S08000020,,Planned,,Surgery,,77,214,-64
27215,20200524,S08000022,,Planned,,All,d,87,190.5,-54.3
27216,20200524,S08000022,,Planned,,Cancer,,8,8.5,-5.9
27217,20200524,S08000022,,Planned,,Community,,7,23.5,-70.2
27218,20200524,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,36,35,2.9
27219,20200524,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,46,48,-4.2
27220,20200524,S08000022,,Planned,,Surgery,,26,101.5,-74.4
27221,20200524,S08000024,,Planned,,All,d,236,622.5,-62.1
27222,20200524,S08000024,,Planned,,Cancer,,40,31.5,27
27223,20200524,S08000024,,Planned,,Cardiology,,26,45.5,-42.9
27224,20200524,S08000024,,Planned,,Gynaecology,,11,37.5,-70.7
27225,20200524,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,35,105,-66.7
27226,20200524,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,101,182,-44.5
27227,20200524,S08000024,,Planned,,Paediatrics (medical & surgical),,16,27.5,-41.8
27228,20200524,S08000024,,Planned,,Paediatrics (medical),,12,18.5,-35.1
27229,20200524,S08000024,,Planned,,Surgery,,106,369,-71.3
27230,20200524,S08000028,,Planned,,All,d,14,14,0
27231,20200524,S08000028,,Planned,,Medical (excl. Cardiology & Cancer),,8,1.5,433.3
27232,20200524,S08000028,,Planned,,Medical (incl. Cardiology & Cancer),,8,1.5,433.3
27233,20200524,S08000028,,Planned,,Surgery,,5,11,-54.5
27234,20200524,S08000029,,Planned,,All,d,36,135.5,-73.4
27235,20200524,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,12,16,-25
27236,20200524,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,13,21,-38.1
27237,20200524,S08000029,,Planned,,Surgery,,20,93,-78.5
27238,20200524,S08000030,,Planned,,All,d,68,242,-71.9
27239,20200524,S08000030,,Planned,,Cancer,,5,5,0
27240,20200524,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,14,30.5,-54.1
27241,20200524,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,21,43.5,-51.7
27242,20200524,S08000030,,Planned,,Surgery,,41,156.5,-73.8
27243,20200524,S08000031,,Planned,,All,d,521,1437,-63.7
27244,20200524,S08000031,,Planned,,Cancer,,36,67,-46.3
27245,20200524,S08000031,,Planned,,Cardiology,,17,66.5,-74.4
27246,20200524,S08000031,,Planned,,Gynaecology,,28,94.5,-70.4
27247,20200524,S08000031,,Planned,,Medical (excl. Cardiology & Cancer),,188,401.5,-53.2
27248,20200524,S08000031,,Planned,,Medical (incl. Cardiology & Cancer),,241,535,-55
27249,20200524,S08000031,,Planned,,Paediatrics (medical & surgical),,35,68,-48.5
27250,20200524,S08000031,,Planned,,Paediatrics (medical),,32,51.5,-37.9
28251,20200816,S08000022,,Planned,,Community,,14,14.5,-3.4
28252,20200816,S08000022,,Planned,,Gynaecology,,9,11,-18.2
28253,20200816,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,24,39,-38.5
28254,20200816,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,30,47,-36.2
28255,20200816,S08000022,,Planned,,Paediatrics (medical & surgical),,8,5,60
28256,20200816,S08000022,,Planned,,Paediatrics (medical),,8,5,60
28257,20200816,S08000022,,Planned,,Surgery,,52,114.5,-54.6
28258,20200816,S08000024,,Planned,,All,d,391,544,-28.1
28259,20200816,S08000024,,Planned,,Cancer,,46,40.5,13.6
28260,20200816,S08000024,,Planned,,Cardiology,,26,40.5,-35.8
28261,20200816,S08000024,,Planned,,Gynaecology,,7,29.5,-76.3
28262,20200816,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,67,96.5,-30.6
28263,20200816,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,139,177.5,-21.7
28264,20200816,S08000024,,Planned,,Paediatrics (medical & surgical),,22,18,22.2
28265,20200816,S08000024,,Planned,,Paediatrics (medical),,17,13.5,25.9
28266,20200816,S08000024,,Planned,,Paediatrics (surgical),,5,4.5,11.1
28267,20200816,S08000024,,Planned,,Surgery,,219,317.5,-31
28268,20200816,S08000028,,Planned,,All,d,8,15,-46.7
28269,20200816,S08000029,,Planned,,All,d,94,119,-21
28270,20200816,S08000029,,Planned,,Community,,8,2.5,220
28271,20200816,S08000029,,Planned,,Gynaecology,,10,12,-16.7
28272,20200816,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,18,10.5,71.4
28273,20200816,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,22,13.5,63
28274,20200816,S08000029,,Planned,,Surgery,,53,78,-32.1
28275,20200816,S08000030,,Planned,,All,d,169,244.5,-30.9
28276,20200816,S08000030,,Planned,,Gynaecology,,13,20,-35
28277,20200816,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,39,28.5,36.8
28278,20200816,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,47,46,2.2
28279,20200816,S08000030,,Planned,,Paediatrics (medical & surgical),,7,21,-66.7
28280,20200816,S08000030,,Planned,,Paediatrics (medical),,7,20,-65
28281,20200816,S08000030,,Planned,,Surgery,,99,156.5,-36.7
28282,20200816,S08000031,,Planned,,All,d,899,1301,-30.9
27251,20200524,S08000031,,Planned,,Surgery,,216,737,-70.7
27252,20200524,S08000032,,Planned,,All,d,102,225,-54.7
27253,20200524,S08000032,,Planned,,Medical (excl. Cardiology & Cancer),,19,23.5,-19.1
27254,20200524,S08000032,,Planned,,Medical (incl. Cardiology & Cancer),,22,26.5,-17
27255,20200524,S08000032,,Planned,,Paediatrics (medical & surgical),,71,91.5,-22.4
27256,20200524,S08000032,,Planned,,Paediatrics (medical),,71,91.5,-22.4
27257,20200524,S08000032,,Planned,,Surgery,,9,92.5,-90.3
27258,20200524,S92000003,d,Planned,,All,d,1390,3648.5,-61.9
27259,20200524,S92000003,d,Planned,,Cancer,,94,121.5,-22.6
27260,20200524,S92000003,d,Planned,,Cardiology,,59,157,-62.4
27261,20200524,S92000003,d,Planned,,Community,,26,65.5,-60.3
27262,20200524,S92000003,d,Planned,,Gynaecology,,62,230,-73
27263,20200524,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,440,811,-45.7
27264,20200524,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,593,1089.5,-45.6
27265,20200524,S92000003,d,Planned,,Paediatrics (medical & surgical),,156,260.5,-40.1
27266,20200524,S92000003,d,Planned,,Paediatrics (medical),,147,223.5,-34.2
27267,20200524,S92000003,d,Planned,,Paediatrics (surgical),,9,37,-75.7
27268,20200524,S92000003,d,Planned,,Surgery,,549,1991.5,-72.4
27269,20200531,S08000015,,Planned,,All,d,25,101.5,-75.4
27270,20200531,S08000015,,Planned,,Paediatrics (medical & surgical),,6,7.5,-20
27271,20200531,S08000015,,Planned,,Paediatrics (medical),,6,7.5,-20
27272,20200531,S08000015,,Planned,,Surgery,,17,79.5,-78.6
27273,20200531,S08000016,,Planned,,All,d,17,41.5,-59
27274,20200531,S08000016,,Planned,,Community,,9,14,-35.7
27275,20200531,S08000017,,Planned,,All,d,40,88.5,-54.8
27276,20200531,S08000017,,Planned,,Medical (excl. Cardiology & Cancer),,15,24.5,-38.8
27277,20200531,S08000017,,Planned,,Medical (incl. Cardiology & Cancer),,18,30.5,-41
27278,20200531,S08000017,,Planned,,Surgery,,14,41.5,-66.3
27279,20200531,S08000019,,Planned,,All,d,82,166,-50.6
27280,20200531,S08000019,,Planned,,Cardiology,,5,5,0
27281,20200531,S08000019,,Planned,,Medical (excl. Cardiology & Cancer),,54,77.5,-30.3
27282,20200531,S08000019,,Planned,,Medical (incl. Cardiology & Cancer),,59,82.5,-28.5
27283,20200531,S08000019,,Planned,,Paediatrics (medical & surgical),,9,9,0
27284,20200531,S08000019,,Planned,,Paediatrics (medical),,9,8.5,5.9
27285,20200531,S08000019,,Planned,,Surgery,,12,64.5,-81.4
27286,20200531,S08000020,,Planned,,All,d,108,417,-74.1
27287,20200531,S08000020,,Planned,,Gynaecology,,5,22.5,-77.8
27288,20200531,S08000020,,Planned,,Medical (excl. Cardiology & Cancer),,24,104.5,-77
27289,20200531,S08000020,,Planned,,Medical (incl. Cardiology & Cancer),,30,126.5,-76.3
27290,20200531,S08000020,,Planned,,Surgery,,67,249.5,-73.1
27291,20200531,S08000022,,Planned,,All,d,65,199.5,-67.4
27292,20200531,S08000022,,Planned,,Cancer,,9,7,28.6
27293,20200531,S08000022,,Planned,,Community,,7,22.5,-68.9
27294,20200531,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,18,35,-48.6
27295,20200531,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,29,50,-42
27296,20200531,S08000022,,Planned,,Paediatrics (medical & surgical),,6,13,-53.8
27297,20200531,S08000022,,Planned,,Paediatrics (medical),,6,13,-53.8
27298,20200531,S08000022,,Planned,,Surgery,,22,101.5,-78.3
27299,20200531,S08000024,,Planned,,All,d,244,583.5,-58.2
27300,20200531,S08000024,,Planned,,Cancer,,41,34,20.6
27301,20200531,S08000024,,Planned,,Cardiology,,39,36,8.3
27302,20200531,S08000024,,Planned,,Gynaecology,,14,38.5,-63.6
27303,20200531,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,25,107.5,-76.7
27304,20200531,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,105,177.5,-40.8
27305,20200531,S08000024,,Planned,,Paediatrics (medical & surgical),,21,21,0
27306,20200531,S08000024,,Planned,,Paediatrics (medical),,18,15,20
27307,20200531,S08000024,,Planned,,Surgery,,104,344,-69.8
27308,20200531,S08000028,,Planned,,All,d,9,14,-35.7
27309,20200531,S08000028,,Planned,,Medical (excl. Cardiology & Cancer),,5,0.5,900
27310,20200531,S08000028,,Planned,,Medical (incl. Cardiology & Cancer),,5,0.5,900
27311,20200531,S08000029,,Planned,,All,d,36,137,-73.7
27312,20200531,S08000029,,Planned,,Community,,5,4.5,11.1
27313,20200531,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,8,12,-33.3
27314,20200531,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,8,15.5,-48.4
27315,20200531,S08000029,,Planned,,Surgery,,20,95.5,-79.1
27316,20200531,S08000030,,Planned,,All,d,94,289.5,-67.5
27317,20200531,S08000030,,Planned,,Cancer,,6,8,-25
27318,20200531,S08000030,,Planned,,Gynaecology,,7,27.5,-74.5
27319,20200531,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,22,53.5,-58.9
27320,20200531,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,29,72,-59.7
27321,20200531,S08000030,,Planned,,Paediatrics (medical & surgical),,6,24.5,-75.5
27322,20200531,S08000030,,Planned,,Surgery,,52,164,-68.3
27323,20200531,S08000031,,Planned,,All,d,568,1267,-55.2
27324,20200531,S08000031,,Planned,,Cancer,,30,59,-49.2
27325,20200531,S08000031,,Planned,,Cardiology,,10,49,-79.6
27326,20200531,S08000031,,Planned,,Gynaecology,,41,96,-57.3
27327,20200531,S08000031,,Planned,,Medical (excl. Cardiology & Cancer),,181,348.5,-48.1
27328,20200531,S08000031,,Planned,,Medical (incl. Cardiology & Cancer),,221,456.5,-51.6
27329,20200531,S08000031,,Planned,,Paediatrics (medical & surgical),,44,72,-38.9
27330,20200531,S08000031,,Planned,,Paediatrics (medical),,41,49.5,-17.2
27331,20200531,S08000031,,Planned,,Surgery,,262,639.5,-59
27332,20200531,S08000032,,Planned,,All,d,122,199.5,-38.8
27333,20200531,S08000032,,Planned,,Cardiology,,5,2.5,100
27334,20200531,S08000032,,Planned,,Medical (excl. Cardiology & Cancer),,14,17,-17.6
27335,20200531,S08000032,,Planned,,Medical (incl. Cardiology & Cancer),,19,20.5,-7.3
27336,20200531,S08000032,,Planned,,Paediatrics (medical & surgical),,82,76,7.9
27337,20200531,S08000032,,Planned,,Paediatrics (medical),,82,76,7.9
27338,20200531,S08000032,,Planned,,Surgery,,21,88.5,-76.3
27339,20200531,S92000003,d,Planned,,All,d,1415,3518.5,-59.8
27340,20200531,S92000003,d,Planned,,Cancer,,89,121.5,-26.7
27341,20200531,S92000003,d,Planned,,Cardiology,,69,135.5,-49.1
27342,20200531,S92000003,d,Planned,,Community,,30,56.5,-46.9
27343,20200531,S92000003,d,Planned,,Gynaecology,,73,236.5,-69.1
27344,20200531,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,373,796,-53.1
27345,20200531,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,531,1053,-49.6
27346,20200531,S92000003,d,Planned,,Paediatrics (medical & surgical),,181,252.5,-28.3
27347,20200531,S92000003,d,Planned,,Paediatrics (medical),,172,215,-20
27348,20200531,S92000003,d,Planned,,Paediatrics (surgical),,9,37.5,-76
27349,20200531,S92000003,d,Planned,,Surgery,,600,1909,-68.6
27350,20200607,S08000015,,Planned,,All,d,33,103.5,-68.1
27351,20200607,S08000015,,Planned,,Cardiology,,5,3.5,42.9
27352,20200607,S08000015,,Planned,,Medical (incl. Cardiology & Cancer),,7,14,-50
27353,20200607,S08000015,,Planned,,Surgery,,22,86,-74.4
27354,20200607,S08000016,,Planned,,All,d,24,42,-42.9
27355,20200607,S08000016,,Planned,,Community,,12,13.5,-11.1
27356,20200607,S08000016,,Planned,,Surgery,,9,25,-64
27357,20200607,S08000017,,Planned,,All,d,58,78.5,-26.1
27358,20200607,S08000017,,Planned,,Community,,6,8.5,-29.4
27359,20200607,S08000017,,Planned,,Medical (excl. Cardiology & Cancer),,25,21.5,16.3
27360,20200607,S08000017,,Planned,,Medical (incl. Cardiology & Cancer),,28,25.5,9.8
27361,20200607,S08000017,,Planned,,Paediatrics (medical & surgical),,5,3.5,42.9
27362,20200607,S08000017,,Planned,,Paediatrics (medical),,5,3.5,42.9
27363,20200607,S08000017,,Planned,,Surgery,,18,38,-52.6
27364,20200607,S08000019,,Planned,,All,d,104,174,-40.2
27365,20200607,S08000019,,Planned,,Gynaecology,,5,14,-64.3
27366,20200607,S08000019,,Planned,,Medical (excl. Cardiology & Cancer),,68,78.5,-13.4
27367,20200607,S08000019,,Planned,,Medical (incl. Cardiology & Cancer),,71,80.5,-11.8
27368,20200607,S08000019,,Planned,,Paediatrics (medical & surgical),,14,6,133.3
27369,20200607,S08000019,,Planned,,Paediatrics (medical),,14,5.5,154.5
27370,20200607,S08000019,,Planned,,Surgery,,13,72.5,-82.1
27371,20200607,S08000020,,Planned,,All,d,128,395,-67.6
27372,20200607,S08000020,,Planned,,Cancer,,6,13.5,-55.6
27373,20200607,S08000020,,Planned,,Medical (excl. Cardiology & Cancer),,24,84.5,-71.6
27374,20200607,S08000020,,Planned,,Medical (incl. Cardiology & Cancer),,32,105,-69.5
27375,20200607,S08000020,,Planned,,Paediatrics (medical & surgical),,7,12.5,-44
27376,20200607,S08000020,,Planned,,Paediatrics (medical),,6,8.5,-29.4
27377,20200607,S08000020,,Planned,,Surgery,,84,242,-65.3
27378,20200607,S08000022,,Planned,,All,d,83,182,-54.4
27379,20200607,S08000022,,Planned,,Cancer,,8,10.5,-23.8
27380,20200607,S08000022,,Planned,,Community,,18,20,-10
27381,20200607,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,17,46,-63
27382,20200607,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,27,61,-55.7
27383,20200607,S08000022,,Planned,,Surgery,,32,89,-64
27384,20200607,S08000024,,Planned,,All,d,274,561,-51.2
27385,20200607,S08000024,,Planned,,Cancer,,46,35.5,29.6
27386,20200607,S08000024,,Planned,,Cardiology,,28,35,-20
27387,20200607,S08000024,,Planned,,Gynaecology,,8,25,-68
27388,20200607,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,48,101,-52.5
27389,20200607,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,122,171.5,-28.9
27390,20200607,S08000024,,Planned,,Paediatrics (medical & surgical),,15,24.5,-38.8
27391,20200607,S08000024,,Planned,,Paediatrics (medical),,12,17,-29.4
27392,20200607,S08000024,,Planned,,Surgery,,128,338.5,-62.2
27393,20200607,S08000028,,Planned,,All,d,5,12,-58.3
27394,20200607,S08000029,,Planned,,All,d,51,144,-64.6
27395,20200607,S08000029,,Planned,,Community,,9,5.5,63.6
27396,20200607,S08000029,,Planned,,Gynaecology,,5,12,-58.3
27397,20200607,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,13,17.5,-25.7
27398,20200607,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,14,20,-30
27399,20200607,S08000029,,Planned,,Surgery,,22,97,-77.3
27400,20200607,S08000030,,Planned,,All,d,111,325.5,-65.9
27401,20200607,S08000030,,Planned,,Cancer,,11,4.5,144.4
27402,20200607,S08000030,,Planned,,Gynaecology,,10,18,-44.4
27403,20200607,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,34,56,-39.3
27404,20200607,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,47,72.5,-35.2
27405,20200607,S08000030,,Planned,,Paediatrics (medical & surgical),,8,28.5,-71.9
27406,20200607,S08000030,,Planned,,Paediatrics (medical),,8,24,-66.7
27407,20200607,S08000030,,Planned,,Surgery,,45,203,-77.8
27408,20200607,S08000031,,Planned,,All,d,768,1444.5,-46.8
27409,20200607,S08000031,,Planned,,Cancer,,44,61.5,-28.5
27410,20200607,S08000031,,Planned,,Cardiology,,17,54.5,-68.8
27411,20200607,S08000031,,Planned,,Gynaecology,,54,100,-46
27412,20200607,S08000031,,Planned,,Medical (excl. Cardiology & Cancer),,264,419,-37
27413,20200607,S08000031,,Planned,,Medical (incl. Cardiology & Cancer),,325,535,-39.3
27414,20200607,S08000031,,Planned,,Paediatrics (medical & surgical),,38,69.5,-45.3
27415,20200607,S08000031,,Planned,,Paediatrics (medical),,33,46.5,-29
27416,20200607,S08000031,,Planned,,Paediatrics (surgical),,5,23,-78.3
27417,20200607,S08000031,,Planned,,Surgery,,351,739,-52.5
27418,20200607,S08000032,,Planned,,All,d,134,235,-43
27419,20200607,S08000032,,Planned,,Cardiology,,7,1.5,366.7
27420,20200607,S08000032,,Planned,,Medical (excl. Cardiology & Cancer),,22,14,57.1
27421,20200607,S08000032,,Planned,,Medical (incl. Cardiology & Cancer),,29,16.5,75.8
27422,20200607,S08000032,,Planned,,Paediatrics (medical & surgical),,81,87.5,-7.4
27423,20200607,S08000032,,Planned,,Paediatrics (medical),,81,87.5,-7.4
27424,20200607,S08000032,,Planned,,Surgery,,24,111.5,-78.5
27425,20200607,S92000003,d,Planned,,All,d,1776,3711,-52.1
27426,20200607,S92000003,d,Planned,,Cancer,,115,128,-10.2
27427,20200607,S92000003,d,Planned,,Cardiology,,70,125,-44
27428,20200607,S92000003,d,Planned,,Community,,51,60,-15
27429,20200607,S92000003,d,Planned,,Gynaecology,,88,225.5,-61
27430,20200607,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,522,856.5,-39.1
27431,20200607,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,707,1109.5,-36.3
27432,20200607,S92000003,d,Planned,,Paediatrics (medical & surgical),,175,248,-29.4
27433,20200607,S92000003,d,Planned,,Paediatrics (medical),,166,208,-20.2
27434,20200607,S92000003,d,Planned,,Paediatrics (surgical),,9,40,-77.5
27435,20200607,S92000003,d,Planned,,Surgery,,753,2059.5,-63.4
27436,20200614,S08000015,,Planned,,All,d,34,110.5,-69.2
27437,20200614,S08000015,,Planned,,Cardiology,,5,3,66.7
27438,20200614,S08000015,,Planned,,Medical (incl. Cardiology & Cancer),,6,13.5,-55.6
27439,20200614,S08000015,,Planned,,Paediatrics (medical & surgical),,8,7,14.3
27440,20200614,S08000015,,Planned,,Paediatrics (medical),,8,7,14.3
27441,20200614,S08000015,,Planned,,Surgery,,20,90,-77.8
27442,20200614,S08000016,,Planned,,All,d,25,41,-39
27443,20200614,S08000016,,Planned,,Community,,13,12,8.3
27444,20200614,S08000016,,Planned,,Medical (incl. Cardiology & Cancer),,5,4,25
27445,20200614,S08000016,,Planned,,Surgery,,7,25,-72
27446,20200614,S08000017,,Planned,,All,d,49,82,-40.2
27447,20200614,S08000017,,Planned,,Medical (excl. Cardiology & Cancer),,22,19.5,12.8
27448,20200614,S08000017,,Planned,,Medical (incl. Cardiology & Cancer),,23,23.5,-2.1
27449,20200614,S08000017,,Planned,,Surgery,,17,41.5,-59
27450,20200614,S08000019,,Planned,,All,d,80,161,-50.3
27451,20200614,S08000019,,Planned,,Cardiology,,5,6.5,-23.1
27452,20200614,S08000019,,Planned,,Gynaecology,,5,9.5,-47.4
27453,20200614,S08000019,,Planned,,Medical (excl. Cardiology & Cancer),,43,62,-30.6
27454,20200614,S08000019,,Planned,,Medical (incl. Cardiology & Cancer),,48,68.5,-29.9
27455,20200614,S08000019,,Planned,,Paediatrics (medical & surgical),,13,6.5,100
27456,20200614,S08000019,,Planned,,Paediatrics (medical),,13,6.5,100
27457,20200614,S08000019,,Planned,,Surgery,,14,76.5,-81.7
27458,20200614,S08000020,,Planned,,All,d,150,386.5,-61.2
27459,20200614,S08000020,,Planned,,Cancer,,6,15,-60
27460,20200614,S08000020,,Planned,,Medical (excl. Cardiology & Cancer),,23,89,-74.2
27461,20200614,S08000020,,Planned,,Medical (incl. Cardiology & Cancer),,32,112,-71.4
27462,20200614,S08000020,,Planned,,Paediatrics (medical & surgical),,8,15,-46.7
27463,20200614,S08000020,,Planned,,Paediatrics (surgical),,5,2.5,100
27464,20200614,S08000020,,Planned,,Surgery,,103,223.5,-53.9
27465,20200614,S08000022,,Planned,,All,d,76,180.5,-57.9
27466,20200614,S08000022,,Planned,,Community,,13,19.5,-33.3
27467,20200614,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,20,43,-53.5
27468,20200614,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,26,50.5,-48.5
27469,20200614,S08000022,,Planned,,Paediatrics (medical & surgical),,7,4.5,55.6
27470,20200614,S08000022,,Planned,,Paediatrics (medical),,7,4.5,55.6
27471,20200614,S08000022,,Planned,,Surgery,,27,99,-72.7
27472,20200614,S08000024,,Planned,,All,d,274,595,-53.9
27473,20200614,S08000024,,Planned,,Cancer,,29,35.5,-18.3
27474,20200614,S08000024,,Planned,,Cardiology,,27,36,-25
27475,20200614,S08000024,,Planned,,Gynaecology,,13,41,-68.3
27476,20200614,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,36,91,-60.4
27477,20200614,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,92,162.5,-43.4
27478,20200614,S08000024,,Planned,,Paediatrics (medical & surgical),,19,22,-13.6
27479,20200614,S08000024,,Planned,,Paediatrics (medical),,11,14.5,-24.1
27480,20200614,S08000024,,Planned,,Paediatrics (surgical),,8,7.5,6.7
27481,20200614,S08000024,,Planned,,Surgery,,149,366.5,-59.3
27482,20200614,S08000028,,Planned,,All,d,15,14,7.1
27483,20200614,S08000028,,Planned,,Medical (excl. Cardiology & Cancer),,9,0.5,1700
27484,20200614,S08000028,,Planned,,Medical (incl. Cardiology & Cancer),,9,0.5,1700
27485,20200614,S08000028,,Planned,,Surgery,,5,10,-50
27486,20200614,S08000029,,Planned,,All,d,39,127.5,-69.4
27487,20200614,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,11,13.5,-18.5
27488,20200614,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,13,15,-13.3
27489,20200614,S08000029,,Planned,,Surgery,,21,85,-75.3
27490,20200614,S08000030,,Planned,,All,d,116,305,-62
27491,20200614,S08000030,,Planned,,Cancer,,5,3.5,42.9
27492,20200614,S08000030,,Planned,,Gynaecology,,6,35.5,-83.1
27493,20200614,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,39,48,-18.8
27494,20200614,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,46,65,-29.2
27495,20200614,S08000030,,Planned,,Paediatrics (medical & surgical),,9,20,-55
27496,20200614,S08000030,,Planned,,Paediatrics (medical),,9,20,-55
27497,20200614,S08000030,,Planned,,Surgery,,52,178.5,-70.9
27498,20200614,S08000031,,Planned,,All,d,606,1350.5,-55.1
27499,20200614,S08000031,,Planned,,Cancer,,31,64,-51.6
27500,20200614,S08000031,,Planned,,Cardiology,,6,58,-89.7
30501,20210207,S08000020,,Planned,,All,d,159,356,-55.3
30502,20210207,S08000020,,Planned,,Cancer,,7,10.5,-33.3
30503,20210207,S08000020,,Planned,,Gynaecology,,6,16.5,-63.6
