year,quarter,hb,location,admission_type,simd,episodes,length_of_episode,average_length_of_episode,stays,length_of_stay,average_length_of_stay
2018,3,S08000032,S08000032,Not Specified,1,0,0,NA,83,544,6.55421686746988
2018,4,S08000032,S08000032,Not Specified,1,0,0,NA,68,711,10.4558823529412
2019,1,S08000032,S08000032,Not Specified,1,0,0,NA,80,665,8.3125
2019,2,S08000032,S08000032,Not Specified,1,0,0,NA,75,686,9.14666666666667
2019,3,S08000032,S08000032,Not Specified,1,0,0,NA,85,592,6.96470588235294
2019,4,S08000032,S08000032,Not Specified,1,0,0,NA,80,903,11.2875
2020,1,S08000032,S08000032,Not Specified,1,0,0,NA,69,586,8.49275362318841
2020,2,S08000032,S08000032,Not Specified,1,0,0,NA,41,317,7.73170731707317
2020,3,S08000032,S08000032,Not Specified,1,0,0,NA,40,423,10.575
2020,4,S08000032,S08000032,Not Specified,1,0,0,NA,38,5130,135
2021,1,S08000032,S08000032,Not Specified,1,0,0,NA,17,150,8.82352941176471
2021,2,S08000032,S08000032,Not Specified,1,0,0,NA,105,537,5.11428571428571
2016,2,S08000032,S08000032,Not Specified,2,0,0,NA,63,515,8.17460317460317
2016,3,S08000032,S08000032,Not Specified,2,0,0,NA,46,488,10.6086956521739
2018,3,S08000032,S08000032,Not Specified,2,0,0,NA,51,524,10.2745098039216
2018,4,S08000032,S08000032,Not Specified,2,0,0,NA,54,688,12.7407407407407
2019,1,S08000032,S08000032,Not Specified,2,0,0,NA,58,426,7.3448275862069
2019,2,S08000032,S08000032,Not Specified,2,0,0,NA,68,670,9.85294117647059
2019,3,S08000032,S08000032,Not Specified,2,0,0,NA,67,503,7.50746268656716
2019,4,S08000032,S08000032,Not Specified,2,0,0,NA,70,1114,15.9142857142857
2020,1,S08000032,S08000032,Not Specified,2,0,0,NA,66,568,8.6060606060606
2020,2,S08000032,S08000032,Not Specified,2,0,0,NA,44,432,9.81818181818182
2020,3,S08000032,S08000032,Not Specified,2,0,0,NA,44,308,7
2020,4,S08000032,S08000032,Not Specified,2,0,0,NA,17,159,9.35294117647059
2021,1,S08000032,S08000032,Not Specified,2,0,0,NA,12,49,4.08333333333333
2021,2,S08000032,S08000032,Not Specified,2,0,0,NA,84,482,5.73809523809524
2016,2,S08000032,S08000032,Not Specified,3,0,0,NA,34,424,12.4705882352941
2016,3,S08000032,S08000032,Not Specified,3,0,0,NA,32,316,9.875
2016,4,S08000032,S08000032,Not Specified,3,0,0,NA,41,342,8.34146341463415
2017,1,S08000032,S08000032,Not Specified,3,0,0,NA,46,644,14
2017,2,S08000032,S08000032,Not Specified,3,0,0,NA,35,508,14.5142857142857
2017,3,S08000032,S08000032,Not Specified,3,0,0,NA,37,2041,55.1621621621622
2017,4,S08000032,S08000032,Not Specified,3,0,0,NA,29,279,9.62068965517241
2018,1,S08000032,S08000032,Not Specified,3,0,0,NA,28,260,9.28571428571429
2018,2,S08000032,S08000032,Not Specified,3,0,0,NA,35,512,14.6285714285714
2018,3,S08000032,S08000032,Not Specified,3,0,0,NA,30,158,5.26666666666667
2018,4,S08000032,S08000032,Not Specified,3,0,0,NA,38,692,18.2105263157895
2019,1,S08000032,S08000032,Not Specified,3,0,0,NA,33,269,8.15151515151515
2019,2,S08000032,S08000032,Not Specified,3,0,0,NA,36,266,7.38888888888889
2019,3,S08000032,S08000032,Not Specified,3,0,0,NA,41,574,14
2019,4,S08000032,S08000032,Not Specified,3,0,0,NA,34,566,16.6470588235294
2020,1,S08000032,S08000032,Not Specified,3,0,0,NA,35,375,10.7142857142857
2020,2,S08000032,S08000032,Not Specified,3,0,0,NA,34,399,11.7352941176471
2020,3,S08000032,S08000032,Not Specified,3,0,0,NA,17,189,11.1176470588235
2020,4,S08000032,S08000032,Not Specified,3,0,0,NA,18,175,9.72222222222222
2021,1,S08000032,S08000032,Not Specified,3,0,0,NA,14,195,13.9285714285714
2021,2,S08000032,S08000032,Not Specified,3,0,0,NA,40,284,7.1
2016,2,S08000032,S08000032,Not Specified,4,0,0,NA,21,121,5.76190476190476
2016,3,S08000032,S08000032,Not Specified,4,0,0,NA,18,148,8.22222222222222
2016,4,S08000032,S08000032,Not Specified,4,0,0,NA,23,242,10.5217391304348
2017,1,S08000032,S08000032,Not Specified,4,0,0,NA,28,196,7
2017,2,S08000032,S08000032,Not Specified,4,0,0,NA,19,108,5.68421052631579
2017,3,S08000032,S08000032,Not Specified,4,0,0,NA,25,423,16.92
2017,4,S08000032,S08000032,Not Specified,4,0,0,NA,26,203,7.80769230769231
2018,1,S08000032,S08000032,Not Specified,4,0,0,NA,31,539,17.3870967741935
2018,2,S08000032,S08000032,Not Specified,4,0,0,NA,21,197,9.38095238095238
2018,3,S08000032,S08000032,Not Specified,4,0,0,NA,25,2434,97.36
2018,4,S08000032,S08000032,Not Specified,4,0,0,NA,28,234,8.35714285714286
2019,1,S08000032,S08000032,Not Specified,4,0,0,NA,19,281,14.7894736842105
2019,2,S08000032,S08000032,Not Specified,4,0,0,NA,18,138,7.66666666666667
2019,3,S08000032,S08000032,Not Specified,4,0,0,NA,38,429,11.2894736842105
2019,4,S08000032,S08000032,Not Specified,4,0,0,NA,20,299,14.95
2020,1,S08000032,S08000032,Not Specified,4,0,0,NA,27,380,14.0740740740741
2020,2,S08000032,S08000032,Not Specified,4,0,0,NA,21,244,11.6190476190476
2020,3,S08000032,S08000032,Not Specified,4,0,0,NA,16,98,6.125
2020,4,S08000032,S08000032,Not Specified,4,0,0,NA,5,65,13
2021,1,S08000032,S08000032,Not Specified,4,0,0,NA,10,100,10
2021,2,S08000032,S08000032,Not Specified,4,0,0,NA,35,200,5.71428571428571
2016,2,S08000032,S08000032,Not Specified,5,0,0,NA,12,62,5.16666666666667
2016,3,S08000032,S08000032,Not Specified,5,0,0,NA,11,64,5.81818181818182
2016,4,S08000032,S08000032,Not Specified,5,0,0,NA,19,230,12.1052631578947
2017,1,S08000032,S08000032,Not Specified,5,0,0,NA,13,66,5.07692307692308
2017,2,S08000032,S08000032,Not Specified,5,0,0,NA,14,1380,98.5714285714286
2017,3,S08000032,S08000032,Not Specified,5,0,0,NA,13,3129,240.692307692308
2017,4,S08000032,S08000032,Not Specified,5,0,0,NA,12,61,5.08333333333333
2018,1,S08000032,S08000032,Not Specified,5,0,0,NA,11,116,10.5454545454545
2018,2,S08000032,S08000032,Not Specified,5,0,0,NA,13,128,9.84615384615385
2018,3,S08000032,S08000032,Not Specified,5,0,0,NA,13,55,4.23076923076923
2018,4,S08000032,S08000032,Not Specified,5,0,0,NA,17,193,11.3529411764706
2019,1,S08000032,S08000032,Not Specified,5,0,0,NA,15,143,9.53333333333333
2019,2,S08000032,S08000032,Not Specified,5,0,0,NA,17,78,4.58823529411765
2019,3,S08000032,S08000032,Not Specified,5,0,0,NA,20,164,8.2
2019,4,S08000032,S08000032,Not Specified,5,0,0,NA,22,145,6.59090909090909
2020,1,S08000032,S08000032,Not Specified,5,0,0,NA,17,182,10.7058823529412
2020,2,S08000032,S08000032,Not Specified,5,0,0,NA,10,137,13.7
2020,3,S08000032,S08000032,Not Specified,5,0,0,NA,5,64,12.8
2020,4,S08000032,S08000032,Not Specified,5,0,0,NA,5,43,8.6
2021,1,S08000032,S08000032,Not Specified,5,0,0,NA,5,28,5.6
2021,2,S08000032,S08000032,Not Specified,5,0,0,NA,18,101,5.61111111111111
2016,4,S08000032,S08000032,Not Specified,NA,0,0,NA,0,0,NA
2019,1,S08000032,S08000032,Not Specified,NA,0,0,NA,0,6,NA
2019,3,S08000032,S08000032,Not Specified,NA,0,0,NA,0,5,NA
2021,2,S08000032,S08000032,Not Specified,NA,0,0,NA,0,5,NA
2016,2,S08000032,L302H,Not Specified,1,0,0,NA,5,30,6
2016,3,S08000032,L302H,Not Specified,1,0,0,NA,5,34,6.8
2016,4,S08000032,L302H,Not Specified,1,0,0,NA,5,36,7.2
2017,1,S08000032,L302H,Not Specified,1,0,0,NA,15,158,10.5333333333333
2017,2,S08000032,L302H,Not Specified,1,0,0,NA,5,39,7.8
2017,3,S08000032,L302H,Not Specified,1,0,0,NA,5,78,15.6
2017,4,S08000032,L302H,Not Specified,1,0,0,NA,5,152,30.4
2018,1,S08000032,L302H,Not Specified,1,0,0,NA,5,87,17.4
2018,2,S08000032,L302H,Not Specified,1,0,0,NA,10,60,6
2018,3,S08000032,L302H,Not Specified,1,0,0,NA,5,75,15
2018,4,S08000032,L302H,Not Specified,1,0,0,NA,11,91,8.27272727272727
2019,1,S08000032,L302H,Not Specified,1,0,0,NA,12,83,6.91666666666667
2019,2,S08000032,L302H,Not Specified,1,0,0,NA,18,179,9.94444444444444
2019,3,S08000032,L302H,Not Specified,1,0,0,NA,10,128,12.8
2019,4,S08000032,L302H,Not Specified,1,0,0,NA,16,279,17.4375
2020,1,S08000032,L302H,Not Specified,1,0,0,NA,15,130,8.66666666666667
2020,2,S08000032,L302H,Not Specified,1,0,0,NA,16,133,8.3125
2020,3,S08000032,L302H,Not Specified,1,0,0,NA,5,29,5.8
2020,4,S08000032,L302H,Not Specified,1,0,0,NA,5,123,24.6
2021,1,S08000032,L302H,Not Specified,1,0,0,NA,5,30,6
2021,2,S08000032,L302H,Not Specified,1,0,0,NA,0,5,NA
2016,2,S08000032,L302H,Not Specified,2,0,0,NA,10,76,7.6
2016,3,S08000032,L302H,Not Specified,2,0,0,NA,10,147,14.7
2016,4,S08000032,L302H,Not Specified,2,0,0,NA,10,147,14.7
2017,1,S08000032,L302H,Not Specified,2,0,0,NA,5,31,6.2
2017,2,S08000032,L302H,Not Specified,2,0,0,NA,10,39,3.9
2017,3,S08000032,L302H,Not Specified,2,0,0,NA,5,35,7
2017,4,S08000032,L302H,Not Specified,2,0,0,NA,5,523,104.6
2018,1,S08000032,L302H,Not Specified,2,0,0,NA,10,60,6
2018,2,S08000032,L302H,Not Specified,2,0,0,NA,13,88,6.76923076923077
2018,3,S08000032,L302H,Not Specified,2,0,0,NA,5,162,32.4
2018,4,S08000032,L302H,Not Specified,2,0,0,NA,5,43,8.6
2019,1,S08000032,L302H,Not Specified,2,0,0,NA,10,49,4.9
2019,2,S08000032,L302H,Not Specified,2,0,0,NA,15,250,16.6666666666667
2019,3,S08000032,L302H,Not Specified,2,0,0,NA,16,114,7.125
2019,4,S08000032,L302H,Not Specified,2,0,0,NA,17,821,48.2941176470588
2020,1,S08000032,L302H,Not Specified,2,0,0,NA,5,86,17.2
2020,2,S08000032,L302H,Not Specified,2,0,0,NA,15,253,16.8666666666667
2020,3,S08000032,L302H,Not Specified,2,0,0,NA,10,66,6.6
2021,2,S08000032,L302H,Not Specified,2,0,0,NA,5,21,4.2
2016,2,S08000032,L302H,Not Specified,3,0,0,NA,5,42,8.4
2016,3,S08000032,L302H,Not Specified,3,0,0,NA,5,39,7.8
2016,4,S08000032,L302H,Not Specified,3,0,0,NA,5,91,18.2
2017,1,S08000032,L302H,Not Specified,3,0,0,NA,10,47,4.7
2017,2,S08000032,L302H,Not Specified,3,0,0,NA,10,154,15.4
2017,3,S08000032,L302H,Not Specified,3,0,0,NA,10,1738,173.8
2017,4,S08000032,L302H,Not Specified,3,0,0,NA,5,47,9.4
2018,1,S08000032,L302H,Not Specified,3,0,0,NA,5,45,9
2018,2,S08000032,L302H,Not Specified,3,0,0,NA,10,100,10
2018,3,S08000032,L302H,Not Specified,3,0,0,NA,5,32,6.4
2018,4,S08000032,L302H,Not Specified,3,0,0,NA,10,148,14.8
2019,1,S08000032,L302H,Not Specified,3,0,0,NA,10,77,7.7
2019,2,S08000032,L302H,Not Specified,3,0,0,NA,10,62,6.2
2019,3,S08000032,L302H,Not Specified,3,0,0,NA,10,228,22.8
2019,4,S08000032,L302H,Not Specified,3,0,0,NA,10,180,18
2020,1,S08000032,L302H,Not Specified,3,0,0,NA,15,158,10.5333333333333
2020,2,S08000032,L302H,Not Specified,3,0,0,NA,21,272,12.952380952381
2020,3,S08000032,L302H,Not Specified,3,0,0,NA,5,66,13.2
2020,4,S08000032,L302H,Not Specified,3,0,0,NA,10,112,11.2
2021,1,S08000032,L302H,Not Specified,3,0,0,NA,0,8,NA
2021,2,S08000032,L302H,Not Specified,3,0,0,NA,0,6,NA
2016,2,S08000032,L302H,Not Specified,4,0,0,NA,5,11,2.2
2016,3,S08000032,L302H,Not Specified,4,0,0,NA,0,5,NA
2016,4,S08000032,L302H,Not Specified,4,0,0,NA,0,29,NA
2017,1,S08000032,L302H,Not Specified,4,0,0,NA,10,75,7.5
2017,2,S08000032,L302H,Not Specified,4,0,0,NA,5,40,8
2017,3,S08000032,L302H,Not Specified,4,0,0,NA,5,44,8.8
2017,4,S08000032,L302H,Not Specified,4,0,0,NA,5,22,4.4
2018,1,S08000032,L302H,Not Specified,4,0,0,NA,5,288,57.6
2018,2,S08000032,L302H,Not Specified,4,0,0,NA,5,67,13.4
2018,3,S08000032,L302H,Not Specified,4,0,0,NA,5,2348,469.6
2018,4,S08000032,L302H,Not Specified,4,0,0,NA,5,32,6.4
2019,1,S08000032,L302H,Not Specified,4,0,0,NA,5,71,14.2
2019,2,S08000032,L302H,Not Specified,4,0,0,NA,5,36,7.2
2019,3,S08000032,L302H,Not Specified,4,0,0,NA,5,82,16.4
2019,4,S08000032,L302H,Not Specified,4,0,0,NA,5,34,6.8
2020,1,S08000032,L302H,Not Specified,4,0,0,NA,10,208,20.8
2020,2,S08000032,L302H,Not Specified,4,0,0,NA,10,194,19.4
2020,3,S08000032,L302H,Not Specified,4,0,0,NA,5,43,8.6
2020,4,S08000032,L302H,Not Specified,4,0,0,NA,0,32,NA
2021,1,S08000032,L302H,Not Specified,4,0,0,NA,5,33,6.6
2021,2,S08000032,L302H,Not Specified,4,0,0,NA,5,46,9.2
2016,2,S08000032,L302H,Not Specified,5,0,0,NA,5,20,4
2016,3,S08000032,L302H,Not Specified,5,0,0,NA,5,31,6.2
2017,1,S08000032,L302H,Not Specified,5,0,0,NA,0,13,NA
2017,2,S08000032,L302H,Not Specified,5,0,0,NA,0,40,NA
2017,3,S08000032,L302H,Not Specified,5,0,0,NA,5,3034,606.8
2017,4,S08000032,L302H,Not Specified,5,0,0,NA,5,5,1
2018,1,S08000032,L302H,Not Specified,5,0,0,NA,0,17,NA
2018,2,S08000032,L302H,Not Specified,5,0,0,NA,5,63,12.6
2018,3,S08000032,L302H,Not Specified,5,0,0,NA,5,10,2
2018,4,S08000032,L302H,Not Specified,5,0,0,NA,5,135,27
2019,1,S08000032,L302H,Not Specified,5,0,0,NA,0,46,NA
2019,2,S08000032,L302H,Not Specified,5,0,0,NA,10,54,5.4
2019,3,S08000032,L302H,Not Specified,5,0,0,NA,5,109,21.8
2019,4,S08000032,L302H,Not Specified,5,0,0,NA,5,60,12
2020,1,S08000032,L302H,Not Specified,5,0,0,NA,5,65,13
2020,2,S08000032,L302H,Not Specified,5,0,0,NA,0,5,NA
2020,3,S08000032,L302H,Not Specified,5,0,0,NA,0,58,NA
2020,4,S08000032,L302H,Not Specified,5,0,0,NA,0,23,NA
2021,1,S08000032,L302H,Not Specified,5,0,0,NA,0,11,NA
2019,3,S08000032,L302H,Not Specified,NA,0,0,NA,0,5,NA
2021,2,S08000032,L302H,Not Specified,NA,0,0,NA,0,5,NA
2016,2,S08000032,L106H,Not Specified,1,0,0,NA,42,816,19.4285714285714
2016,3,S08000032,L106H,Not Specified,1,0,0,NA,56,616,11
2016,4,S08000032,L106H,Not Specified,1,0,0,NA,67,538,8.02985074626866
2017,1,S08000032,L106H,Not Specified,1,0,0,NA,64,1765,27.578125
2017,2,S08000032,L106H,Not Specified,1,0,0,NA,71,672,9.46478873239437
2017,3,S08000032,L106H,Not Specified,1,0,0,NA,75,520,6.93333333333333
2017,4,S08000032,L106H,Not Specified,1,0,0,NA,63,411,6.52380952380952
2018,1,S08000032,L106H,Not Specified,1,0,0,NA,82,512,6.24390243902439
2018,2,S08000032,L106H,Not Specified,1,0,0,NA,60,497,8.28333333333333
2018,3,S08000032,L106H,Not Specified,1,0,0,NA,62,361,5.82258064516129
2018,4,S08000032,L106H,Not Specified,1,0,0,NA,41,460,11.219512195122
2019,1,S08000032,L106H,Not Specified,1,0,0,NA,55,531,9.65454545454545
2019,2,S08000032,L106H,Not Specified,1,0,0,NA,39,418,10.7179487179487
2019,3,S08000032,L106H,Not Specified,1,0,0,NA,59,351,5.94915254237288
2019,4,S08000032,L106H,Not Specified,1,0,0,NA,48,531,11.0625
2020,1,S08000032,L106H,Not Specified,1,0,0,NA,44,383,8.70454545454546
2020,2,S08000032,L106H,Not Specified,1,0,0,NA,15,127,8.46666666666667
2020,3,S08000032,L106H,Not Specified,1,0,0,NA,18,205,11.3888888888889
2020,4,S08000032,L106H,Not Specified,1,0,0,NA,17,150,8.82352941176471
2021,1,S08000032,L106H,Not Specified,1,0,0,NA,10,53,5.3
2021,2,S08000032,L106H,Not Specified,1,0,0,NA,15,150,10
2016,2,S08000032,L106H,Not Specified,2,0,0,NA,42,353,8.4047619047619
2016,3,S08000032,L106H,Not Specified,2,0,0,NA,33,313,9.48484848484848
2016,4,S08000032,L106H,Not Specified,2,0,0,NA,40,520,13
2017,1,S08000032,L106H,Not Specified,2,0,0,NA,41,311,7.58536585365854
2017,2,S08000032,L106H,Not Specified,2,0,0,NA,51,495,9.70588235294118
2017,3,S08000032,L106H,Not Specified,2,0,0,NA,42,431,10.2619047619048
2017,4,S08000032,L106H,Not Specified,2,0,0,NA,44,490,11.1363636363636
2018,1,S08000032,L106H,Not Specified,2,0,0,NA,42,706,16.8095238095238
2018,2,S08000032,L106H,Not Specified,2,0,0,NA,40,596,14.9
2018,3,S08000032,L106H,Not Specified,2,0,0,NA,34,283,8.32352941176471
2018,4,S08000032,L106H,Not Specified,2,0,0,NA,35,577,16.4857142857143
2019,1,S08000032,L106H,Not Specified,2,0,0,NA,36,299,8.30555555555556
2019,2,S08000032,L106H,Not Specified,2,0,0,NA,41,360,8.78048780487805
2019,3,S08000032,L106H,Not Specified,2,0,0,NA,33,247,7.48484848484848
2019,4,S08000032,L106H,Not Specified,2,0,0,NA,36,154,4.27777777777778
2020,1,S08000032,L106H,Not Specified,2,0,0,NA,50,396,7.92
2020,2,S08000032,L106H,Not Specified,2,0,0,NA,15,98,6.53333333333333
2020,3,S08000032,L106H,Not Specified,2,0,0,NA,15,74,4.93333333333333
2020,4,S08000032,L106H,Not Specified,2,0,0,NA,10,72,7.2
2021,1,S08000032,L106H,Not Specified,2,0,0,NA,10,45,4.5
2021,2,S08000032,L106H,Not Specified,2,0,0,NA,10,53,5.3
2016,2,S08000032,L106H,Not Specified,3,0,0,NA,24,322,13.4166666666667
2016,3,S08000032,L106H,Not Specified,3,0,0,NA,24,250,10.4166666666667
2016,4,S08000032,L106H,Not Specified,3,0,0,NA,35,251,7.17142857142857
2017,1,S08000032,L106H,Not Specified,3,0,0,NA,30,496,16.5333333333333
2017,2,S08000032,L106H,Not Specified,3,0,0,NA,22,141,6.40909090909091
2017,3,S08000032,L106H,Not Specified,3,0,0,NA,21,237,11.2857142857143
2017,4,S08000032,L106H,Not Specified,3,0,0,NA,21,182,8.66666666666667
2018,1,S08000032,L106H,Not Specified,3,0,0,NA,19,213,11.2105263157895
2018,2,S08000032,L106H,Not Specified,3,0,0,NA,22,384,17.4545454545455
2018,3,S08000032,L106H,Not Specified,3,0,0,NA,21,110,5.23809523809524
2018,4,S08000032,L106H,Not Specified,3,0,0,NA,22,503,22.8636363636364
2019,1,S08000032,L106H,Not Specified,3,0,0,NA,15,100,6.66666666666667
2019,2,S08000032,L106H,Not Specified,3,0,0,NA,19,168,8.8421052631579
2019,3,S08000032,L106H,Not Specified,3,0,0,NA,25,329,13.16
2019,4,S08000032,L106H,Not Specified,3,0,0,NA,15,367,24.4666666666667
2020,1,S08000032,L106H,Not Specified,3,0,0,NA,16,182,11.375
2020,2,S08000032,L106H,Not Specified,3,0,0,NA,5,33,6.6
2020,3,S08000032,L106H,Not Specified,3,0,0,NA,5,65,13
2020,4,S08000032,L106H,Not Specified,3,0,0,NA,5,44,8.8
2018,1,S08000032,L106H,Not Specified,4,0,0,NA,22,216,9.81818181818182
2018,2,S08000032,L106H,Not Specified,4,0,0,NA,10,114,11.4
2018,3,S08000032,L106H,Not Specified,4,0,0,NA,16,74,4.625
2018,4,S08000032,L106H,Not Specified,4,0,0,NA,15,136,9.06666666666667
2019,1,S08000032,L106H,Not Specified,4,0,0,NA,11,163,14.8181818181818
2019,2,S08000032,L106H,Not Specified,4,0,0,NA,10,80,8
2019,3,S08000032,L106H,Not Specified,4,0,0,NA,25,314,12.56
2019,4,S08000032,L106H,Not Specified,4,0,0,NA,5,35,7
2020,1,S08000032,L106H,Not Specified,4,0,0,NA,14,142,10.1428571428571
2020,2,S08000032,L106H,Not Specified,4,0,0,NA,5,25,5
2020,3,S08000032,L106H,Not Specified,4,0,0,NA,5,29,5.8
2020,4,S08000032,L106H,Not Specified,4,0,0,NA,5,17,3.4
2021,1,S08000032,L106H,Not Specified,4,0,0,NA,5,58,11.6
2021,2,S08000032,L106H,Not Specified,4,0,0,NA,5,29,5.8
2016,2,S08000032,L106H,Not Specified,5,0,0,NA,5,28,5.6
2016,3,S08000032,L106H,Not Specified,5,0,0,NA,5,33,6.6
2016,4,S08000032,L106H,Not Specified,5,0,0,NA,15,225,15
2017,1,S08000032,L106H,Not Specified,5,0,0,NA,10,53,5.3
2017,2,S08000032,L106H,Not Specified,5,0,0,NA,10,1336,133.6
2017,3,S08000032,L106H,Not Specified,5,0,0,NA,10,90,9
2017,4,S08000032,L106H,Not Specified,5,0,0,NA,10,56,5.6
2018,1,S08000032,L106H,Not Specified,5,0,0,NA,5,82,16.4
2018,2,S08000032,L106H,Not Specified,5,0,0,NA,10,54,5.4
2018,3,S08000032,L106H,Not Specified,5,0,0,NA,5,43,8.6
2018,4,S08000032,L106H,Not Specified,5,0,0,NA,10,36,3.6
2019,1,S08000032,L106H,Not Specified,5,0,0,NA,10,66,6.6
2019,2,S08000032,L106H,Not Specified,5,0,0,NA,5,25,5
2019,3,S08000032,L106H,Not Specified,5,0,0,NA,14,50,3.57142857142857
2019,4,S08000032,L106H,Not Specified,5,0,0,NA,10,72,7.2
2020,1,S08000032,L106H,Not Specified,5,0,0,NA,10,108,10.8
2020,2,S08000032,L106H,Not Specified,5,0,0,NA,5,132,26.4
2020,3,S08000032,L106H,Not Specified,5,0,0,NA,0,5,NA
2020,4,S08000032,L106H,Not Specified,5,0,0,NA,0,7,NA
2021,1,S08000032,L106H,Not Specified,5,0,0,NA,0,10,NA
2021,2,S08000032,L106H,Not Specified,5,0,0,NA,0,6,NA
2016,4,S08000032,L106H,Not Specified,NA,0,0,NA,0,0,NA
2016,2,S08000032,L308H,Not Specified,1,0,0,NA,5,78,15.6
2016,3,S08000032,L308H,Not Specified,1,0,0,NA,10,127,12.7
2016,4,S08000032,L308H,Not Specified,1,0,0,NA,5,10,2
2017,1,S08000032,L308H,Not Specified,1,0,0,NA,5,19,3.8
2017,2,S08000032,L308H,Not Specified,1,0,0,NA,5,17,3.4
2017,3,S08000032,L308H,Not Specified,1,0,0,NA,10,29,2.9
2017,4,S08000032,L308H,Not Specified,1,0,0,NA,15,95,6.33333333333333
2018,1,S08000032,L308H,Not Specified,1,0,0,NA,10,27,2.7
2018,2,S08000032,L308H,Not Specified,1,0,0,NA,5,72,14.4
2018,3,S08000032,L308H,Not Specified,1,0,0,NA,15,108,7.2
2018,4,S08000032,L308H,Not Specified,1,0,0,NA,16,160,10
2019,1,S08000032,L308H,Not Specified,1,0,0,NA,13,51,3.92307692307692
2019,2,S08000032,L308H,Not Specified,1,0,0,NA,18,89,4.94444444444444
2019,3,S08000032,L308H,Not Specified,1,0,0,NA,15,113,7.53333333333333
2019,4,S08000032,L308H,Not Specified,1,0,0,NA,16,93,5.8125
2020,1,S08000032,L308H,Not Specified,1,0,0,NA,10,73,7.3
2020,2,S08000032,L308H,Not Specified,1,0,0,NA,10,57,5.7
2020,3,S08000032,L308H,Not Specified,1,0,0,NA,15,189,12.6
2020,4,S08000032,L308H,Not Specified,1,0,0,NA,15,4857,323.8
2021,1,S08000032,L308H,Not Specified,1,0,0,NA,5,67,13.4
2021,2,S08000032,L308H,Not Specified,1,0,0,NA,87,383,4.40229885057471
2016,2,S08000032,L308H,Not Specified,2,0,0,NA,10,86,8.6
2016,3,S08000032,L308H,Not Specified,2,0,0,NA,5,28,5.6
2016,4,S08000032,L308H,Not Specified,2,0,0,NA,5,21,4.2
2017,1,S08000032,L308H,Not Specified,2,0,0,NA,5,149,29.8
2017,2,S08000032,L308H,Not Specified,2,0,0,NA,5,62,12.4
2017,3,S08000032,L308H,Not Specified,2,0,0,NA,5,94,18.8
2017,4,S08000032,L308H,Not Specified,2,0,0,NA,10,202,20.2
2018,1,S08000032,L308H,Not Specified,2,0,0,NA,15,82,5.46666666666667
2018,2,S08000032,L308H,Not Specified,2,0,0,NA,11,80,7.27272727272727
2018,3,S08000032,L308H,Not Specified,2,0,0,NA,10,79,7.9
2018,4,S08000032,L308H,Not Specified,2,0,0,NA,10,68,6.8
2019,1,S08000032,L308H,Not Specified,2,0,0,NA,10,78,7.8
2019,2,S08000032,L308H,Not Specified,2,0,0,NA,10,60,6
2019,3,S08000032,L308H,Not Specified,2,0,0,NA,18,142,7.88888888888889
2019,4,S08000032,L308H,Not Specified,2,0,0,NA,17,139,8.17647058823529
2020,1,S08000032,L308H,Not Specified,2,0,0,NA,10,86,8.6
2020,2,S08000032,L308H,Not Specified,2,0,0,NA,14,81,5.78571428571429
2020,3,S08000032,L308H,Not Specified,2,0,0,NA,19,168,8.8421052631579
2020,4,S08000032,L308H,Not Specified,2,0,0,NA,10,87,8.7
2021,1,S08000032,L308H,Not Specified,2,0,0,NA,5,5,1
2021,2,S08000032,L308H,Not Specified,2,0,0,NA,68,408,6
2016,2,S08000032,L308H,Not Specified,3,0,0,NA,5,60,12
2016,3,S08000032,L308H,Not Specified,3,0,0,NA,5,27,5.4
2017,1,S08000032,L308H,Not Specified,3,0,0,NA,5,101,20.2
2017,2,S08000032,L308H,Not Specified,3,0,0,NA,5,213,42.6
2017,3,S08000032,L308H,Not Specified,3,0,0,NA,10,66,6.6
2017,4,S08000032,L308H,Not Specified,3,0,0,NA,5,50,10
2018,1,S08000032,L308H,Not Specified,3,0,0,NA,5,0,0
2018,2,S08000032,L308H,Not Specified,3,0,0,NA,5,28,5.6
2018,3,S08000032,L308H,Not Specified,3,0,0,NA,5,16,3.2
2018,4,S08000032,L308H,Not Specified,3,0,0,NA,5,41,8.2
2019,1,S08000032,L308H,Not Specified,3,0,0,NA,10,92,9.2
2019,2,S08000032,L308H,Not Specified,3,0,0,NA,10,36,3.6
2019,3,S08000032,L308H,Not Specified,3,0,0,NA,5,17,3.4
2019,4,S08000032,L308H,Not Specified,3,0,0,NA,10,19,1.9
2020,1,S08000032,L308H,Not Specified,3,0,0,NA,5,35,7
2020,2,S08000032,L308H,Not Specified,3,0,0,NA,5,94,18.8
2020,3,S08000032,L308H,Not Specified,3,0,0,NA,5,58,11.6
2020,4,S08000032,L308H,Not Specified,3,0,0,NA,5,19,3.8
2021,1,S08000032,L308H,Not Specified,3,0,0,NA,5,152,30.4
2021,2,S08000032,L308H,Not Specified,3,0,0,NA,31,178,5.74193548387097
2016,2,S08000032,L308H,Not Specified,4,0,0,NA,5,42,8.4
2016,3,S08000032,L308H,Not Specified,4,0,0,NA,5,10,2
2016,2,S08000024,S308H,Not Specified,NA,0,0,NA,0,9,NA
2016,4,S08000032,L308H,Not Specified,4,0,0,NA,5,22,4.4
2017,1,S08000032,L308H,Not Specified,4,0,0,NA,5,16,3.2
2017,2,S08000032,L308H,Not Specified,4,0,0,NA,0,0,NA
