year,quarter,hb,location,specialty,specialty_name,all_staffed_beds,total_occupied_beds,average_available_staffed_beds,average_occupied_beds,percentage_occupancy
2016,3,S08000015,S08000015,NA,Women and Newborn Grouping,4386,3303,47.67391304347826,35.90217391304348,75.3077975376197
2016,4,S08000015,A111H,NA,Women and Newborn Grouping,4257,3148,46.27173913043478,34.21739130434783,73.94879022786
2016,4,S08000015,S08000015,NA,Women and Newborn Grouping,4257,3148,46.27173913043478,34.21739130434783,73.94879022786
2017,1,S08000015,A111H,NA,Women and Newborn Grouping,4181,2795,46.45555555555555,31.055555555555557,66.85003587658456
2017,1,S08000015,S08000015,NA,Women and Newborn Grouping,4181,2795,46.45555555555555,31.055555555555557,66.85003587658456
2017,2,S08000015,A111H,NA,Women and Newborn Grouping,4090,3029,44.94505494505494,33.285714285714285,74.05867970660147
2017,2,S08000015,S08000015,NA,Women and Newborn Grouping,4090,3029,44.94505494505494,33.285714285714285,74.05867970660147
2017,3,S08000015,A111H,NA,Women and Newborn Grouping,4038,3155,43.891304347826086,34.29347826086956,78.13273897969292
2017,3,S08000015,S08000015,NA,Women and Newborn Grouping,4038,3155,43.891304347826086,34.29347826086956,78.13273897969292
2017,4,S08000015,A101H,NA,Women and Newborn Grouping,1,1,0.0108695652173913,0.0108695652173913,100
2017,4,S08000015,A111H,NA,Women and Newborn Grouping,4057,3103,44.09782608695652,33.72826086956522,76.48508750308109
2017,4,S08000015,S08000015,NA,Women and Newborn Grouping,4058,3104,44.108695652173914,33.73913043478261,76.49088220798423
2018,1,S08000015,A111H,NA,Women and Newborn Grouping,3987,3040,44.3,33.77777777777778,76.2478053674442
2018,1,S08000015,S08000015,NA,Women and Newborn Grouping,3987,3040,44.3,33.77777777777778,76.2478053674442
2018,2,S08000015,A111H,NA,Women and Newborn Grouping,4065,2953,44.67032967032967,32.45054945054945,72.64452644526446
2018,2,S08000015,S08000015,NA,Women and Newborn Grouping,4065,2953,44.67032967032967,32.45054945054945,72.64452644526446
2018,3,S08000015,A111H,NA,Women and Newborn Grouping,4089,2868,44.44565217391305,31.17391304347826,70.13939838591342
2018,3,S08000015,S08000015,NA,Women and Newborn Grouping,4089,2868,44.44565217391305,31.17391304347826,70.13939838591342
2018,4,S08000015,A111H,NA,Women and Newborn Grouping,4185,3044,45.48913043478261,33.08695652173913,72.73596176821984
2018,4,S08000015,S08000015,NA,Women and Newborn Grouping,4185,3044,45.48913043478261,33.08695652173913,72.73596176821984
2019,1,S08000015,A111H,NA,Women and Newborn Grouping,3995,2976,44.388888888888886,33.06666666666667,74.49311639549438
2019,1,S08000015,S08000015,NA,Women and Newborn Grouping,3995,2976,44.388888888888886,33.06666666666667,74.49311639549438
2019,2,S08000015,A111H,NA,Women and Newborn Grouping,4060,2827,44.61538461538461,31.065934065934066,69.63054187192118
2019,2,S08000015,S08000015,NA,Women and Newborn Grouping,4060,2827,44.61538461538461,31.065934065934066,69.63054187192118
2019,3,S08000015,A111H,NA,Women and Newborn Grouping,4124,3071,44.82608695652174,33.380434782608695,74.46653734238603
2019,3,S08000015,S08000015,NA,Women and Newborn Grouping,4124,3071,44.82608695652174,33.380434782608695,74.46653734238603
2019,4,S08000015,A111H,NA,Women and Newborn Grouping,4066,2685,44.19565217391305,29.184782608695652,66.0354156419085
2019,4,S08000015,S08000015,NA,Women and Newborn Grouping,4066,2685,44.19565217391305,29.184782608695652,66.0354156419085
2020,1,S08000015,A111H,NA,Women and Newborn Grouping,4046,2789,44.46153846153846,30.64835164835165,68.9322787938705
2020,1,S08000015,S08000015,NA,Women and Newborn Grouping,4046,2789,44.46153846153846,30.64835164835165,68.9322787938705
2020,2,S08000015,A111H,NA,Women and Newborn Grouping,4001,2079,43.96703296703296,22.846153846153847,51.962009497625594
2020,2,S08000015,S08000015,NA,Women and Newborn Grouping,4001,2079,43.96703296703296,22.846153846153847,51.962009497625594
2020,3,S08000015,A111H,NA,Women and Newborn Grouping,4019,2339,43.68478260869565,25.42391304347826,58.19855685493904
2020,3,S08000015,S08000015,NA,Women and Newborn Grouping,4019,2339,43.68478260869565,25.42391304347826,58.19855685493904
2020,4,S08000015,A111H,NA,Women and Newborn Grouping,4266,2454,46.369565217391305,26.67391304347826,57.52461322081576
2020,4,S08000015,S08000015,NA,Women and Newborn Grouping,4266,2454,46.369565217391305,26.67391304347826,57.52461322081576
2021,1,S08000015,A111H,NA,Women and Newborn Grouping,3969,2076,44.1,23.066666666666663,52.30536659108087
2021,1,S08000015,S08000015,NA,Women and Newborn Grouping,4013,2120,44.58888888888889,23.555555555555557,52.82830799900324
2021,2,S08000015,A111H,NA,Women and Newborn Grouping,4252,2427,46.72527472527472,26.67032967032967,57.07902163687677
2021,2,S08000015,S08000015,NA,Women and Newborn Grouping,4252,2427,46.72527472527472,26.67032967032967,57.07902163687677
2016,2,S08000016,B120H,NA,All Acute,21004,18739,230.8131868131868,205.92307692307693,89.21633974481053
2016,2,S08000016,S08000016,NA,All Acute,21004,18739,230.8131868131868,205.92307692307693,89.21633974481053
2016,3,S08000016,B120H,NA,All Acute,20748,17825,225.5217391304348,193.75,85.91189512242143
2016,3,S08000016,S08000016,NA,All Acute,20748,17825,225.5217391304348,193.75,85.91189512242143
2016,4,S08000016,B120H,NA,All Acute,20714,18382,225.15217391304347,199.80434782608697,88.74191368156804
2016,4,S08000016,S08000016,NA,All Acute,20714,18382,225.15217391304347,199.80434782608697,88.74191368156804
2017,1,S08000016,B120H,NA,All Acute,20738,19103,230.42222222222225,212.25555555555556,92.11592246118238
2017,1,S08000016,S08000016,NA,All Acute,20738,19103,230.42222222222225,212.25555555555556,92.11592246118238
2017,2,S08000016,B120H,NA,All Acute,20674,18519,227.1868131868132,203.5054945054945,89.57627938473445
2017,2,S08000016,S08000016,NA,All Acute,20674,18519,227.1868131868132,203.5054945054945,89.57627938473445
2017,3,S08000016,B120H,NA,All Acute,20812,18044,226.2173913043478,196.1304347826087,86.69998078031905
2017,3,S08000016,S08000016,NA,All Acute,20812,18044,226.2173913043478,196.1304347826087,86.69998078031905
2017,4,S08000016,B120H,NA,All Acute,20875,19036,226.90217391304347,206.91304347826087,91.19041916167664
2017,4,S08000016,S08000016,NA,All Acute,20875,19036,226.90217391304347,206.91304347826087,91.19041916167664
2018,1,S08000016,B120H,NA,All Acute,20681,19949,229.7888888888889,221.65555555555557,96.46051931724772
2018,1,S08000016,S08000016,NA,All Acute,20681,19949,229.7888888888889,221.65555555555557,96.46051931724772
2018,2,S08000016,B120H,NA,All Acute,20868,19298,229.3186813186813,212.06593406593407,92.47651907226376
2018,2,S08000016,S08000016,NA,All Acute,20868,19298,229.3186813186813,212.06593406593407,92.47651907226376
2018,3,S08000016,B120H,NA,All Acute,20889,18555,227.05434782608697,201.68478260869568,88.82665517736608
2018,3,S08000016,S08000016,NA,All Acute,20889,18555,227.05434782608697,201.68478260869568,88.82665517736608
2018,4,S08000016,B120H,NA,All Acute,19724,17729,214.3913043478261,192.70652173913044,89.8854187791523
2018,4,S08000016,S08000016,NA,All Acute,19724,17729,214.3913043478261,192.70652173913044,89.8854187791523
2019,1,S08000016,B120H,NA,All Acute,20587,17904,228.74444444444444,198.93333333333337,86.96750376451159
2019,1,S08000016,S08000016,NA,All Acute,20587,17904,228.74444444444444,198.93333333333337,86.96750376451159
2019,2,S08000016,B120H,NA,All Acute,20036,17089,220.17582417582415,187.7912087912088,85.29147534438012
2019,2,S08000016,S08000016,NA,All Acute,20036,17089,220.17582417582415,187.7912087912088,85.29147534438012
2019,3,S08000016,B120H,NA,All Acute,19505,16320,212.0108695652174,177.3913043478261,83.67085362727505
2019,3,S08000016,S08000016,NA,All Acute,19505,16320,212.0108695652174,177.3913043478261,83.67085362727505
2019,4,S08000016,B120H,NA,All Acute,19217,16929,208.8804347826087,184.0108695652174,88.0938752146537
2019,4,S08000016,S08000016,NA,All Acute,19217,16929,208.8804347826087,184.0108695652174,88.0938752146537
2020,1,S08000016,B120H,NA,All Acute,20506,16181,225.34065934065933,177.8131868131868,78.90861211352774
2020,1,S08000016,S08000016,NA,All Acute,20597,16272,226.34065934065933,178.8131868131868,79.00179637811333
2020,2,S08000016,B120H,NA,All Acute,17048,10533,187.34065934065933,115.74725274725274,61.784373533552326
2020,2,S08000016,S08000016,NA,All Acute,17048,10533,187.34065934065933,115.74725274725274,61.784373533552326
2020,3,S08000016,B120H,NA,All Acute,17104,13436,185.91304347826087,146.04347826086956,78.55472404115996
2020,3,S08000016,S08000016,NA,All Acute,17104,13436,185.91304347826087,146.04347826086956,78.55472404115996
2020,4,S08000016,B120H,NA,All Acute,18074,15500,196.45652173913044,168.47826086956522,85.75854819077128
2020,4,S08000016,S08000016,NA,All Acute,18074,15500,196.45652173913044,168.47826086956522,85.75854819077128
2021,1,S08000016,B120H,NA,All Acute,19997,17052,222.1888888888889,189.46666666666667,85.2727909186378
2021,1,S08000016,S08000016,NA,All Acute,19997,17052,222.1888888888889,189.46666666666667,85.2727909186378
2021,2,S08000016,B120H,NA,All Acute,19678,17745,216.24175824175825,195,90.17684724057322
2021,2,S08000016,S08000016,NA,All Acute,19678,17745,216.24175824175825,195,90.17684724057322
2016,2,S08000016,B120H,Z9,All Specialties,25885,21884,284.45054945054943,240.4835164835165,84.54317172107399
2016,2,S08000016,S08000016,Z9,All Specialties,37500,32572,412.0879120879121,357.9340659340659,86.85866666666666
2016,3,S08000016,B120H,Z9,All Specialties,25988,21026,282.4782608695652,228.54347826086956,80.9065722641219
2016,3,S08000016,S08000016,Z9,All Specialties,38353,31455,416.8804347826087,341.9021739130435,82.01444476312153
2016,4,S08000016,B120H,Z9,All Specialties,25828,21536,280.7391304347826,234.08695652173913,83.3823757162769
2016,4,S08000016,S08000016,Z9,All Specialties,38345,32616,416.7934782608696,354.5217391304348,85.05932976920069
2017,1,S08000016,B120H,Z9,All Specialties,25436,22158,282.6222222222222,246.2,87.11275357760654
2017,1,S08000016,S08000016,Z9,All Specialties,37570,33461,417.44444444444446,371.7888888888889,89.06308224647324
2017,2,S08000016,B120H,Z9,All Specialties,25491,21218,280.1208791208791,233.16483516483515,83.2372209799537
2017,2,S08000016,S08000016,Z9,All Specialties,37898,32504,416.46153846153845,357.1868131868132,85.76705894770174
2017,3,S08000016,B120H,Z9,All Specialties,25807,21185,280.5108695652174,230.2717391304348,82.09013058472507
2017,3,S08000016,S08000016,Z9,All Specialties,38165,32452,414.8369565217391,352.7391304347826,85.03078737062755
2017,4,S08000016,B120H,Z9,All Specialties,25824,22320,280.69565217391306,242.6086956521739,86.43122676579925
2017,4,S08000016,S08000016,Z9,All Specialties,38284,32440,416.1304347826087,352.60869565217394,84.73513739421169
2018,1,S08000016,B120H,Z9,All Specialties,25254,22818,280.6,253.53333333333333,90.35400332620574
2018,1,S08000016,S08000016,Z9,All Specialties,37646,32986,418.2888888888889,366.5111111111111,87.62152685544281
2018,2,S08000016,B120H,Z9,All Specialties,25375,21867,278.84615384615387,240.2967032967033,86.17536945812807
2018,2,S08000016,S08000016,Z9,All Specialties,37686,31525,414.13186813186815,346.42857142857144,83.6517539669904
2018,3,S08000016,B120H,Z9,All Specialties,25573,21704,277.9673913043478,235.91304347826087,84.87076213193603
2018,3,S08000016,S08000016,Z9,All Specialties,38046,32651,413.5434782608696,354.9021739130435,85.8197970877359
2018,4,S08000016,B120H,Z9,All Specialties,24693,20376,268.4021739130435,221.4782608695652,82.51731259871218
2018,4,S08000016,S08000016,Z9,All Specialties,37113,31191,403.4021739130435,339.0326086956522,84.04332713604397
2019,1,S08000016,B120H,Z9,All Specialties,25614,20331,284.6,225.9,79.37456078706957
2019,1,S08000016,S08000016,Z9,All Specialties,37842,29390,420.46666666666664,326.55555555555554,77.66502827546114
2019,2,S08000016,B120H,Z9,All Specialties,25078,19532,275.5824175824176,214.63736263736263,77.88499880373236
2019,2,S08000016,S08000016,Z9,All Specialties,37363,29746,410.5824175824176,326.8791208791209,79.61352139817467
2019,3,S08000016,B120H,Z9,All Specialties,24087,18401,261.8152173913044,200.0108695652174,76.39390542616349
2019,3,S08000016,S08000016,Z9,All Specialties,36476,28962,396.4782608695652,314.80434782608694,79.40015352560587
2019,4,S08000016,B120H,Z9,All Specialties,22531,18717,244.90217391304347,203.44565217391303,83.0722116195464
2019,4,S08000016,S08000016,Z9,All Specialties,34951,29415,379.9021739130435,319.7282608695652,84.16068209779405
2020,1,S08000016,B120H,Z9,All Specialties,23779,17768,261.3076923076923,195.25274725274724,74.72139282560242
2020,1,S08000016,S08000016,Z9,All Specialties,36191,28946,397.7032967032967,318.0879120879121,79.98121079826477
2020,2,S08000016,B120H,Z9,All Specialties,20472,11699,224.96703296703296,128.56043956043956,57.146346228995704
2020,2,S08000016,S08000016,Z9,All Specialties,32767,20636,360.0769230769231,226.76923076923077,62.97799615466781
2020,3,S08000016,B120H,Z9,All Specialties,20558,14930,223.45652173913044,162.2826086956522,72.62379608911374
2020,3,S08000016,S08000016,Z9,All Specialties,32984,25295,358.5217391304348,274.94565217391306,76.68869755032743
2020,4,S08000016,B120H,Z9,All Specialties,21347,16804,232.0326086956522,182.65217391304347,78.71832107556097
2020,4,S08000016,S08000016,Z9,All Specialties,33767,27161,367.0326086956522,295.2282608695652,80.43652086356501
2021,1,S08000016,B120H,Z9,All Specialties,23221,18365,258.0111111111111,204.05555555555551,79.08789457818354
2021,1,S08000016,S08000016,Z9,All Specialties,35371,28168,393.0111111111111,312.97777777777776,79.6358598852167
2021,2,S08000016,B120H,Z9,All Specialties,23042,19392,253.2087912087912,213.0989010989011,84.1593611665654
2021,2,S08000016,S08000016,Z9,All Specialties,35351,29586,388.4725274725275,325.1208791208791,83.69211620604791
2016,2,S08000016,B120H,C3,Anaesthetics,293,1,3.21978021978022,0.01098901098901099,0.3412969283276451
2016,2,S08000016,S08000016,C3,Anaesthetics,293,1,3.21978021978022,0.01098901098901099,0.3412969283276451
2016,3,S08000016,B120H,C3,Anaesthetics,250,28,2.717391304347826,0.30434782608695654,11.2
2016,3,S08000016,S08000016,C3,Anaesthetics,250,28,2.717391304347826,0.30434782608695654,11.2
2016,4,S08000016,B120H,C3,Anaesthetics,240,2,2.608695652173913,0.0217391304347826,0.8333333333333334
2016,4,S08000016,S08000016,C3,Anaesthetics,240,2,2.608695652173913,0.0217391304347826,0.8333333333333334
2017,1,S08000016,B120H,C3,Anaesthetics,234,3,2.6,0.03333333333333333,1.282051282051282
2017,1,S08000016,S08000016,C3,Anaesthetics,234,3,2.6,0.03333333333333333,1.282051282051282
2017,2,S08000016,B120H,C3,Anaesthetics,299,11,3.2857142857142856,0.12087912087912088,3.678929765886288
2019,1,S08000016,S08000016,A2,Cardiology,455,455,5.055555555555555,5.055555555555555,100
2017,2,S08000016,S08000016,C3,Anaesthetics,299,11,3.2857142857142856,0.12087912087912088,3.678929765886288
2017,3,S08000016,B120H,C3,Anaesthetics,302,15,3.282608695652174,0.16304347826086957,4.966887417218543
2017,3,S08000016,S08000016,C3,Anaesthetics,302,15,3.282608695652174,0.16304347826086957,4.966887417218543
2017,4,S08000016,B120H,C3,Anaesthetics,269,46,2.9239130434782608,0.5,17.100371747211895
2017,4,S08000016,S08000016,C3,Anaesthetics,269,46,2.9239130434782608,0.5,17.100371747211895
2018,1,S08000016,B120H,C3,Anaesthetics,232,19,2.577777777777778,0.2111111111111111,8.189655172413794
2018,1,S08000016,S08000016,C3,Anaesthetics,232,19,2.577777777777778,0.2111111111111111,8.189655172413794
2018,2,S08000016,B120H,C3,Anaesthetics,312,26,3.4285714285714284,0.2857142857142857,8.333333333333332
2018,2,S08000016,S08000016,C3,Anaesthetics,312,26,3.4285714285714284,0.2857142857142857,8.333333333333332
2018,3,S08000016,B120H,C3,Anaesthetics,303,23,3.2934782608695654,0.25,7.59075907590759
2018,3,S08000016,S08000016,C3,Anaesthetics,303,23,3.2934782608695654,0.25,7.59075907590759
2018,4,S08000016,B120H,C3,Anaesthetics,289,10,3.141304347826087,0.10869565217391304,3.4602076124567476
2018,4,S08000016,S08000016,C3,Anaesthetics,289,10,3.141304347826087,0.10869565217391304,3.4602076124567476
2019,1,S08000016,B120H,C3,Anaesthetics,322,14,3.577777777777778,0.15555555555555556,4.3478260869565215
2019,1,S08000016,S08000016,C3,Anaesthetics,322,14,3.577777777777778,0.15555555555555556,4.3478260869565215
2019,2,S08000016,B120H,C3,Anaesthetics,319,9,3.5054945054945055,0.0989010989010989,2.8213166144200623
2019,2,S08000016,S08000016,C3,Anaesthetics,319,9,3.5054945054945055,0.0989010989010989,2.8213166144200623
2019,3,S08000016,B120H,C3,Anaesthetics,329,15,3.5760869565217392,0.16304347826086957,4.5592705167173255
2019,3,S08000016,S08000016,C3,Anaesthetics,329,15,3.5760869565217392,0.16304347826086957,4.5592705167173255
2019,4,S08000016,B120H,C3,Anaesthetics,278,43,3.0217391304347827,0.4673913043478261,15.467625899280575
2019,4,S08000016,S08000016,C3,Anaesthetics,278,43,3.0217391304347827,0.4673913043478261,15.467625899280575
2020,1,S08000016,B120H,C3,Anaesthetics,600,40,6.593406593406593,0.4395604395604395,6.666666666666667
2020,1,S08000016,S08000016,C3,Anaesthetics,600,40,6.593406593406593,0.4395604395604395,6.666666666666667
2020,2,S08000016,B120H,C3,Anaesthetics,1055,35,11.593406593406591,0.38461538461538464,3.3175355450236967
2020,2,S08000016,S08000016,C3,Anaesthetics,1055,35,11.593406593406591,0.38461538461538464,3.3175355450236967
2019,2,S08000016,B120H,A2,Cardiology,549,549,6.032967032967033,6.032967032967033,100
2020,3,S08000016,B120H,C3,Anaesthetics,971,27,10.554347826086955,0.29347826086956524,2.780638516992791
2020,3,S08000016,S08000016,C3,Anaesthetics,971,27,10.554347826086955,0.29347826086956524,2.780638516992791
2020,4,S08000016,B120H,C3,Anaesthetics,598,37,6.5,0.4021739130434782,6.187290969899665
2020,4,S08000016,S08000016,C3,Anaesthetics,598,37,6.5,0.4021739130434782,6.187290969899665
2021,1,S08000016,B120H,C3,Anaesthetics,301,30,3.344444444444445,0.3333333333333333,9.966777408637872
2021,1,S08000016,S08000016,C3,Anaesthetics,301,30,3.344444444444445,0.3333333333333333,9.966777408637872
2021,2,S08000016,B120H,C3,Anaesthetics,512,4,5.626373626373627,0.04395604395604396,0.78125
2021,2,S08000016,S08000016,C3,Anaesthetics,512,4,5.626373626373627,0.04395604395604396,0.78125
2016,2,S08000016,B120H,A2,Cardiology,462,462,5.076923076923077,5.076923076923077,100
2016,2,S08000016,S08000016,A2,Cardiology,462,462,5.076923076923077,5.076923076923077,100
2016,3,S08000016,B120H,A2,Cardiology,357,357,3.880434782608696,3.880434782608696,100
2016,3,S08000016,S08000016,A2,Cardiology,357,357,3.880434782608696,3.880434782608696,100
2016,4,S08000016,B120H,A2,Cardiology,565,565,6.141304347826087,6.141304347826087,100
2016,4,S08000016,S08000016,A2,Cardiology,565,565,6.141304347826087,6.141304347826087,100
2017,1,S08000016,B120H,A2,Cardiology,420,420,4.666666666666667,4.666666666666667,100
2017,1,S08000016,S08000016,A2,Cardiology,420,420,4.666666666666667,4.666666666666667,100
2017,2,S08000016,B120H,A2,Cardiology,426,426,4.681318681318682,4.681318681318682,100
2017,2,S08000016,S08000016,A2,Cardiology,426,426,4.681318681318682,4.681318681318682,100
2017,3,S08000016,B120H,A2,Cardiology,327,327,3.5543478260869565,3.5543478260869565,100
2017,3,S08000016,S08000016,A2,Cardiology,327,327,3.5543478260869565,3.5543478260869565,100
2017,4,S08000016,B120H,A2,Cardiology,342,342,3.717391304347826,3.717391304347826,100
2017,4,S08000016,S08000016,A2,Cardiology,342,342,3.717391304347826,3.717391304347826,100
2018,1,S08000016,B120H,A2,Cardiology,485,485,5.388888888888889,5.388888888888889,100
2018,1,S08000016,S08000016,A2,Cardiology,485,485,5.388888888888889,5.388888888888889,100
2018,2,S08000016,B120H,A2,Cardiology,645,645,7.087912087912088,7.087912087912088,100
2018,2,S08000016,S08000016,A2,Cardiology,645,645,7.087912087912088,7.087912087912088,100
2018,3,S08000016,B120H,A2,Cardiology,415,415,4.510869565217392,4.510869565217392,100
2018,3,S08000016,S08000016,A2,Cardiology,415,415,4.510869565217392,4.510869565217392,100
2018,4,S08000016,B120H,A2,Cardiology,639,639,6.945652173913044,6.945652173913044,100
2019,2,S08000016,S08000016,A2,Cardiology,549,549,6.032967032967033,6.032967032967033,100
2019,3,S08000016,B120H,A2,Cardiology,527,527,5.728260869565218,5.728260869565218,100
2019,3,S08000016,S08000016,A2,Cardiology,527,527,5.728260869565218,5.728260869565218,100
2019,4,S08000016,B120H,A2,Cardiology,562,562,6.108695652173913,6.108695652173913,100
2019,4,S08000016,S08000016,A2,Cardiology,562,562,6.108695652173913,6.108695652173913,100
2020,1,S08000016,B120H,A2,Cardiology,446,446,4.9010989010989015,4.9010989010989015,100
2020,1,S08000016,S08000016,A2,Cardiology,446,446,4.9010989010989015,4.9010989010989015,100
2020,2,S08000016,B120H,A2,Cardiology,342,342,3.758241758241758,3.758241758241758,100
2020,2,S08000016,S08000016,A2,Cardiology,342,342,3.758241758241758,3.758241758241758,100
2020,3,S08000016,B120H,A2,Cardiology,532,429,5.782608695652174,4.663043478260869,80.6390977443609
2020,3,S08000016,S08000016,A2,Cardiology,532,429,5.782608695652174,4.663043478260869,80.6390977443609
2020,4,S08000016,B120H,A2,Cardiology,439,439,4.771739130434782,4.771739130434782,100
2020,4,S08000016,S08000016,A2,Cardiology,439,439,4.771739130434782,4.771739130434782,100
2021,1,S08000016,B120H,A2,Cardiology,357,357,3.966666666666667,3.966666666666667,100
2021,1,S08000016,S08000016,A2,Cardiology,357,357,3.966666666666667,3.966666666666667,100
2021,2,S08000016,B120H,A2,Cardiology,644,644,7.076923076923077,7.076923076923077,100
2021,2,S08000016,S08000016,A2,Cardiology,644,644,7.076923076923077,7.076923076923077,100
2016,3,S08000016,S08000016,G2,Child & Adolescent Psychiatry,10,10,0.10869565217391304,0.10869565217391304,100
2017,1,S08000016,S08000016,G2,Child & Adolescent Psychiatry,27,27,0.3,0.3,100
2017,4,S08000016,S08000016,G2,Child & Adolescent Psychiatry,5,5,0.05434782608695652,0.05434782608695652,100
2018,4,S08000016,S08000016,G2,Child & Adolescent Psychiatry,12,12,0.13043478260869565,0.13043478260869565,100
2019,1,S08000016,S08000016,G2,Child & Adolescent Psychiatry,18,18,0.2,0.2,100
2019,2,S08000016,S08000016,G2,Child & Adolescent Psychiatry,10,10,0.10989010989010987,0.10989010989010987,100
2019,3,S08000016,S08000016,G2,Child & Adolescent Psychiatry,7,4,0.07608695652173914,0.04347826086956521,57.14285714285714
2019,4,S08000016,S08000016,G2,Child & Adolescent Psychiatry,26,26,0.2826086956521739,0.2826086956521739,100
2020,1,S08000016,S08000016,G2,Child & Adolescent Psychiatry,91,91,1,1,100
2020,2,S08000016,S08000016,G2,Child & Adolescent Psychiatry,2,2,0.02197802197802198,0.02197802197802198,100
2021,2,S08000016,S08000016,G2,Child & Adolescent Psychiatry,38,38,0.4175824175824176,0.4175824175824176,100
2016,2,S08000016,B120H,NA,Dental Grouping,7,7,0.07692307692307693,0.07692307692307693,100
2016,2,S08000016,S08000016,NA,Dental Grouping,7,7,0.07692307692307693,0.07692307692307693,100
2017,1,S08000016,B120H,NA,Dental Grouping,1,1,0.01111111111111111,0.01111111111111111,100
2017,1,S08000016,S08000016,NA,Dental Grouping,1,1,0.01111111111111111,0.01111111111111111,100
2017,2,S08000016,B120H,NA,Dental Grouping,1,1,0.01098901098901099,0.01098901098901099,100
2017,2,S08000016,S08000016,NA,Dental Grouping,1,1,0.01098901098901099,0.01098901098901099,100
2017,4,S08000016,B120H,NA,Dental Grouping,2,2,0.0217391304347826,0.0217391304347826,100
2017,4,S08000016,S08000016,NA,Dental Grouping,2,2,0.0217391304347826,0.0217391304347826,100
2018,1,S08000016,B120H,NA,Dental Grouping,3,3,0.03333333333333333,0.03333333333333333,100
2018,1,S08000016,S08000016,NA,Dental Grouping,3,3,0.03333333333333333,0.03333333333333333,100
2018,3,S08000016,B120H,NA,Dental Grouping,2,2,0.0217391304347826,0.0217391304347826,100
2018,3,S08000016,S08000016,NA,Dental Grouping,2,2,0.0217391304347826,0.0217391304347826,100
2018,4,S08000016,B120H,NA,Dental Grouping,1,1,0.0108695652173913,0.0108695652173913,100
2018,4,S08000016,S08000016,NA,Dental Grouping,1,1,0.0108695652173913,0.0108695652173913,100
2019,1,S08000016,B120H,NA,Dental Grouping,4,4,0.04444444444444444,0.04444444444444444,100
2019,1,S08000016,S08000016,NA,Dental Grouping,4,4,0.04444444444444444,0.04444444444444444,100
2019,2,S08000016,B120H,NA,Dental Grouping,1,1,0.01098901098901099,0.01098901098901099,100
2019,2,S08000016,S08000016,NA,Dental Grouping,1,1,0.01098901098901099,0.01098901098901099,100
2019,3,S08000016,B120H,NA,Dental Grouping,2,2,0.0217391304347826,0.0217391304347826,100
2019,3,S08000016,S08000016,NA,Dental Grouping,2,2,0.0217391304347826,0.0217391304347826,100
2020,1,S08000016,B120H,NA,Dental Grouping,1,1,0.01098901098901099,0.01098901098901099,100
2020,1,S08000016,S08000016,NA,Dental Grouping,1,1,0.01098901098901099,0.01098901098901099,100
2018,1,S08000016,B120H,A7,Dermatology,3,3,0.03333333333333333,0.03333333333333333,100
2018,1,S08000016,S08000016,A7,Dermatology,3,3,0.03333333333333333,0.03333333333333333,100
2016,2,S08000016,B120H,C5,"Ear, Nose & Throat (ENT)",31,31,0.34065934065934067,0.34065934065934067,100
2016,2,S08000016,S08000016,C5,"Ear, Nose & Throat (ENT)",31,31,0.34065934065934067,0.34065934065934067,100
2016,3,S08000016,B120H,C5,"Ear, Nose & Throat (ENT)",29,29,0.31521739130434784,0.31521739130434784,100
2016,3,S08000016,S08000016,C5,"Ear, Nose & Throat (ENT)",29,29,0.31521739130434784,0.31521739130434784,100
2016,4,S08000016,B120H,C5,"Ear, Nose & Throat (ENT)",45,45,0.4891304347826087,0.4891304347826087,100
2016,4,S08000016,S08000016,C5,"Ear, Nose & Throat (ENT)",45,45,0.4891304347826087,0.4891304347826087,100
2017,1,S08000016,B120H,C5,"Ear, Nose & Throat (ENT)",45,45,0.5,0.5,100
2017,1,S08000016,S08000016,C5,"Ear, Nose & Throat (ENT)",45,45,0.5,0.5,100
2017,2,S08000016,B120H,C5,"Ear, Nose & Throat (ENT)",33,33,0.3626373626373626,0.3626373626373626,100
2017,2,S08000016,S08000016,C5,"Ear, Nose & Throat (ENT)",33,33,0.3626373626373626,0.3626373626373626,100
2017,3,S08000016,B120H,C5,"Ear, Nose & Throat (ENT)",36,36,0.391304347826087,0.391304347826087,100
2017,3,S08000016,S08000016,C5,"Ear, Nose & Throat (ENT)",36,36,0.391304347826087,0.391304347826087,100
2017,4,S08000016,B120H,C5,"Ear, Nose & Throat (ENT)",23,23,0.25,0.25,100
2017,4,S08000016,S08000016,C5,"Ear, Nose & Throat (ENT)",23,23,0.25,0.25,100
2018,1,S08000016,B120H,C5,"Ear, Nose & Throat (ENT)",24,24,0.26666666666666666,0.26666666666666666,100
2018,1,S08000016,S08000016,C5,"Ear, Nose & Throat (ENT)",24,24,0.26666666666666666,0.26666666666666666,100
2018,2,S08000016,B120H,C5,"Ear, Nose & Throat (ENT)",55,55,0.6043956043956044,0.6043956043956044,100
2018,2,S08000016,S08000016,C5,"Ear, Nose & Throat (ENT)",55,55,0.6043956043956044,0.6043956043956044,100
2018,3,S08000016,B120H,C5,"Ear, Nose & Throat (ENT)",70,70,0.7608695652173914,0.7608695652173914,100
2018,3,S08000016,S08000016,C5,"Ear, Nose & Throat (ENT)",70,70,0.7608695652173914,0.7608695652173914,100
2018,4,S08000016,B120H,C5,"Ear, Nose & Throat (ENT)",24,24,0.2608695652173913,0.2608695652173913,100
