local_authority,date_code,measurement,value,sex,age
Perth and Kinross,2016-2018,95% Upper Confidence Limit,58.91,Female,25-29 years
Perth and Kinross,2016-2018,Count,58.47,Female,25-29 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,58.03,Female,25-29 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,50.75,Male,30-34 years
Perth and Kinross,2016-2018,Count,50.24,Male,30-34 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,49.73,Male,30-34 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,53.96,Female,30-34 years
Perth and Kinross,2016-2018,Count,53.52,Female,30-34 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,53.08,Female,30-34 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,46.17,Male,35-39 years
Perth and Kinross,2016-2018,Count,45.68,Male,35-39 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,45.2,Male,35-39 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,49.03,Female,35-39 years
Perth and Kinross,2016-2018,Count,48.6,Female,35-39 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,48.17,Female,35-39 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,41.53,Male,40-44 years
Perth and Kinross,2016-2018,Count,41.07,Male,40-44 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,40.61,Male,40-44 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,44.2,Female,40-44 years
Perth and Kinross,2016-2018,Count,43.78,Female,40-44 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,43.37,Female,40-44 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,37.09,Male,45-49 years
Perth and Kinross,2016-2018,Count,36.66,Male,45-49 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,36.23,Male,45-49 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,39.48,Female,45-49 years
Perth and Kinross,2016-2018,Count,39.08,Female,45-49 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,38.68,Female,45-49 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,32.6,Male,50-54 years
Perth and Kinross,2016-2018,Count,32.19,Male,50-54 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,31.79,Male,50-54 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,34.84,Female,50-54 years
Perth and Kinross,2016-2018,Count,34.46,Female,50-54 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,34.08,Female,50-54 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,28.12,Male,55-59 years
Perth and Kinross,2016-2018,Count,27.73,Male,55-59 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,27.33,Male,55-59 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,30.18,Female,55-59 years
Perth and Kinross,2016-2018,Count,29.81,Female,55-59 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,29.44,Female,55-59 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,23.89,Male,60-64 years
Perth and Kinross,2016-2018,Count,23.52,Male,60-64 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,23.14,Male,60-64 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,25.7,Female,60-64 years
Perth and Kinross,2016-2018,Count,25.35,Female,60-64 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,24.99,Female,60-64 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,19.65,Male,65-69 years
Perth and Kinross,2016-2018,Count,19.29,Male,65-69 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,18.93,Male,65-69 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,21.38,Female,65-69 years
Perth and Kinross,2016-2018,Count,21.05,Female,65-69 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,20.71,Female,65-69 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,15.85,Male,70-74 years
Perth and Kinross,2016-2018,Count,15.5,Male,70-74 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,15.16,Male,70-74 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,17.23,Female,70-74 years
Perth and Kinross,2016-2018,Count,16.91,Female,70-74 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,16.59,Female,70-74 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,12.39,Male,75-79 years
Perth and Kinross,2016-2018,Count,12.06,Male,75-79 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,11.73,Male,75-79 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,13.59,Female,75-79 years
Perth and Kinross,2016-2018,Count,13.29,Female,75-79 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,13,Female,75-79 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,9.35,Male,80-84 years
Perth and Kinross,2016-2018,Count,9.02,Male,80-84 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,8.7,Male,80-84 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,10.05,Female,80-84 years
Perth and Kinross,2016-2018,Count,9.77,Female,80-84 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,9.49,Female,80-84 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,6.84,Male,85-89 years
Perth and Kinross,2016-2018,Count,6.49,Male,85-89 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,6.14,Male,85-89 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,7.24,Female,85-89 years
Perth and Kinross,2016-2018,Count,6.96,Female,85-89 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,6.69,Female,85-89 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,4.9,Male,90 years
Perth and Kinross,2016-2018,Count,4.44,Male,90 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,3.97,Male,90 years
Perth and Kinross,2016-2018,95% Upper Confidence Limit,5,Female,90 years
Perth and Kinross,2016-2018,Count,4.67,Female,90 years
Perth and Kinross,2016-2018,95% Lower Confidence Limit,4.33,Female,90 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,79.65684,Male,0 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,78.44648,Male,0 years
Perth and Kinross,2017-2019,Count,79.05166,Male,0 years
Perth and Kinross,2017-2019,Count,83.26052,Female,0 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,83.7468,Female,0 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,82.77425,Female,0 years
Perth and Kinross,2017-2019,Count,78.25926,Male,1-4 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,78.83803,Male,1-4 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,77.68049,Male,1-4 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,81.93596,Female,1-4 years
Perth and Kinross,2017-2019,Count,82.39762,Female,1-4 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,82.85929,Female,1-4 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,74.86884,Male,5-9 years
Perth and Kinross,2017-2019,Count,74.29377,Male,5-9 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,73.71871,Male,5-9 years
Perth and Kinross,2017-2019,Count,78.39762,Female,5-9 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,78.85929,Female,5-9 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,77.93596,Female,5-9 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,68.75061,Male,10-14 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,69.89547,Male,10-14 years
Perth and Kinross,2017-2019,Count,69.32304,Male,10-14 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,72.93596,Female,10-14 years
Perth and Kinross,2017-2019,Count,73.39762,Female,10-14 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,73.85929,Female,10-14 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,63.78042,Male,15-19 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,64.92067,Male,15-19 years
Perth and Kinross,2017-2019,Count,64.35055,Male,15-19 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,67.96962,Female,15-19 years
Perth and Kinross,2017-2019,Count,68.4277,Female,15-19 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,68.88578,Female,15-19 years
Perth and Kinross,2017-2019,Count,59.49643,Male,20-24 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,58.93704,Male,20-24 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,60.05582,Male,20-24 years
Perth and Kinross,2017-2019,Count,63.51395,Female,20-24 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,63.96211,Female,20-24 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,63.0658,Female,20-24 years
Perth and Kinross,2017-2019,Count,54.77023,Male,25-29 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,54.23003,Male,25-29 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,55.31043,Male,25-29 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,58.12978,Female,25-29 years
Perth and Kinross,2017-2019,Count,58.57127,Female,25-29 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,59.01275,Female,25-29 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,50.63251,Male,30-34 years
Perth and Kinross,2017-2019,Count,50.11408,Male,30-34 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,49.59564,Male,30-34 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,53.20766,Female,30-34 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,54.07698,Female,30-34 years
Perth and Kinross,2017-2019,Count,53.64232,Female,30-34 years
Perth and Kinross,2017-2019,Count,45.55754,Male,35-39 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,46.0481,Male,35-39 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,45.06697,Male,35-39 years
Perth and Kinross,2017-2019,Count,48.70122,Female,35-39 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,48.27119,Female,35-39 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,49.13124,Female,35-39 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,41.4827,Male,40-44 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,40.55212,Male,40-44 years
Perth and Kinross,2017-2019,Count,41.01741,Male,40-44 years
Perth and Kinross,2017-2019,Count,43.93346,Female,40-44 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,44.3467,Female,40-44 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,43.52023,Female,40-44 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,36.2857,Male,45-49 years
Perth and Kinross,2017-2019,Count,36.71072,Male,45-49 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,37.13574,Male,45-49 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,39.57514,Female,45-49 years
Perth and Kinross,2017-2019,Count,39.17851,Female,45-49 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,38.78187,Female,45-49 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,31.87542,Male,50-54 years
Perth and Kinross,2017-2019,Count,32.27623,Male,50-54 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,32.67703,Male,50-54 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,34.10971,Female,50-54 years
Perth and Kinross,2017-2019,Count,34.49232,Female,50-54 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,34.87494,Female,50-54 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,28.27975,Male,55-59 years
Perth and Kinross,2017-2019,Count,27.8971,Male,55-59 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,27.51446,Male,55-59 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,30.26357,Female,55-59 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,29.52482,Female,55-59 years
Perth and Kinross,2017-2019,Count,29.89419,Female,55-59 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,23.99769,Male,60-64 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,23.2698,Male,60-64 years
Perth and Kinross,2017-2019,Count,23.63375,Male,60-64 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,25.08905,Female,60-64 years
Perth and Kinross,2017-2019,Count,25.44211,Female,60-64 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,25.79517,Female,60-64 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,19.09455,Male,65-69 years
Perth and Kinross,2017-2019,Count,19.44092,Male,65-69 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,19.78729,Male,65-69 years
Perth and Kinross,2017-2019,Count,21.1177,Female,65-69 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,20.78231,Female,65-69 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,21.45308,Female,65-69 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,15.19761,Male,70-74 years
Perth and Kinross,2017-2019,Count,15.5278,Male,70-74 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,15.858,Male,70-74 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,17.31277,Female,70-74 years
Perth and Kinross,2017-2019,Count,16.99459,Female,70-74 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,16.67642,Female,70-74 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,11.75491,Male,75-79 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,12.39105,Male,75-79 years
Perth and Kinross,2017-2019,Count,12.07298,Male,75-79 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,13.01808,Female,75-79 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,13.61995,Female,75-79 years
Perth and Kinross,2017-2019,Count,13.31901,Female,75-79 years
Perth and Kinross,2017-2019,Count,8.88618,Male,80-84 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,9.19486,Male,80-84 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,8.5775,Male,80-84 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,10.19759,Female,80-84 years
Perth and Kinross,2017-2019,Count,9.91276,Female,80-84 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,9.62792,Female,80-84 years
Perth and Kinross,2017-2019,Count,6.3645,Male,85-89 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,6.04128,Male,85-89 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,6.68773,Male,85-89 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,6.75393,Female,85-89 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,7.32149,Female,85-89 years
Perth and Kinross,2017-2019,Count,7.03771,Female,85-89 years
Perth and Kinross,2017-2019,Count,4.27822,Male,90 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,4.70781,Male,90 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,3.84862,Male,90 years
Perth and Kinross,2017-2019,95% Lower Confidence Limit,4.40931,Female,90 years
Perth and Kinross,2017-2019,95% Upper Confidence Limit,5.08476,Female,90 years
Perth and Kinross,2017-2019,Count,4.74704,Female,90 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,74.18,Male,0 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,75.28,Male,0 years
Renfrewshire,2009-2011,Count,74.73,Male,0 years
Renfrewshire,2009-2011,Count,80.28,Female,0 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,79.81,Female,0 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,80.74,Female,0 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,73.62,Male,1-4 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,74.65,Male,1-4 years
Renfrewshire,2009-2011,Count,74.13,Male,1-4 years
Renfrewshire,2009-2011,Count,79.44,Female,1-4 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,79,Female,1-4 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,79.89,Female,1-4 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,69.67,Male,5-9 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,70.69,Male,5-9 years
Renfrewshire,2009-2011,Count,70.18,Male,5-9 years
Renfrewshire,2009-2011,Count,75.47,Female,5-9 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,75.03,Female,5-9 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,75.92,Female,5-9 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,64.67,Male,10-14 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,65.69,Male,10-14 years
Renfrewshire,2009-2011,Count,65.18,Male,10-14 years
Renfrewshire,2009-2011,Count,70.5,Female,10-14 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,70.06,Female,10-14 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,70.94,Female,10-14 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,59.69,Male,15-19 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,60.71,Male,15-19 years
Renfrewshire,2009-2011,Count,60.2,Male,15-19 years
Renfrewshire,2009-2011,Count,65.5,Female,15-19 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,65.06,Female,15-19 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,65.94,Female,15-19 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,54.86,Male,20-24 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,55.86,Male,20-24 years
Renfrewshire,2009-2011,Count,55.36,Male,20-24 years
Renfrewshire,2009-2011,Count,60.56,Female,20-24 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,60.12,Female,20-24 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,60.99,Female,20-24 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,50.2,Male,25-29 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,51.16,Male,25-29 years
Renfrewshire,2009-2011,Count,50.68,Male,25-29 years
Renfrewshire,2009-2011,Count,55.63,Female,25-29 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,55.2,Female,25-29 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,56.06,Female,25-29 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,45.66,Male,30-34 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,46.58,Male,30-34 years
Renfrewshire,2009-2011,Count,46.12,Male,30-34 years
Renfrewshire,2009-2011,Count,50.83,Female,30-34 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,50.41,Female,30-34 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,51.25,Female,30-34 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,41.16,Male,35-39 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,42.02,Male,35-39 years
Renfrewshire,2009-2011,Count,41.59,Male,35-39 years
Renfrewshire,2009-2011,Count,46,Female,35-39 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,45.6,Female,35-39 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,46.41,Female,35-39 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,36.6,Male,40-44 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,37.43,Male,40-44 years
Renfrewshire,2009-2011,Count,37.01,Male,40-44 years
Renfrewshire,2009-2011,Count,41.14,Female,40-44 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,40.74,Female,40-44 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,41.54,Female,40-44 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,32.16,Male,45-49 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,32.95,Male,45-49 years
Renfrewshire,2009-2011,Count,32.56,Male,45-49 years
Renfrewshire,2009-2011,Count,36.46,Female,45-49 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,36.07,Female,45-49 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,36.85,Female,45-49 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,27.72,Male,50-54 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,28.49,Male,50-54 years
Renfrewshire,2009-2011,Count,28.11,Male,50-54 years
Renfrewshire,2009-2011,Count,31.9,Female,50-54 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,31.52,Female,50-54 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,32.28,Female,50-54 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,23.46,Male,55-59 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,24.2,Male,55-59 years
Renfrewshire,2009-2011,Count,23.83,Male,55-59 years
Renfrewshire,2009-2011,Count,27.39,Female,55-59 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,27.03,Female,55-59 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,27.76,Female,55-59 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,19.34,Male,60-64 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,20.05,Male,60-64 years
Renfrewshire,2009-2011,Count,19.7,Male,60-64 years
Renfrewshire,2009-2011,Count,23.01,Female,60-64 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,22.66,Female,60-64 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,23.36,Female,60-64 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,15.68,Male,65-69 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,16.36,Male,65-69 years
Renfrewshire,2009-2011,Count,16.02,Male,65-69 years
Renfrewshire,2009-2011,Count,18.88,Female,65-69 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,18.55,Female,65-69 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,19.21,Female,65-69 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,12.47,Male,70-74 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,13.1,Male,70-74 years
Renfrewshire,2009-2011,Count,12.79,Male,70-74 years
Renfrewshire,2009-2011,Count,15.12,Female,70-74 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,14.81,Female,70-74 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,15.43,Female,70-74 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,9.42,Male,75-79 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,10.02,Male,75-79 years
Renfrewshire,2009-2011,Count,9.72,Male,75-79 years
Renfrewshire,2009-2011,Count,11.72,Female,75-79 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,11.43,Female,75-79 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,12.01,Female,75-79 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,6.85,Male,80-84 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,7.44,Male,80-84 years
Renfrewshire,2009-2011,Count,7.15,Male,80-84 years
Renfrewshire,2009-2011,Count,8.74,Female,80-84 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,8.46,Female,80-84 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,9.02,Female,80-84 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,4.85,Male,85-89 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,5.52,Male,85-89 years
Renfrewshire,2009-2011,Count,5.19,Male,85-89 years
Renfrewshire,2009-2011,Count,6.31,Female,85-89 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,6.02,Female,85-89 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,6.59,Female,85-89 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,3.34,Male,90 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,4.41,Male,90 years
Renfrewshire,2009-2011,Count,3.87,Male,90 years
Renfrewshire,2009-2011,Count,4.38,Female,90 years
Renfrewshire,2009-2011,95% Lower Confidence Limit,4.01,Female,90 years
Renfrewshire,2009-2011,95% Upper Confidence Limit,4.76,Female,90 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,75.78,Male,0 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,74.69,Male,0 years
Renfrewshire,2010-2012,Count,75.23,Male,0 years
Renfrewshire,2010-2012,Count,80.37,Female,0 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,79.9,Female,0 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,80.84,Female,0 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,75.1,Male,1-4 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,74.08,Male,1-4 years
Renfrewshire,2010-2012,Count,74.59,Male,1-4 years
Renfrewshire,2010-2012,Count,79.59,Female,1-4 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,79.15,Female,1-4 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,80.04,Female,1-4 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,71.17,Male,5-9 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,70.16,Male,5-9 years
Renfrewshire,2010-2012,Count,70.67,Male,5-9 years
Renfrewshire,2010-2012,Count,75.65,Female,5-9 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,75.21,Female,5-9 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,76.09,Female,5-9 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,66.19,Male,10-14 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,65.19,Male,10-14 years
Renfrewshire,2010-2012,Count,65.69,Male,10-14 years
Renfrewshire,2010-2012,Count,70.7,Female,10-14 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,70.27,Female,10-14 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,71.14,Female,10-14 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,61.25,Male,15-19 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,60.25,Male,15-19 years
Renfrewshire,2010-2012,Count,60.75,Male,15-19 years
Renfrewshire,2010-2012,Count,65.7,Female,15-19 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,65.27,Female,15-19 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,66.14,Female,15-19 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,56.34,Male,20-24 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,55.35,Male,20-24 years
Renfrewshire,2010-2012,Count,55.84,Male,20-24 years
Renfrewshire,2010-2012,Count,60.74,Female,20-24 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,60.31,Female,20-24 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,61.17,Female,20-24 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,50.58,Male,25-29 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,51.55,Male,25-29 years
Renfrewshire,2010-2012,Count,51.07,Male,25-29 years
Renfrewshire,2010-2012,Count,55.82,Female,25-29 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,55.39,Female,25-29 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,56.24,Female,25-29 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,46.84,Male,30-34 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,45.9,Male,30-34 years
Renfrewshire,2010-2012,Count,46.37,Male,30-34 years
Renfrewshire,2010-2012,Count,51.03,Female,30-34 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,50.62,Female,30-34 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,51.44,Female,30-34 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,41.42,Male,35-39 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,42.3,Male,35-39 years
Renfrewshire,2010-2012,Count,41.86,Male,35-39 years
Renfrewshire,2010-2012,Count,46.23,Female,35-39 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,45.84,Female,35-39 years
