council_area,drug_name,num_deaths,year
Aberdeen City,Heroin/Morphine,18,2015
Aberdeen City,Methadone,22,2015
Aberdeen City,"Heroin/morphine, methadone or bupren-orphine",32,2015
Aberdeen City,Codeine,5,2015
Aberdeen City,Dihydro-codeine,9,2015
Aberdeen City,Any opiate or opioid,42,2015
Aberdeen City,Any Benzodiazepine,36,2015
Aberdeen City,Diazepam,25,2015
Aberdeen City,Cocaine,13,2015
Aberdeen City,Ecstasy,2,2015
Aberdeen City,Amphetamines,0,2015
Aberdeen City,Alcohol,17,2015
Aberdeenshire,All drug-related deaths,14,2015
Aberdeenshire,Heroin/Morphine,6,2015
Aberdeenshire,Methadone,7,2015
Aberdeenshire,"Heroin/morphine, methadone or bupren-orphine",9,2015
Aberdeenshire,Codeine,1,2015
Aberdeenshire,Dihydro-codeine,3,2015
Aberdeenshire,Any opiate or opioid,12,2015
Aberdeenshire,Any Benzodiazepine,10,2015
Aberdeenshire,Diazepam,5,2015
Aberdeenshire,Cocaine,3,2015
Aberdeenshire,Ecstasy,0,2015
Aberdeenshire,Amphetamines,0,2015
Aberdeenshire,Alcohol,6,2015
Angus,All drug-related deaths,17,2015
Angus,Heroin/Morphine,12,2015
Angus,Methadone,7,2015
Angus,"Heroin/morphine, methadone or bupren-orphine",13,2015
Angus,Codeine,2,2015
Angus,Dihydro-codeine,4,2015
Angus,Any opiate or opioid,14,2015
Angus,Any Benzodiazepine,11,2015
Angus,Diazepam,11,2015
Angus,Cocaine,1,2015
Angus,Ecstasy,1,2015
Angus,Amphetamines,1,2015
Angus,Alcohol,4,2015
Argyll and Bute,All drug-related deaths,11,2015
Argyll and Bute,Heroin/Morphine,7,2015
Argyll and Bute,Methadone,1,2015
Argyll and Bute,"Heroin/morphine, methadone or bupren-orphine",8,2015
Argyll and Bute,Codeine,2,2015
Argyll and Bute,Dihydro-codeine,1,2015
Argyll and Bute,Any opiate or opioid,10,2015
Argyll and Bute,Any Benzodiazepine,6,2015
Argyll and Bute,Diazepam,5,2015
Argyll and Bute,Cocaine,1,2015
Argyll and Bute,Ecstasy,0,2015
Argyll and Bute,Amphetamines,0,2015
Argyll and Bute,Alcohol,5,2015
Clackmannanshire,All drug-related deaths,7,2015
Clackmannanshire,Heroin/Morphine,6,2015
Clackmannanshire,Methadone,3,2015
Clackmannanshire,"Heroin/morphine, methadone or bupren-orphine",6,2015
Clackmannanshire,Codeine,1,2015
Clackmannanshire,Dihydro-codeine,0,2015
Clackmannanshire,Any opiate or opioid,6,2015
Clackmannanshire,Any Benzodiazepine,5,2015
Clackmannanshire,Diazepam,5,2015
Clackmannanshire,Cocaine,0,2015
Clackmannanshire,Ecstasy,0,2015
Clackmannanshire,Amphetamines,2,2015
Clackmannanshire,Alcohol,4,2015
Dumfries and Galloway,All drug-related deaths,11,2015
Dumfries and Galloway,Heroin/Morphine,6,2015
Dumfries and Galloway,Methadone,3,2015
Dumfries and Galloway,"Heroin/morphine, methadone or bupren-orphine",7,2015
Dumfries and Galloway,Codeine,0,2015
Dumfries and Galloway,Dihydro-codeine,1,2015
Dumfries and Galloway,Any opiate or opioid,8,2015
Dumfries and Galloway,Any Benzodiazepine,5,2015
Dumfries and Galloway,Diazepam,5,2015
Dumfries and Galloway,Cocaine,0,2015
Dumfries and Galloway,Ecstasy,2,2015
Dumfries and Galloway,Amphetamines,0,2015
Dumfries and Galloway,Alcohol,4,2015
Dundee City,All drug-related deaths,36,2015
Dundee City,Heroin/Morphine,25,2015
Dundee City,Methadone,16,2015
Dundee City,"Heroin/morphine, methadone or bupren-orphine",31,2015
Dundee City,Codeine,3,2015
Dundee City,Dihydro-codeine,4,2015
Dundee City,Any opiate or opioid,36,2015
Dundee City,Any Benzodiazepine,31,2015
Dundee City,Diazepam,24,2015
Dundee City,Cocaine,2,2015
Dundee City,Ecstasy,0,2015
Dundee City,Amphetamines,0,2015
Dundee City,Alcohol,10,2015
East Ayrshire,All drug-related deaths,14,2015
East Ayrshire,Heroin/Morphine,9,2015
East Ayrshire,Methadone,6,2015
East Ayrshire,"Heroin/morphine, methadone or bupren-orphine",13,2015
East Ayrshire,Codeine,1,2015
East Ayrshire,Dihydro-codeine,0,2015
East Ayrshire,Any opiate or opioid,14,2015
East Ayrshire,Any Benzodiazepine,12,2015
East Ayrshire,Diazepam,6,2015
East Ayrshire,Cocaine,4,2015
East Ayrshire,Ecstasy,0,2015
East Ayrshire,Amphetamines,0,2015
East Ayrshire,Alcohol,6,2015
East Dunbartonshire,All drug-related deaths,9,2015
East Dunbartonshire,Heroin/Morphine,4,2015
East Dunbartonshire,Methadone,3,2015
East Dunbartonshire,"Heroin/morphine, methadone or bupren-orphine",7,2015
East Dunbartonshire,Codeine,1,2015
East Dunbartonshire,Dihydro-codeine,2,2015
East Dunbartonshire,Any opiate or opioid,8,2015
East Dunbartonshire,Any Benzodiazepine,7,2015
East Dunbartonshire,Diazepam,6,2015
East Dunbartonshire,Cocaine,3,2015
East Dunbartonshire,Ecstasy,1,2015
East Dunbartonshire,Amphetamines,0,2015
East Dunbartonshire,Alcohol,3,2015
East Lothian,All drug-related deaths,10,2015
East Lothian,Heroin/Morphine,4,2015
East Lothian,Methadone,3,2015
East Lothian,"Heroin/morphine, methadone or bupren-orphine",6,2015
East Lothian,Codeine,0,2015
East Lothian,Dihydro-codeine,2,2015
East Lothian,Any opiate or opioid,9,2015
East Lothian,Any Benzodiazepine,7,2015
East Lothian,Diazepam,7,2015
East Lothian,Cocaine,2,2015
East Lothian,Ecstasy,1,2015
East Lothian,Amphetamines,0,2015
East Lothian,Alcohol,2,2015
East Renfrewshire,All drug-related deaths,8,2015
East Renfrewshire,Heroin/Morphine,3,2015
East Renfrewshire,Methadone,4,2015
East Renfrewshire,"Heroin/morphine, methadone or bupren-orphine",5,2015
East Renfrewshire,Codeine,1,2015
East Renfrewshire,Dihydro-codeine,3,2015
East Renfrewshire,Any opiate or opioid,8,2015
East Renfrewshire,Any Benzodiazepine,4,2015
East Renfrewshire,Diazepam,4,2015
East Renfrewshire,Cocaine,1,2015
East Renfrewshire,Ecstasy,0,2015
East Renfrewshire,Amphetamines,0,2015
East Renfrewshire,Alcohol,0,2015
City of Edinburgh,All drug-related deaths,69,2015
City of Edinburgh,Heroin/Morphine,23,2015
City of Edinburgh,Methadone,35,2015
City of Edinburgh,"Heroin/morphine, methadone or bupren-orphine",49,2015
City of Edinburgh,Codeine,4,2015
City of Edinburgh,Dihydro-codeine,22,2015
City of Edinburgh,Any opiate or opioid,62,2015
City of Edinburgh,Any Benzodiazepine,47,2015
City of Edinburgh,Diazepam,45,2015
City of Edinburgh,Cocaine,4,2015
City of Edinburgh,Ecstasy,1,2015
City of Edinburgh,Amphetamines,1,2015
City of Edinburgh,Alcohol,28,2015
Eilean Siar,All drug-related deaths,1,2015
Eilean Siar,Heroin/Morphine,0,2015
Eilean Siar,Methadone,0,2015
Eilean Siar,"Heroin/morphine, methadone or bupren-orphine",0,2015
Eilean Siar,Codeine,0,2015
Eilean Siar,Dihydro-codeine,1,2015
Eilean Siar,Any opiate or opioid,1,2015
Eilean Siar,Any Benzodiazepine,0,2015
Eilean Siar,Diazepam,0,2015
Eilean Siar,Cocaine,0,2015
Eilean Siar,Ecstasy,0,2015
Eilean Siar,Amphetamines,0,2015
Eilean Siar,Alcohol,0,2015
Falkirk,All drug-related deaths,14,2015
Falkirk,Heroin/Morphine,7,2015
Falkirk,Methadone,6,2015
Falkirk,"Heroin/morphine, methadone or bupren-orphine",10,2015
Falkirk,Codeine,1,2015
Falkirk,Dihydro-codeine,3,2015
Falkirk,Any opiate or opioid,12,2015
Falkirk,Any Benzodiazepine,9,2015
Falkirk,Diazepam,9,2015
Falkirk,Cocaine,4,2015
Falkirk,Ecstasy,0,2015
Falkirk,Amphetamines,0,2015
Falkirk,Alcohol,6,2015
Fife,All drug-related deaths,44,2015
Fife,Heroin/Morphine,29,2015
Fife,Methadone,20,2015
Fife,"Heroin/morphine, methadone or bupren-orphine",36,2015
Fife,Codeine,6,2015
Fife,Dihydro-codeine,4,2015
Fife,Any opiate or opioid,40,2015
Fife,Any Benzodiazepine,34,2015
Fife,Diazepam,32,2015
Fife,Cocaine,1,2015
Fife,Ecstasy,1,2015
Fife,Amphetamines,3,2015
Fife,Alcohol,23,2015
Glasgow City,All drug-related deaths,157,2015
Glasgow City,Heroin/Morphine,74,2015
Glasgow City,Methadone,58,2015
Glasgow City,"Heroin/morphine, methadone or bupren-orphine",113,2015
Glasgow City,Codeine,10,2015
Glasgow City,Dihydro-codeine,25,2015
Glasgow City,Any opiate or opioid,139,2015
Glasgow City,Any Benzodiazepine,115,2015
Glasgow City,Diazepam,106,2015
Glasgow City,Cocaine,37,2015
Glasgow City,Ecstasy,0,2015
Glasgow City,Amphetamines,12,2015
Glasgow City,Alcohol,55,2015
Highland,All drug-related deaths,24,2015
Highland,Heroin/Morphine,8,2015
Highland,Methadone,10,2015
Highland,"Heroin/morphine, methadone or bupren-orphine",13,2015
Highland,Codeine,4,2015
Highland,Dihydro-codeine,4,2015
Highland,Any opiate or opioid,19,2015
Highland,Any Benzodiazepine,20,2015
Highland,Diazepam,15,2015
Highland,Cocaine,2,2015
Highland,Ecstasy,1,2015
Highland,Amphetamines,0,2015
Highland,Alcohol,5,2015
Inverclyde,All drug-related deaths,16,2015
Inverclyde,Heroin/Morphine,2,2015
Inverclyde,Methadone,9,2015
Inverclyde,"Heroin/morphine, methadone or bupren-orphine",11,2015
Inverclyde,Codeine,2,2015
Inverclyde,Dihydro-codeine,0,2015
Inverclyde,Any opiate or opioid,13,2015
Inverclyde,Any Benzodiazepine,11,2015
Inverclyde,Diazepam,8,2015
Inverclyde,Cocaine,3,2015
Inverclyde,Ecstasy,0,2015
Inverclyde,Amphetamines,0,2015
Inverclyde,Alcohol,5,2015
Midlothian,All drug-related deaths,6,2015
Midlothian,Heroin/Morphine,1,2015
Midlothian,Methadone,1,2015
Midlothian,"Heroin/morphine, methadone or bupren-orphine",2,2015
Midlothian,Codeine,0,2015
Midlothian,Dihydro-codeine,1,2015
Midlothian,Any opiate or opioid,3,2015
Midlothian,Any Benzodiazepine,4,2015
Midlothian,Diazepam,4,2015
Midlothian,Cocaine,2,2015
Midlothian,Ecstasy,0,2015
Midlothian,Amphetamines,0,2015
Midlothian,Alcohol,1,2015
Moray,All drug-related deaths,10,2015
Moray,Heroin/Morphine,5,2015
Moray,Methadone,5,2015
Moray,"Heroin/morphine, methadone or bupren-orphine",8,2015
Moray,Codeine,1,2015
Moray,Dihydro-codeine,2,2015
Moray,Any opiate or opioid,9,2015
Moray,Any Benzodiazepine,6,2015
Moray,Diazepam,6,2015
Moray,Cocaine,1,2015
Moray,Ecstasy,0,2015
Moray,Amphetamines,0,2015
Moray,Alcohol,3,2015
North Ayrshire,All drug-related deaths,15,2015
North Ayrshire,Heroin/Morphine,11,2015
North Ayrshire,Methadone,8,2015
North Ayrshire,"Heroin/morphine, methadone or bupren-orphine",12,2015
North Ayrshire,Codeine,1,2015
North Ayrshire,Dihydro-codeine,4,2015
North Ayrshire,Any opiate or opioid,14,2015
North Ayrshire,Any Benzodiazepine,12,2015
North Ayrshire,Diazepam,11,2015
North Ayrshire,Cocaine,2,2015
North Ayrshire,Ecstasy,0,2015
North Ayrshire,Amphetamines,2,2015
North Ayrshire,Alcohol,9,2015
North Lanarkshire,All drug-related deaths,42,2015
North Lanarkshire,Heroin/Morphine,21,2015
North Lanarkshire,Methadone,7,2015
North Lanarkshire,"Heroin/morphine, methadone or bupren-orphine",26,2015
North Lanarkshire,Codeine,5,2015
North Lanarkshire,Dihydro-codeine,9,2015
North Lanarkshire,Any opiate or opioid,36,2015
North Lanarkshire,Any Benzodiazepine,25,2015
North Lanarkshire,Diazepam,22,2015
North Lanarkshire,Cocaine,7,2015
North Lanarkshire,Ecstasy,3,2015
North Lanarkshire,Amphetamines,2,2015
North Lanarkshire,Alcohol,17,2015
Orkney Islands,All drug-related deaths,1,2015
Orkney Islands,Heroin/Morphine,0,2015
Orkney Islands,Methadone,1,2015
Orkney Islands,"Heroin/morphine, methadone or bupren-orphine",1,2015
Orkney Islands,Codeine,0,2015
Orkney Islands,Dihydro-codeine,1,2015
Orkney Islands,Any opiate or opioid,1,2015
Orkney Islands,Any Benzodiazepine,1,2015
Orkney Islands,Diazepam,1,2015
Orkney Islands,Cocaine,0,2015
Orkney Islands,Ecstasy,0,2015
Orkney Islands,Amphetamines,0,2015
Orkney Islands,Alcohol,0,2015
Perth and Kinross,All drug-related deaths,10,2015
Perth and Kinross,Heroin/Morphine,5,2015
Perth and Kinross,Methadone,2,2015
Perth and Kinross,"Heroin/morphine, methadone or bupren-orphine",6,2015
Perth and Kinross,Codeine,0,2015
Perth and Kinross,Dihydro-codeine,4,2015
Perth and Kinross,Any opiate or opioid,9,2015
Perth and Kinross,Any Benzodiazepine,6,2015
Perth and Kinross,Diazepam,5,2015
Perth and Kinross,Cocaine,0,2015
Perth and Kinross,Ecstasy,0,2015
Perth and Kinross,Amphetamines,0,2015
Perth and Kinross,Alcohol,3,2015
Renfrewshire,All drug-related deaths,19,2015
Renfrewshire,Heroin/Morphine,11,2015
Renfrewshire,Methadone,5,2015
Renfrewshire,"Heroin/morphine, methadone or bupren-orphine",14,2015
Renfrewshire,Codeine,2,2015
Renfrewshire,Dihydro-codeine,1,2015
Renfrewshire,Any opiate or opioid,16,2015
Renfrewshire,Any Benzodiazepine,13,2015
Renfrewshire,Diazepam,11,2015
Renfrewshire,Cocaine,4,2015
Renfrewshire,Ecstasy,0,2015
Renfrewshire,Amphetamines,1,2015
Renfrewshire,Alcohol,6,2015
Scottish Borders,All drug-related deaths,13,2015
Scottish Borders,Heroin/Morphine,8,2015
Scottish Borders,Methadone,0,2015
Scottish Borders,"Heroin/morphine, methadone or bupren-orphine",8,2015
Scottish Borders,Codeine,3,2015
Scottish Borders,Dihydro-codeine,2,2015
Scottish Borders,Any opiate or opioid,12,2015
Scottish Borders,Any Benzodiazepine,8,2015
Scottish Borders,Diazepam,6,2015
Scottish Borders,Cocaine,0,2015
Scottish Borders,Ecstasy,0,2015
Scottish Borders,Amphetamines,0,2015
Scottish Borders,Alcohol,5,2015
Shetland Islands,All drug-related deaths,1,2015
Shetland Islands,Heroin/Morphine,1,2015
Shetland Islands,Methadone,0,2015
Shetland Islands,"Heroin/morphine, methadone or bupren-orphine",1,2015
Shetland Islands,Codeine,0,2015
Shetland Islands,Dihydro-codeine,0,2015
Shetland Islands,Any opiate or opioid,1,2015
Shetland Islands,Any Benzodiazepine,0,2015
Shetland Islands,Diazepam,0,2015
Shetland Islands,Cocaine,0,2015
Shetland Islands,Ecstasy,0,2015
Shetland Islands,Amphetamines,0,2015
Shetland Islands,Alcohol,0,2015
South Ayrshire,All drug-related deaths,14,2015
South Ayrshire,Heroin/Morphine,10,2015
South Ayrshire,Methadone,10,2015
South Ayrshire,"Heroin/morphine, methadone or bupren-orphine",13,2015
South Ayrshire,Codeine,1,2015
South Ayrshire,Dihydro-codeine,3,2015
South Ayrshire,Any opiate or opioid,14,2015
South Ayrshire,Any Benzodiazepine,13,2015
South Ayrshire,Diazepam,12,2015
South Ayrshire,Cocaine,3,2015
South Ayrshire,Ecstasy,0,2015
South Ayrshire,Amphetamines,0,2015
South Ayrshire,Alcohol,6,2015
South Lanarkshire,All drug-related deaths,31,2015
South Lanarkshire,Heroin/Morphine,18,2015
South Lanarkshire,Methadone,9,2015
South Lanarkshire,"Heroin/morphine, methadone or bupren-orphine",22,2015
South Lanarkshire,Codeine,2,2015
South Lanarkshire,Dihydro-codeine,4,2015
South Lanarkshire,Any opiate or opioid,27,2015
South Lanarkshire,Any Benzodiazepine,17,2015
South Lanarkshire,Diazepam,15,2015
South Lanarkshire,Cocaine,2,2015
South Lanarkshire,Ecstasy,1,2015
South Lanarkshire,Amphetamines,0,2015
South Lanarkshire,Alcohol,11,2015
Stirling,All drug-related deaths,10,2015
Stirling,Heroin/Morphine,6,2015
Stirling,Methadone,2,2015
Stirling,"Heroin/morphine, methadone or bupren-orphine",6,2015
Stirling,Codeine,3,2015
Stirling,Dihydro-codeine,2,2015
Stirling,Any opiate or opioid,9,2015
Stirling,Any Benzodiazepine,8,2015
Stirling,Diazepam,6,2015
Stirling,Cocaine,0,2015
Stirling,Ecstasy,0,2015
Stirling,Amphetamines,1,2015
Stirling,Alcohol,5,2015
West Dunbartonshire,All drug-related deaths,12,2015
West Dunbartonshire,Heroin/Morphine,7,2015
West Dunbartonshire,Methadone,2,2015
West Dunbartonshire,"Heroin/morphine, methadone or bupren-orphine",9,2015
West Dunbartonshire,Codeine,0,2015
West Dunbartonshire,Dihydro-codeine,2,2015
West Dunbartonshire,Any opiate or opioid,11,2015
West Dunbartonshire,Any Benzodiazepine,8,2015
West Dunbartonshire,Diazepam,7,2015
West Dunbartonshire,Cocaine,2,2015
West Dunbartonshire,Ecstasy,0,2015
West Dunbartonshire,Amphetamines,0,2015
West Dunbartonshire,Alcohol,4,2015
West Lothian,All drug-related deaths,15,2015
West Lothian,Heroin/Morphine,9,2015
West Lothian,Methadone,7,2015
West Lothian,"Heroin/morphine, methadone or bupren-orphine",12,2015
West Lothian,Codeine,1,2015
West Lothian,Dihydro-codeine,3,2015
West Lothian,Any opiate or opioid,14,2015
West Lothian,Any Benzodiazepine,10,2015
West Lothian,Diazepam,10,2015
West Lothian,Cocaine,1,2015
West Lothian,Ecstasy,1,2015
West Lothian,Amphetamines,0,2015
West Lothian,Alcohol,5,2015
Scotland,All drug-related deaths,867,2016
Scotland,Heroin/Morphine,483,2016
Scotland,Methadone,375,2016
Scotland,"Heroin/morphine, methadone or bupren-orphine",662,2016
Scotland,Codeine,80,2016
Scotland,Dihydro-codeine,150,2016
Scotland,Any opiate or opioid,779,2016
Scotland,Any Benzodiazepine,632,2016
Scotland,Diazepam,365,2016
Scotland,Cocaine,145,2016
Scotland,Ecstasy,30,2016
Scotland,Amphetamines,30,2016
Scotland,Alcohol,330,2016
Aberdeen City,All drug-related deaths,46,2016
Aberdeen City,Heroin/Morphine,23,2016
Aberdeen City,Methadone,27,2016
Aberdeen City,"Heroin/morphine, methadone or bupren-orphine",39,2016
Aberdeen City,Codeine,3,2016
Aberdeen City,Dihydro-codeine,12,2016
Aberdeen City,Any opiate or opioid,43,2016
Aberdeen City,Any Benzodiazepine,38,2016
Aberdeen City,Diazepam,32,2016
Aberdeen City,Cocaine,17,2016
Aberdeen City,Ecstasy,0,2016
Aberdeen City,Amphetamines,2,2016
Aberdeen City,Alcohol,14,2016
Aberdeenshire,All drug-related deaths,12,2016
Aberdeenshire,Heroin/Morphine,8,2016
Aberdeenshire,Methadone,3,2016
Aberdeenshire,"Heroin/morphine, methadone or bupren-orphine",8,2016
Aberdeenshire,Codeine,0,2016
Aberdeenshire,Dihydro-codeine,4,2016
Aberdeenshire,Any opiate or opioid,11,2016
Aberdeenshire,Any Benzodiazepine,6,2016
Aberdeenshire,Diazepam,5,2016
Aberdeenshire,Cocaine,2,2016
Aberdeenshire,Ecstasy,0,2016
Aberdeenshire,Amphetamines,0,2016
Aberdeenshire,Alcohol,5,2016
Angus,All drug-related deaths,13,2016
Angus,Heroin/Morphine,11,2016
Angus,Methadone,4,2016
Angus,"Heroin/morphine, methadone or bupren-orphine",11,2016
Angus,Codeine,4,2016
Angus,Dihydro-codeine,2,2016
Angus,Any opiate or opioid,13,2016
Angus,Any Benzodiazepine,9,2016
Angus,Diazepam,7,2016
Angus,Cocaine,0,2016
Angus,Ecstasy,0,2016
Angus,Amphetamines,0,2016
Angus,Alcohol,3,2016
Argyll and Bute,All drug-related deaths,10,2016
Argyll and Bute,Heroin/Morphine,4,2016
Argyll and Bute,Methadone,2,2016
Argyll and Bute,"Heroin/morphine, methadone or bupren-orphine",6,2016
Argyll and Bute,Codeine,0,2016
Argyll and Bute,Dihydro-codeine,1,2016
Argyll and Bute,Any opiate or opioid,7,2016
Argyll and Bute,Any Benzodiazepine,6,2016
Argyll and Bute,Diazepam,5,2016
Argyll and Bute,Cocaine,2,2016
Argyll and Bute,Ecstasy,3,2016
Argyll and Bute,Amphetamines,1,2016
Argyll and Bute,Alcohol,1,2016
City of Edinburgh,All drug-related deaths,90,2016
City of Edinburgh,Heroin/Morphine,46,2016
City of Edinburgh,Methadone,40,2016
City of Edinburgh,"Heroin/morphine, methadone or bupren-orphine",70,2016
City of Edinburgh,Codeine,14,2016
City of Edinburgh,Dihydro-codeine,16,2016
City of Edinburgh,Any opiate or opioid,83,2016
City of Edinburgh,Any Benzodiazepine,65,2016
City of Edinburgh,Diazepam,59,2016
City of Edinburgh,Cocaine,11,2016
City of Edinburgh,Ecstasy,2,2016
City of Edinburgh,Amphetamines,3,2016
City of Edinburgh,Alcohol,57,2016
Clackmannanshire,All drug-related deaths,12,2016
Clackmannanshire,Heroin/Morphine,8,2016
Clackmannanshire,Methadone,5,2016
Clackmannanshire,"Heroin/morphine, methadone or bupren-orphine",10,2016
Clackmannanshire,Codeine,0,2016
Clackmannanshire,Dihydro-codeine,4,2016
Clackmannanshire,Any opiate or opioid,11,2016
Clackmannanshire,Any Benzodiazepine,8,2016
Clackmannanshire,Diazepam,4,2016
Clackmannanshire,Cocaine,1,2016
Clackmannanshire,Ecstasy,0,2016
Clackmannanshire,Amphetamines,2,2016
Clackmannanshire,Alcohol,6,2016
Dumfries and Galloway,All drug-related deaths,17,2016
Dumfries and Galloway,Heroin/Morphine,9,2016
Dumfries and Galloway,Methadone,6,2016
Dumfries and Galloway,"Heroin/morphine, methadone or bupren-orphine",11,2016
Dumfries and Galloway,Codeine,3,2016
Dumfries and Galloway,Dihydro-codeine,3,2016
Dumfries and Galloway,Any opiate or opioid,15,2016
Dumfries and Galloway,Any Benzodiazepine,8,2016
Dumfries and Galloway,Diazepam,8,2016
Dumfries and Galloway,Cocaine,0,2016
Dumfries and Galloway,Ecstasy,2,2016
Dumfries and Galloway,Amphetamines,0,2016
Dumfries and Galloway,Alcohol,8,2016
Dundee City,All drug-related deaths,38,2016
Dundee City,Heroin/Morphine,21,2016
Dundee City,Methadone,24,2016
Dundee City,"Heroin/morphine, methadone or bupren-orphine",35,2016
Dundee City,Codeine,5,2016
Dundee City,Dihydro-codeine,6,2016
Dundee City,Any opiate or opioid,37,2016
Dundee City,Any Benzodiazepine,32,2016
Dundee City,Diazepam,17,2016
Dundee City,Cocaine,1,2016
Dundee City,Ecstasy,0,2016
Dundee City,Amphetamines,0,2016
Dundee City,Alcohol,4,2016
East Ayrshire,All drug-related deaths,29,2016
East Ayrshire,Heroin/Morphine,19,2016
East Ayrshire,Methadone,17,2016
East Ayrshire,"Heroin/morphine, methadone or bupren-orphine",24,2016
East Ayrshire,Codeine,1,2016
East Ayrshire,Dihydro-codeine,7,2016
East Ayrshire,Any opiate or opioid,25,2016
East Ayrshire,Any Benzodiazepine,23,2016
East Ayrshire,Diazepam,9,2016
East Ayrshire,Cocaine,5,2016
East Ayrshire,Ecstasy,0,2016
East Ayrshire,Amphetamines,2,2016
East Ayrshire,Alcohol,9,2016
East Dunbartonshire,All drug-related deaths,7,2016
East Dunbartonshire,Heroin/Morphine,5,2016
East Dunbartonshire,Methadone,1,2016
East Dunbartonshire,"Heroin/morphine, methadone or bupren-orphine",5,2016
East Dunbartonshire,Codeine,1,2016
East Dunbartonshire,Dihydro-codeine,1,2016
East Dunbartonshire,Any opiate or opioid,7,2016
East Dunbartonshire,Any Benzodiazepine,5,2016
East Dunbartonshire,Diazepam,4,2016
East Dunbartonshire,Cocaine,1,2016
East Dunbartonshire,Ecstasy,0,2016
East Dunbartonshire,Amphetamines,0,2016
East Dunbartonshire,Alcohol,2,2016
East Lothian,All drug-related deaths,11,2016
East Lothian,Heroin/Morphine,6,2016
East Lothian,Methadone,9,2016
East Lothian,"Heroin/morphine, methadone or bupren-orphine",10,2016
East Lothian,Codeine,1,2016
East Lothian,Dihydro-codeine,3,2016
East Lothian,Any opiate or opioid,10,2016
East Lothian,Any Benzodiazepine,11,2016
East Lothian,Diazepam,11,2016
East Lothian,Cocaine,2,2016
East Lothian,Ecstasy,0,2016
East Lothian,Amphetamines,0,2016
East Lothian,Alcohol,5,2016
East Renfrewshire,All drug-related deaths,5,2016
East Renfrewshire,Heroin/Morphine,2,2016
East Renfrewshire,Methadone,2,2016
East Renfrewshire,"Heroin/morphine, methadone or bupren-orphine",4,2016
East Renfrewshire,Codeine,1,2016
East Renfrewshire,Dihydro-codeine,1,2016
East Renfrewshire,Any opiate or opioid,5,2016
East Renfrewshire,Any Benzodiazepine,4,2016
East Renfrewshire,Diazepam,0,2016
East Renfrewshire,Cocaine,1,2016
East Renfrewshire,Ecstasy,0,2016
East Renfrewshire,Amphetamines,0,2016
East Renfrewshire,Alcohol,2,2016
Falkirk,All drug-related deaths,29,2016
Falkirk,Heroin/Morphine,15,2016
Falkirk,Methadone,8,2016
Falkirk,"Heroin/morphine, methadone or bupren-orphine",21,2016
Falkirk,Codeine,4,2016
Falkirk,Dihydro-codeine,8,2016
Falkirk,Any opiate or opioid,27,2016
Falkirk,Any Benzodiazepine,19,2016
Falkirk,Diazepam,12,2016
Falkirk,Cocaine,6,2016
Falkirk,Ecstasy,1,2016
Falkirk,Amphetamines,0,2016
Falkirk,Alcohol,16,2016
Fife,All drug-related deaths,45,2016
Fife,Heroin/Morphine,30,2016
Fife,Methadone,19,2016
Fife,"Heroin/morphine, methadone or bupren-orphine",33,2016
Fife,Codeine,2,2016
Fife,Dihydro-codeine,7,2016
Fife,Any opiate or opioid,41,2016
Fife,Any Benzodiazepine,34,2016
Fife,Diazepam,27,2016
Fife,Cocaine,2,2016
Fife,Ecstasy,0,2016
Fife,Amphetamines,4,2016
Fife,Alcohol,18,2016
Glasgow City,All drug-related deaths,170,2016
Glasgow City,Heroin/Morphine,85,2016
Glasgow City,Methadone,83,2016
Glasgow City,"Heroin/morphine, methadone or bupren-orphine",131,2016
Glasgow City,Codeine,12,2016
Glasgow City,Dihydro-codeine,22,2016
Glasgow City,Any opiate or opioid,150,2016
Glasgow City,Any Benzodiazepine,126,2016
Glasgow City,Diazepam,43,2016
Glasgow City,Cocaine,38,2016
Glasgow City,Ecstasy,5,2016
Glasgow City,Amphetamines,6,2016
Glasgow City,Alcohol,64,2016
Highland,All drug-related deaths,19,2016
Highland,Heroin/Morphine,4,2016
Highland,Methadone,3,2016
Highland,"Heroin/morphine, methadone or bupren-orphine",7,2016
Highland,Codeine,0,2016
Highland,Dihydro-codeine,2,2016
Highland,Any opiate or opioid,14,2016
Highland,Any Benzodiazepine,8,2016
Highland,Diazepam,6,2016
Highland,Cocaine,5,2016
Highland,Ecstasy,1,2016
Highland,Amphetamines,1,2016
Highland,Alcohol,5,2016
Inverclyde,All drug-related deaths,20,2016
Inverclyde,Heroin/Morphine,8,2016
Inverclyde,Methadone,14,2016
Inverclyde,"Heroin/morphine, methadone or bupren-orphine",16,2016
Inverclyde,Codeine,2,2016
Inverclyde,Dihydro-codeine,1,2016
Inverclyde,Any opiate or opioid,18,2016
Inverclyde,Any Benzodiazepine,19,2016
Inverclyde,Diazepam,7,2016
Inverclyde,Cocaine,4,2016
Inverclyde,Ecstasy,2,2016
Inverclyde,Amphetamines,0,2016
Inverclyde,Alcohol,4,2016
Midlothian,All drug-related deaths,8,2016
Midlothian,Heroin/Morphine,2,2016
Midlothian,Methadone,1,2016
Midlothian,"Heroin/morphine, methadone or bupren-orphine",3,2016
Midlothian,Codeine,3,2016
Midlothian,Dihydro-codeine,3,2016
Midlothian,Any opiate or opioid,7,2016
Midlothian,Any Benzodiazepine,5,2016
Midlothian,Diazepam,3,2016
Midlothian,Cocaine,0,2016
Midlothian,Ecstasy,1,2016
